SECCION,MUNICIPIO,JA
2597,Puebla,San Francisco Totimehuacan
2598,Puebla,San Francisco Totimehuacan
2600,Puebla,San Francisco Totimehuacan
2601,Puebla,San Francisco Totimehuacan
2602,Puebla,San Francisco Totimehuacan
2604,Puebla,San Francisco Totimehuacan
2514,Puebla,San Francisco Totimehuacan
2515,Puebla,San Francisco Totimehuacan
1561,Puebla,San Francisco Totimehuacan
1691,Puebla,San Francisco Totimehuacan
1494,Puebla,San Francisco Totimehuacan
1523,Puebla,San Francisco Totimehuacan
1584,Puebla,San Francisco Totimehuacan
1585,Puebla,San Francisco Totimehuacan
2756,Puebla,San Francisco Totimehuacan
1248,Puebla,San Francisco Totimehuacan
2578,Puebla,San Francisco Totimehuacan
2579,Puebla,San Francisco Totimehuacan
2580,Puebla,San Francisco Totimehuacan
2664,Puebla,San Francisco Totimehuacan
2665,Puebla,San Francisco Totimehuacan
2566,Puebla,San Francisco Totimehuacan
2567,Puebla,San Francisco Totimehuacan
2569,Puebla,San Francisco Totimehuacan
2595,Puebla,San Francisco Totimehuacan
1243,Puebla,San Francisco Totimehuacan
1248,Puebla,San Francisco Totimehuacan
1605,Puebla,San Francisco Totimehuacan
1241,Puebla,San Francisco Totimehuacan
1242,Puebla,San Francisco Totimehuacan
1252,Puebla,San Francisco Totimehuacan
2593,Puebla,San Francisco Totimehuacan
1248,Puebla,San Francisco Totimehuacan
1605,Puebla,San Francisco Totimehuacan
2572,Puebla,San Francisco Totimehuacan
2573,Puebla,San Francisco Totimehuacan
2575,Puebla,San Francisco Totimehuacan
1248,Puebla,San Francisco Totimehuacan
2562,Puebla,San Francisco Totimehuacan
1591,Puebla,San Francisco Totimehuacan
2648,Puebla,San Francisco Totimehuacan
2650,Puebla,San Francisco Totimehuacan
1246,Puebla,San Francisco Totimehuacan
2648,Puebla,San Francisco Totimehuacan
2649,Puebla,San Francisco Totimehuacan
2650,Puebla,San Francisco Totimehuacan
2651,Puebla,San Francisco Totimehuacan
2668,Puebla,San Francisco Totimehuacan
1248,Puebla,San Francisco Totimehuacan
2664,Puebla,San Francisco Totimehuacan
2665,Puebla,San Francisco Totimehuacan
1605,Puebla,San Francisco Totimehuacan
2797,Puebla,San Francisco Totimehuacan
991,Puebla,San Francisco Totimehuacan
992,Puebla,San Francisco Totimehuacan
1021,Puebla,San Francisco Totimehuacan
1022,Puebla,San Francisco Totimehuacan
1093,Puebla,San Francisco Totimehuacan
2649,Puebla,San Francisco Totimehuacan
2651,Puebla,San Francisco Totimehuacan
1552,Puebla,San Francisco Totimehuacan
1251,Puebla,San Francisco Totimehuacan
1252,Puebla,San Francisco Totimehuacan
1252,Puebla,San Francisco Totimehuacan
2649,Puebla,San Francisco Totimehuacan
2651,Puebla,San Francisco Totimehuacan
2604,Puebla,San Francisco Totimehuacan
2614,Puebla,San Francisco Totimehuacan
2615,Puebla,San Francisco Totimehuacan
2649,Puebla,San Francisco Totimehuacan
2666,Puebla,San Francisco Totimehuacan
2668,Puebla,San Francisco Totimehuacan
2670,Puebla,San Francisco Totimehuacan
2649,Puebla,San Francisco Totimehuacan
2651,Puebla,San Francisco Totimehuacan
2577,Puebla,San Francisco Totimehuacan
2580,Puebla,San Francisco Totimehuacan
2582,Puebla,San Francisco Totimehuacan
2666,Puebla,San Francisco Totimehuacan
2667,Puebla,San Francisco Totimehuacan
2579,Puebla,San Francisco Totimehuacan
2580,Puebla,San Francisco Totimehuacan
2581,Puebla,San Francisco Totimehuacan
2582,Puebla,San Francisco Totimehuacan
1249,Puebla,San Francisco Totimehuacan
2651,Puebla,San Francisco Totimehuacan
2652,Puebla,San Francisco Totimehuacan
2653,Puebla,San Francisco Totimehuacan
2655,Puebla,San Francisco Totimehuacan
1251,Puebla,San Francisco Totimehuacan
1252,Puebla,San Francisco Totimehuacan
1249,Puebla,San Francisco Totimehuacan
1254,Puebla,San Francisco Totimehuacan
1252,Puebla,San Francisco Totimehuacan
1249,Puebla,San Francisco Totimehuacan
1254,Puebla,San Francisco Totimehuacan
1591,Puebla,San Francisco Totimehuacan
2579,Puebla,San Francisco Totimehuacan
2581,Puebla,San Francisco Totimehuacan
2582,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
1599,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
2670,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
2670,Puebla,San Francisco Totimehuacan
2667,Puebla,San Francisco Totimehuacan
2669,Puebla,San Francisco Totimehuacan
2670,Puebla,San Francisco Totimehuacan
2655,Puebla,San Francisco Totimehuacan
1259,Puebla,San Francisco Totimehuacan
1602,Puebla,San Francisco Totimehuacan
2654,Puebla,San Francisco Totimehuacan
2656,Puebla,San Francisco Totimehuacan
2657,Puebla,San Francisco Totimehuacan
2658,Puebla,San Francisco Totimehuacan
2653,Puebla,San Francisco Totimehuacan
2655,Puebla,San Francisco Totimehuacan
1591,Puebla,San Francisco Totimehuacan
1249,Puebla,San Francisco Totimehuacan
1254,Puebla,San Francisco Totimehuacan
1255,Puebla,San Francisco Totimehuacan
1258,Puebla,San Francisco Totimehuacan
1254,Puebla,San Francisco Totimehuacan
2797,Puebla,San Francisco Totimehuacan
2657,Puebla,San Francisco Totimehuacan
2658,Puebla,San Francisco Totimehuacan
2657,Puebla,San Francisco Totimehuacan
1520,Puebla,San Francisco Totimehuacan
1524,Puebla,San Francisco Totimehuacan
2658,Puebla,San Francisco Totimehuacan
1032,Puebla,San Felipe Hueyotlipan
1033,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
1044,Puebla,San Felipe Hueyotlipan
1051,Puebla,San Felipe Hueyotlipan
1052,Puebla,San Felipe Hueyotlipan
1053,Puebla,San Felipe Hueyotlipan
1055,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
1043,Puebla,San Felipe Hueyotlipan
1054,Puebla,San Felipe Hueyotlipan
1562,Puebla,San Felipe Hueyotlipan
1012,Puebla,San Felipe Hueyotlipan
1034,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
1043,Puebla,San Felipe Hueyotlipan
1012,Puebla,San Felipe Hueyotlipan
1013,Puebla,San Felipe Hueyotlipan
1034,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
1012,Puebla,San Felipe Hueyotlipan
1012,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
1128,Puebla,San Felipe Hueyotlipan
1012,Puebla,San Felipe Hueyotlipan
1013,Puebla,San Felipe Hueyotlipan
996,Puebla,San Felipe Hueyotlipan
1025,Puebla,San Felipe Hueyotlipan
1026,Puebla,San Felipe Hueyotlipan
1036,Puebla,San Felipe Hueyotlipan
1035,Puebla,San Felipe Hueyotlipan
977,Puebla,San Felipe Hueyotlipan
1015,Puebla,San Felipe Hueyotlipan
1070,Puebla,San Felipe Hueyotlipan
999,Puebla,San Felipe Hueyotlipan
1014,Puebla,San Felipe Hueyotlipan
1000,Puebla,San Felipe Hueyotlipan
1050,Puebla,San Felipe Hueyotlipan
1000,Puebla,San Felipe Hueyotlipan
1000,Puebla,San Felipe Hueyotlipan
1599,Puebla,San Felipe Hueyotlipan
1600,Puebla,San Felipe Hueyotlipan
999,Puebla,San Felipe Hueyotlipan
1000,Puebla,San Felipe Hueyotlipan
1036,Puebla,San Felipe Hueyotlipan
1037,Puebla,San Felipe Hueyotlipan
1025,Puebla,San Felipe Hueyotlipan
1036,Puebla,San Felipe Hueyotlipan
1037,Puebla,San Felipe Hueyotlipan
1070,Puebla,San Jerónimo Caleras
1079,Puebla,San Jerónimo Caleras
1071,Puebla,San Jerónimo Caleras
1079,Puebla,San Jerónimo Caleras
1069,Puebla,San Jerónimo Caleras
1070,Puebla,San Jerónimo Caleras
1071,Puebla,San Jerónimo Caleras
1048,Puebla,San Jerónimo Caleras
1049,Puebla,San Jerónimo Caleras
1058,Puebla,San Jerónimo Caleras
1059,Puebla,San Jerónimo Caleras
1050,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1056,Puebla,San Jerónimo Caleras
1057,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1062,Puebla,San Jerónimo Caleras
1070,Puebla,San Jerónimo Caleras
1071,Puebla,San Jerónimo Caleras
1058,Puebla,San Jerónimo Caleras
1059,Puebla,San Jerónimo Caleras
1060,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1060,Puebla,San Jerónimo Caleras
1060,Puebla,San Jerónimo Caleras
1069,Puebla,San Jerónimo Caleras
1060,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1062,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1050,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1049,Puebla,San Jerónimo Caleras
1050,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1050,Puebla,San Jerónimo Caleras
1061,Puebla,San Jerónimo Caleras
1062,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1046,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1032,Puebla,San Jerónimo Caleras
1046,Puebla,San Jerónimo Caleras
1050,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1029,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
983,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1010,Puebla,San Jerónimo Caleras
1030,Puebla,San Jerónimo Caleras
1045,Puebla,San Jerónimo Caleras
1055,Puebla,San Jerónimo Caleras
1011,Puebla,San Jerónimo Caleras
1030,Puebla,San Jerónimo Caleras
1031,Puebla,San Jerónimo Caleras
1010,Puebla,San Jerónimo Caleras
1006,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1307,Puebla,San Jerónimo Caleras
1011,Puebla,San Jerónimo Caleras
1031,Puebla,San Jerónimo Caleras
1032,Puebla,San Jerónimo Caleras
1033,Puebla,San Jerónimo Caleras
1045,Puebla,San Jerónimo Caleras
1006,Puebla,San Jerónimo Caleras
1052,Puebla,San Jerónimo Caleras
1009,Puebla,San Jerónimo Caleras
1005,Puebla,San Jerónimo Caleras
1006,Puebla,San Jerónimo Caleras
2799,Puebla,San Jerónimo Caleras
1131,Puebla,San Jerónimo Caleras
1153,Puebla,San Jerónimo Caleras
1235,Puebla,San Jerónimo Caleras
1238,Puebla,San Jerónimo Caleras
1005,Puebla,San Jerónimo Caleras
981,Puebla,San Jerónimo Caleras
1003,Puebla,San Jerónimo Caleras
1004,Puebla,San Jerónimo Caleras
1005,Puebla,San Jerónimo Caleras
941,Puebla,San Jerónimo Caleras
942,Puebla,San Jerónimo Caleras
943,Puebla,San Jerónimo Caleras
944,Puebla,San Jerónimo Caleras
955,Puebla,San Jerónimo Caleras
956,Puebla,San Jerónimo Caleras
957,Puebla,San Jerónimo Caleras
973,Puebla,San Jerónimo Caleras
981,Puebla,San Jerónimo Caleras
1003,Puebla,San Jerónimo Caleras
2668,Puebla,San Jerónimo Caleras
2670,Puebla,San Jerónimo Caleras
2671,Puebla,San Jerónimo Caleras
1005,Puebla,San Jerónimo Caleras
1002,Puebla,San Jerónimo Caleras
982,Puebla,San Jerónimo Caleras
1000,Puebla,San Jerónimo Caleras
1001,Puebla,San Jerónimo Caleras
1002,Puebla,San Jerónimo Caleras
1011,Puebla,San Jerónimo Caleras
1012,Puebla,San Jerónimo Caleras
1002,Puebla,San Jerónimo Caleras
941,Puebla,San Jerónimo Caleras
1002,Puebla,San Jerónimo Caleras
941,Puebla,San Jerónimo Caleras
956,Puebla,San Jerónimo Caleras
957,Puebla,San Jerónimo Caleras
1418,Puebla,San Miguel Canoa
1419,Puebla,San Miguel Canoa
1420,Puebla,San Miguel Canoa
1421,Puebla,San Miguel Canoa
1422,Puebla,San Miguel Canoa
1077,Puebla,San Pablo Xochimehuacan
1078,Puebla,San Pablo Xochimehuacan
1072,Puebla,San Pablo Xochimehuacan
1076,Puebla,San Pablo Xochimehuacan
1077,Puebla,San Pablo Xochimehuacan
1078,Puebla,San Pablo Xochimehuacan
1076,Puebla,San Pablo Xochimehuacan
2776,Puebla,San Pablo Xochimehuacan
2777,Puebla,San Pablo Xochimehuacan
1072,Puebla,San Pablo Xochimehuacan
1076,Puebla,San Pablo Xochimehuacan
1076,Puebla,San Pablo Xochimehuacan
2776,Puebla,San Pablo Xochimehuacan
1076,Puebla,San Pablo Xochimehuacan
1064,Puebla,San Pablo Xochimehuacan
1066,Puebla,San Pablo Xochimehuacan
2779,Puebla,San Pablo Xochimehuacan
2776,Puebla,San Pablo Xochimehuacan
2777,Puebla,San Pablo Xochimehuacan
2778,Puebla,San Pablo Xochimehuacan
2779,Puebla,San Pablo Xochimehuacan
1064,Puebla,San Pablo Xochimehuacan
1066,Puebla,San Pablo Xochimehuacan
1067,Puebla,San Pablo Xochimehuacan
1068,Puebla,San Pablo Xochimehuacan
1072,Puebla,San Pablo Xochimehuacan
1073,Puebla,San Pablo Xochimehuacan
1073,Puebla,San Pablo Xochimehuacan
1074,Puebla,San Pablo Xochimehuacan
2777,Puebla,San Pablo Xochimehuacan
2779,Puebla,San Pablo Xochimehuacan
1064,Puebla,San Pablo Xochimehuacan
1380,Puebla,San Pablo Xochimehuacan
2779,Puebla,San Pablo Xochimehuacan
2781,Puebla,San Pablo Xochimehuacan
1048,Puebla,San Pablo Xochimehuacan
2781,Puebla,San Pablo Xochimehuacan
1064,Puebla,San Pablo Xochimehuacan
2668,Puebla,San Pablo Xochimehuacan
1054,Puebla,San Pablo Xochimehuacan
1128,Puebla,San Pablo Xochimehuacan
1602,Puebla,San Pedro Zacachimalpa
1604,Puebla,San Pedro Zacachimalpa
1606,Puebla,San Pedro Zacachimalpa
1607,Puebla,San Pedro Zacachimalpa
1406,Puebla,San Sebastián de Aparicio
1409,Puebla,San Sebastián de Aparicio
1210,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2778,Puebla,San Sebastián de Aparicio
2780,Puebla,San Sebastián de Aparicio
2777,Puebla,San Sebastián de Aparicio
2779,Puebla,San Sebastián de Aparicio
2781,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2623,Puebla,San Sebastián de Aparicio
2631,Puebla,San Sebastián de Aparicio
2632,Puebla,San Sebastián de Aparicio
1035,Puebla,San Sebastián de Aparicio
1406,Puebla,San Sebastián de Aparicio
2625,Puebla,San Sebastián de Aparicio
2779,Puebla,San Sebastián de Aparicio
2780,Puebla,San Sebastián de Aparicio
2781,Puebla,San Sebastián de Aparicio
2777,Puebla,San Sebastián de Aparicio
2780,Puebla,San Sebastián de Aparicio
2781,Puebla,San Sebastián de Aparicio
1408,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2626,Puebla,San Sebastián de Aparicio
2627,Puebla,San Sebastián de Aparicio
2623,Puebla,San Sebastián de Aparicio
2624,Puebla,San Sebastián de Aparicio
2627,Puebla,San Sebastián de Aparicio
2628,Puebla,San Sebastián de Aparicio
2629,Puebla,San Sebastián de Aparicio
1408,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2625,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2624,Puebla,San Sebastián de Aparicio
2629,Puebla,San Sebastián de Aparicio
2630,Puebla,San Sebastián de Aparicio
2632,Puebla,San Sebastián de Aparicio
1408,Puebla,San Sebastián de Aparicio
1410,Puebla,San Sebastián de Aparicio
2526,Puebla,San Sebastián de Aparicio
2622,Puebla,San Sebastián de Aparicio
2631,Puebla,San Sebastián de Aparicio
2625,Puebla,San Sebastián de Aparicio
2777,Puebla,San Sebastián de Aparicio
2778,Puebla,San Sebastián de Aparicio
2780,Puebla,San Sebastián de Aparicio
1408,Puebla,San Sebastián de Aparicio
1410,Puebla,San Sebastián de Aparicio
1408,Puebla,San Sebastián de Aparicio
2631,Puebla,San Sebastián de Aparicio
2632,Puebla,San Sebastián de Aparicio
1392,Puebla,San Sebastián de Aparicio
1393,Puebla,San Sebastián de Aparicio
1394,Puebla,San Sebastián de Aparicio
1395,Puebla,San Sebastián de Aparicio
1406,Puebla,San Sebastián de Aparicio
1391,Puebla,San Sebastián de Aparicio
1380,Puebla,San Sebastián de Aparicio
1054,Puebla,San Sebastián de Aparicio
1378,Puebla,San Sebastián de Aparicio
1379,Puebla,San Sebastián de Aparicio
1380,Puebla,San Sebastián de Aparicio
1381,Puebla,San Sebastián de Aparicio
1390,Puebla,San Sebastián de Aparicio
1391,Puebla,San Sebastián de Aparicio
1378,Puebla,San Sebastián de Aparicio
1379,Puebla,San Sebastián de Aparicio
1380,Puebla,San Sebastián de Aparicio
1390,Puebla,San Sebastián de Aparicio
1379,Puebla,San Sebastián de Aparicio
1380,Puebla,San Sebastián de Aparicio
1390,Puebla,San Sebastián de Aparicio
1036,Puebla,San Sebastián de Aparicio
1377,Puebla,San Sebastián de Aparicio
1390,Puebla,San Sebastián de Aparicio
2698,Puebla,Santa María Guadalupe Tecola
1603,Puebla,Santo Tomás Chautla
1604,Puebla,Santo Tomás Chautla
1605,Puebla,Santo Tomás Chautla
1606,Puebla,Santo Tomás Chautla
