SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
306,CENTRO,11,39,13,18,8,5,7,266,13,0,1,0,0,381,7,388,486,79.8353,4,12
306,CENTRO,10,33,16,12,7,5,2,249,7,0,0,0,0,341,15,356,486,73.251,4,12
307,CENTRO,19,48,20,10,6,4,0,249,3,2,1,0,0,362,11,374,515,72.6213,4,12
307,CENTRO,19,45,24,13,8,13,0,238,3,3,0,0,0,366,6,373,515,72.4271,4,12
308,CENTRO,11,30,26,14,6,5,5,378,3,2,1,0,0,481,25,506,717,70.5718,4,12
309,CENTRO,7,46,15,9,5,5,7,157,2,2,2,0,0,257,13,272,381,71.391,4,12
309,CENTRO,10,44,14,8,5,2,4,162,9,1,0,0,0,259,12,271,381,71.1286,4,12
310,CENTRO,6,36,12,6,8,6,4,213,4,2,0,0,0,297,15,313,434,72.1198,4,12
310,CENTRO,5,31,8,12,4,3,1,215,3,0,0,0,0,282,16,298,434,68.6635,4,12
311,CENTRO,7,28,13,8,9,4,4,221,4,0,0,0,0,298,17,315,439,71.7539,4,12
311,CENTRO,13,15,21,10,3,3,0,224,4,0,0,1,0,294,10,305,439,69.476,4,12
312,CENTRO,16,40,15,12,12,8,5,307,10,0,0,0,0,426,17,443,637,69.5447,4,8
312,CENTRO,25,47,8,9,4,7,4,296,1,1,0,0,0,404,18,422,637,66.248,4,8
313,CENTRO,20,69,15,19,11,5,4,294,16,0,0,0,0,458,14,473,648,72.9938,4,8
314,CENTRO,10,41,8,21,6,8,3,330,24,0,0,0,0,453,16,470,726,64.7382,4,8
314,CENTRO,11,42,12,9,5,10,4,344,17,0,0,0,0,455,13,469,726,64.6005,4,8
314,CENTRO,7,35,9,8,10,9,4,349,16,1,0,0,0,453,17,472,726,65.0137,4,8
314,CENTRO,10,30,9,11,7,7,2,443,21,0,0,0,0,543,22,566,726,77.9614,4,8
314,CENTRO,4,38,7,23,3,2,4,346,21,1,0,1,0,455,15,471,726,64.876,4,8
315,CENTRO,7,56,22,12,9,6,5,349,14,0,0,0,0,480,10,490,744,65.8602,4,8
315,CENTRO,10,42,14,10,6,5,14,355,22,1,0,0,0,485,33,518,744,69.6236,4,8
316,CENTRO,3,22,21,9,10,7,2,241,35,1,0,1,1,354,15,369,521,70.8253,4,8
316,CENTRO,5,31,18,7,5,7,4,235,35,2,0,0,0,351,16,368,520,70.7692,4,8
317,CENTRO,6,25,8,9,2,2,1,161,4,0,0,0,0,223,15,238,426,55.8685,4,6
317,CENTRO,1,10,6,26,6,2,3,285,3,1,0,0,0,362,16,378,426,88.7323,4,6
318,CENTRO,3,29,8,19,9,4,3,251,6,0,0,0,0,342,11,353,471,74.9469,4,6
319,CENTRO,9,25,14,11,2,4,2,211,4,0,0,0,0,282,8,290,437,66.3615,4,12
319,CENTRO,5,31,8,14,5,2,1,220,6,0,0,0,0,292,12,305,436,69.9541,4,12
320,CENTRO,16,39,20,17,3,8,8,405,1,3,0,0,0,520,20,540,741,72.8744,4,12
320,CENTRO,10,29,25,14,7,12,7,380,4,2,0,0,1,491,17,509,740,68.7837,4,12
321,CENTRO,10,38,14,8,9,3,5,193,3,0,0,0,0,283,8,292,420,69.5238,4,12
321,CENTRO,14,34,21,5,5,5,1,201,1,3,0,1,0,291,6,298,419,71.1217,4,12
322,CENTRO,11,65,11,13,6,7,3,285,13,0,0,0,0,414,13,429,612,70.098,4,12
323,CENTRO,7,39,16,9,5,14,2,199,3,0,0,0,1,295,21,316,476,66.3865,4,12
323,CENTRO,12,40,12,13,5,3,6,210,4,0,0,0,0,305,15,321,476,67.4369,4,12
324,CENTRO,6,42,7,25,11,5,4,220,3,0,0,0,0,342,12,354,520,68.0769,4,6
324,CENTRO,2,40,9,33,2,5,2,219,6,0,0,0,0,345,14,359,519,69.1714,4,6
325,CENTRO,3,27,9,12,11,4,3,212,2,0,0,0,0,292,8,300,412,72.8155,4,6
325,CENTRO,2,32,6,17,6,4,5,203,5,2,1,0,0,293,10,303,412,73.5436,4,6
326,CENTRO,21,31,7,12,3,7,11,209,9,0,1,0,0,313,21,334,527,63.3776,4,8
326,CENTRO,19,29,10,16,4,12,11,199,17,0,1,0,0,320,13,336,438,76.7123,4,8
327,CENTRO,4,17,10,8,9,8,3,285,20,0,0,0,0,367,7,374,559,66.9051,4,8
327,CENTRO,3,24,8,6,4,7,2,306,15,0,0,0,0,381,10,391,558,70.0716,4,8
328,CENTRO,10,30,13,7,5,5,2,225,47,1,0,0,0,347,14,361,644,56.0559,4,8
328,CENTRO,10,36,16,8,10,11,2,345,40,0,0,0,0,484,16,501,644,77.795,4,8
329,CENTRO,11,26,8,23,7,5,3,257,7,2,0,1,1,366,18,384,524,73.2824,4,6
329,CENTRO,10,29,27,18,6,21,3,243,6,0,0,0,0,373,8,381,523,72.8489,4,6
330,CENTRO,6,30,8,21,2,7,3,260,12,0,0,0,0,359,11,370,499,74.1482,4,6
330,CENTRO,4,24,21,24,7,10,1,229,3,1,0,0,0,338,11,349,499,69.9398,4,6
331,CENTRO,14,53,19,26,10,6,5,335,6,0,0,0,0,508,17,525,725,72.4137,4,6
332,CENTRO,7,41,10,18,5,12,2,299,2,1,0,0,0,419,14,433,589,73.5144,4,6
332,CENTRO,7,52,7,28,9,8,6,263,1,0,1,0,0,399,14,414,588,70.4081,4,6
333,CENTRO,6,31,12,9,2,3,1,190,6,1,0,0,0,261,16,277,410,67.5609,4,12
333,CENTRO,11,30,11,5,3,4,3,194,0,2,1,6,0,270,11,281,409,68.7041,4,12
334,CENTRO,5,40,29,13,5,14,0,351,6,0,0,0,0,463,16,479,717,66.8061,4,12
334,CENTRO,8,57,26,8,6,13,3,347,10,2,0,0,0,480,21,503,717,70.1534,4,12
335,CENTRO,7,37,6,26,4,4,1,195,8,2,0,0,0,317,10,328,419,78.2816,4,6
335,CENTRO,2,24,7,22,4,4,7,202,6,5,1,0,0,299,10,309,418,73.9234,4,6
336,CENTRO,4,53,16,37,5,5,4,311,6,0,0,0,0,474,11,487,651,74.8079,4,6
337,CENTRO,3,21,12,22,8,7,2,254,4,0,0,0,0,352,18,370,543,68.1399,4,6
337,CENTRO,1,10,6,26,6,2,3,285,3,1,0,0,0,362,16,378,543,69.6132,4,6
338,CENTRO,5,36,13,32,7,4,7,224,7,0,0,0,0,353,9,362,486,74.4855,4,6
338,CENTRO,3,45,11,28,7,1,10,222,4,0,0,0,0,351,15,366,485,75.4639,4,6
339,CENTRO,3,54,9,28,9,2,4,220,8,0,0,0,0,360,11,373,469,79.5309,4,6
340,CENTRO,9,45,10,29,4,4,7,270,9,0,0,0,0,404,13,418,573,72.9493,4,6
340,CENTRO,12,29,14,41,5,7,7,261,5,1,0,0,0,393,16,409,572,71.5034,4,6
341,CENTRO,10,22,4,26,3,2,4,182,2,1,0,0,0,264,6,270,389,69.4087,4,6
341,CENTRO,3,41,16,0,5,4,3,195,4,1,0,0,0,276,0,278,389,71.4652,4,6
341,CENTRO,1,4,4,5,0,2,5,88,2,0,0,0,0,116,0,117,,,4,6
341,CENTRO,1,3,0,4,0,2,5,76,1,,,,,92,1,93,,,4,6
341,CENTRO,1,9,2,3,1,2,2,104,2,0,0,0,0,128,9,137,,,4,6
341,CENTRO,1,9,2,3,1,2,2,104,2,,,,,126,9,135,,,4,6
342,CENTRO,4,30,11,9,5,1,4,224,11,3,0,0,0,305,12,317,469,67.5906,4,8
342,CENTRO,14,49,14,6,3,5,5,241,6,0,0,0,0,346,5,351,468,75,4,8
343,CENTRO,7,31,12,12,0,10,2,297,21,2,0,0,0,397,26,423,566,74.7349,4,8
343,CENTRO,8,29,11,9,5,4,4,290,13,1,0,0,0,375,16,391,566,69.0812,4,8
344,CENTRO,9,31,4,5,7,12,3,342,31,0,0,0,0,445,20,466,680,68.5294,4,8
344,CENTRO,6,31,18,8,3,7,7,327,37,1,0,1,0,446,23,469,680,68.9705,4,8
345,CENTRO,6,52,8,12,4,12,5,337,14,0,0,0,0,452,12,465,659,70.5614,4,8
345,CENTRO,2,42,7,10,7,7,5,339,13,0,2,0,1,437,9,447,659,67.83,4,8
345,CENTRO,10,39,14,1,3,15,5,317,9,0,0,0,0,416,15,431,658,65.5015,4,8
346,CENTRO,9,39,24,15,6,11,3,329,13,1,0,0,0,453,18,471,617,76.3371,4,8
346,CENTRO,4,44,15,10,6,6,3,254,10,0,0,0,0,352,17,369,617,59.8055,4,8
347,CENTRO,7,26,6,2,4,4,0,267,13,0,0,0,0,336,9,346,493,70.1825,4,8
347,CENTRO,0,24,11,3,6,9,0,276,17,0,1,0,0,350,11,361,492,73.3739,4,8
348,CENTRO,1,25,5,7,2,2,1,276,12,0,0,0,0,334,12,346,487,71.0472,4,8
348,CENTRO,10,33,10,12,5,6,1,250,0,0,0,0,0,331,10,341,487,70.0205,4,8
349,CENTRO,5,30,6,3,3,3,6,237,12,0,0,0,0,305,12,317,453,69.9779,4,8
349,CENTRO,4,25,7,9,2,4,0,266,13,1,0,0,0,335,14,349,453,77.0419,4,8
350,CENTRO,15,39,5,43,9,6,8,327,3,0,0,0,0,476,28,504,678,74.3362,4,6
350,CENTRO,19,42,11,41,10,8,5,316,9,0,0,0,0,479,26,505,678,74.4837,4,6
351,CENTRO,9,29,4,19,7,1,4,176,5,0,1,0,0,264,19,283,406,69.7044,4,6
351,CENTRO,11,32,4,19,5,6,4,189,2,1,0,0,0,280,13,293,406,72.1674,4,6
352,CENTRO,14,37,6,36,8,5,4,214,2,0,0,0,0,347,12,360,501,71.8562,4,6
352,CENTRO,19,39,6,38,7,8,5,187,8,0,0,0,0,353,20,373,500,74.6,4,6
353,CENTRO,6,21,8,21,5,2,4,237,6,1,0,0,0,317,16,333,486,68.5185,4,6
353,CENTRO,5,34,15,22,11,4,4,222,4,2,1,0,0,334,14,348,486,71.6049,4,6
354,CENTRO,7,39,12,39,5,4,7,228,3,1,0,0,0,372,16,388,538,72.1189,4,6
354,CENTRO,14,50,16,38,10,8,5,222,4,0,0,0,0,395,6,401,538,74.5353,4,6
355,CENTRO,5,35,15,20,5,4,1,281,3,1,0,0,0,385,13,398,524,75.9541,4,6
355,CENTRO,7,29,13,14,5,11,0,256,5,1,0,0,0,355,24,379,523,72.4665,4,6
356,CENTRO,4,22,18,20,6,3,4,325,4,0,1,0,2,422,15,438,621,70.5314,4,6
356,CENTRO,4,21,14,18,9,4,2,285,3,1,0,0,0,376,17,393,621,63.285,4,6
356,CENTRO,4,15,20,21,4,10,4,282,6,0,0,0,1,374,13,388,621,62.4798,4,6
357,CENTRO,12,43,20,13,11,8,3,300,7,2,0,0,0,419,19,438,587,74.6166,4,12
357,CENTRO,12,32,14,12,5,7,5,315,5,3,0,0,0,410,17,427,587,72.7427,4,12
358,CENTRO,16,46,29,15,5,11,3,306,2,0,0,0,1,434,13,447,604,74.0066,4,12
358,CENTRO,14,38,21,14,6,10,3,298,4,0,2,0,4,414,16,430,604,71.192,4,12
358,CENTRO,14,37,20,10,6,9,5,297,4,3,1,0,0,406,16,422,603,69.9834,4,12
359,CENTRO,3,19,19,12,9,8,4,318,11,0,0,0,0,436,15,451,667,67.6161,4,6
359,CENTRO,7,25,20,40,5,17,2,308,6,1,0,0,0,444,19,463,667,69.4152,4,6
359,CENTRO,8,19,20,51,7,16,1,280,15,0,1,0,0,428,15,444,666,66.6666,4,6
360,CENTRO,13,21,26,24,6,4,4,300,8,3,2,0,0,429,17,446,680,65.5882,4,6
360,CENTRO,9,20,31,16,5,5,8,277,7,3,0,0,2,394,18,412,680,60.5882,4,6
360,CENTRO,14,20,38,26,1,10,7,289,5,0,0,0,0,410,0,410,679,60.3829,4,6
361,CENTRO,15,40,20,30,13,8,5,340,1,0,0,0,0,472,26,498,722,68.975,4,12
361,CENTRO,11,32,25,24,12,22,3,328,1,0,0,0,0,458,0,458,722,63.4349,4,12
361,CENTRO,13,38,25,16,7,12,4,321,6,1,0,0,0,443,23,466,721,64.6324,4,12
362,CENTRO,15,34,32,11,8,5,4,344,7,52,47,10,37,606,11,617,667,92.5037,4,12
362,CENTRO,13,48,27,12,7,19,3,348,7,1,1,1,1,488,10,498,666,74.7747,4,12
363,CENTRO,6,39,16,22,3,5,6,261,9,0,0,0,0,382,15,399,522,76.4367,4,6
363,CENTRO,9,28,9,23,9,2,7,276,8,1,0,0,0,391,5,396,522,75.862,4,6
364,CENTRO,8,40,19,27,7,8,4,233,6,0,0,0,0,365,14,379,523,72.4665,4,6
364,CENTRO,9,37,16,18,2,7,3,264,2,0,0,0,0,371,9,380,522,72.7969,4,6
365,CENTRO,2,15,16,25,7,9,4,248,6,0,0,0,0,341,12,353,503,70.1789,4,6
365,CENTRO,8,23,14,17,5,8,4,253,6,0,0,0,0,348,23,371,503,73.7574,4,6
366,CENTRO,6,24,14,9,8,12,3,209,4,1,0,1,0,297,12,309,401,77.0573,4,8
366,CENTRO,10,45,8,7,2,9,1,204,7,2,0,0,0,295,15,310,400,77.5,4,8
367,CENTRO,0,27,6,10,3,2,7,279,45,1,0,0,0,383,0,383,526,72.8136,4,8
367,CENTRO,8,50,8,10,4,2,4,255,40,0,0,0,0,386,20,406,525,77.3333,4,8
368,CENTRO,8,57,11,11,6,12,6,362,17,4,0,0,0,494,22,516,663,77.828,4,8
368,CENTRO,21,42,20,19,6,9,9,348,21,0,0,0,0,496,11,507,663,76.4705,4,8
369,CENTRO,13,51,15,12,15,10,9,372,15,0,0,0,0,512,10,522,675,77.3333,4,8
369,CENTRO,13,58,17,15,7,11,3,365,11,3,1,0,0,505,15,521,675,77.1851,4,8
370,CENTRO,9,59,16,14,10,10,4,417,15,1,0,0,0,556,9,565,742,76.1455,4,8
371,CENTRO,4,41,8,19,9,12,3,359,10,1,0,0,0,466,15,481,660,72.8787,4,8
371,CENTRO,11,30,13,14,6,0,9,345,12,0,0,7,0,451,9,460,660,69.6969,4,8
372,CENTRO,9,33,23,20,5,14,8,305,25,1,0,1,0,448,15,465,706,65.864,6,8
372,CENTRO,10,28,18,21,8,7,0,342,22,0,1,0,0,458,18,476,706,67.422,6,8
372,CENTRO,3,28,20,20,5,10,2,314,15,0,1,0,0,420,28,448,706,63.456,6,8
372,CENTRO,10,36,17,21,9,10,9,318,16,0,0,0,0,447,19,467,706,66.1473,6,8
372,CENTRO,7,24,19,25,9,6,6,303,20,1,0,0,0,425,22,447,706,63.3144,6,8
372,CENTRO,5,38,21,21,3,16,1,298,11,1,0,0,1,419,21,440,706,62.3229,6,8
372,CENTRO,14,35,19,10,6,8,3,292,25,0,3,0,0,416,20,436,705,61.8439,6,8
372,CENTRO,6,36,20,12,10,3,4,330,22,0,0,0,0,443,15,459,705,65.1063,6,8
372,CENTRO,8,34,18,19,6,9,3,294,16,0,1,0,0,412,22,434,705,61.5602,6,8
372,CENTRO,12,52,19,26,10,9,7,284,12,0,0,0,0,437,29,466,705,66.0992,6,8
372,CENTRO,10,35,21,27,7,7,1,331,11,1,0,0,0,454,10,464,705,65.8156,6,8
373,CENTRO,2,40,13,10,2,6,8,327,7,0,0,0,0,418,19,437,640,68.2812,4,8
373,CENTRO,7,40,10,6,7,6,4,325,6,0,1,0,0,415,11,426,639,66.6666,4,8
374,CENTRO,5,29,15,9,4,3,6,274,11,0,0,0,0,357,16,373,529,70.5103,4,8
374,CENTRO,4,32,7,6,5,2,6,271,10,0,0,0,0,350,16,366,529,69.1871,4,8
375,CENTRO,8,26,18,9,2,7,6,285,15,1,0,0,0,379,2,381,525,72.5714,4,8
375,CENTRO,5,37,21,11,6,5,6,294,8,1,0,0,0,397,19,416,525,79.238,4,8
376,CENTRO,14,32,32,17,17,13,4,270,8,0,0,0,0,408,15,423,563,75.1332,4,8
376,CENTRO,11,32,17,7,10,10,6,262,9,1,1,1,1,372,19,393,562,69.9288,4,8
377,CENTRO,13,41,9,29,5,4,3,242,1,0,0,0,0,375,11,386,522,73.9463,4,6
377,CENTRO,13,93,12,24,5,6,7,240,4,0,0,0,0,411,12,423,521,81.19,4,6
378,CENTRO,10,65,14,53,8,7,9,274,11,0,0,0,0,477,30,507,719,70.5146,4,6
379,CENTRO,7,26,16,22,7,9,1,254,5,1,0,0,1,365,19,384,554,69.314,4,6
379,CENTRO,5,19,21,21,6,6,6,272,3,0,0,0,0,370,9,379,554,68.4115,4,6
380,CENTRO,6,31,13,25,8,5,2,196,7,0,0,0,0,309,11,320,434,73.7327,4,6
380,CENTRO,8,36,9,18,2,4,6,230,3,2,0,0,0,328,16,344,434,79.2626,4,6
381,CENTRO,7,23,10,20,9,2,1,244,7,0,0,0,0,325,17,342,548,62.4087,4,6
381,CENTRO,8,36,9,18,2,4,6,230,3,2,0,0,0,328,16,344,548,62.7737,4,6
382,CENTRO,8,35,27,0,4,5,2,355,4,2,0,0,0,442,12,464,676,68.639,4,6
382,CENTRO,7,31,21,23,10,7,3,315,5,0,0,0,1,430,13,443,675,65.6296,4,6
382,CENTRO,5,28,15,23,4,9,4,353,5,2,0,0,0,459,17,476,675,70.5185,4,6
383,CENTRO,8,34,16,26,7,10,5,281,3,1,0,0,0,394,12,407,605,67.2727,4,6
383,CENTRO,6,27,18,21,6,7,3,300,18,0,0,0,0,411,0,412,604,68.2119,4,6
383,CENTRO,6,21,17,23,4,0,7,301,7,0,0,0,0,393,18,411,604,68.0463,4,6
383,CENTRO,5,12,19,25,5,5,3,293,9,0,0,0,0,383,13,396,604,65.5629,4,6
384,CENTRO,10,16,24,21,6,6,6,297,3,2,0,1,0,396,10,406,611,66.4484,4,6
384,CENTRO,10,25,21,26,11,10,1,299,6,1,0,0,0,419,15,434,611,71.031,4,6
384,CENTRO,3,17,25,28,7,12,1,288,2,2,1,0,0,391,14,406,611,66.4484,4,6
385,CENTRO,2,32,17,27,7,5,2,213,2,2,1,0,0,314,13,327,469,69.7228,4,6
385,CENTRO,4,30,8,40,6,4,5,228,3,0,0,0,0,330,15,345,468,73.7179,4,6
385,CENTRO,1,11,4,3,3,0,0,96,3,0,0,0,0,123,5,129,,,4,6
385,CENTRO,1,11,4,3,0,0,0,95,3,,,,,117,10,128,,,4,6
386,CENTRO,14,20,22,14,5,9,1,239,4,0,0,0,0,341,10,351,481,72.9729,4,6
386,CENTRO,6,22,22,14,5,9,3,217,4,0,0,0,0,318,11,330,481,68.607,4,6
387,CENTRO,11,52,25,18,3,2,5,238,4,2,0,0,0,377,17,396,549,72.1311,4,6
387,CENTRO,9,38,13,29,6,13,3,236,2,1,0,0,0,371,9,380,549,69.2167,4,6
388,CENTRO,13,52,19,47,6,6,3,304,2,1,0,0,9,487,19,506,702,72.0797,4,6
388,CENTRO,10,43,17,61,5,6,3,299,6,1,0,1,0,478,21,500,702,71.225,4,6
389,CENTRO,21,71,21,64,7,7,10,274,6,1,0,0,0,517,22,541,728,74.3131,4,6
390,CENTRO,6,76,15,33,8,12,1,299,9,1,1,0,0,491,20,511,690,74.0579,6,6
391,CENTRO,16,25,13,27,13,7,2,310,6,1,0,1,0,445,25,470,697,67.4318,6,6
391,CENTRO,16,25,13,27,13,7,2,310,6,1,0,1,0,445,25,470,696,67.5287,6,6
392,CENTRO,10,43,7,10,11,6,3,315,7,0,1,0,0,417,10,429,600,71.5,6,8
392,CENTRO,10,28,6,7,5,7,6,285,8,0,0,0,0,362,0,362,599,60.434,6,8
392,CENTRO,0,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5,,,6,8
392,CENTRO,0,3,5,1,8,2,1,140,4,,,,,164,7,171,,,6,8
393,CENTRO,10,25,17,9,11,6,3,306,18,0,0,0,0,409,6,415,600,69.1666,6,8
393,CENTRO,4,22,13,12,14,15,3,291,8,0,0,0,0,382,9,391,600,65.1666,6,8
393,CENTRO,8,25,15,11,7,7,7,285,10,1,0,0,0,383,19,402,599,67.1118,6,8
394,CENTRO,4,23,21,13,6,7,7,278,8,0,0,0,1,370,18,388,561,69.1622,4,8
394,CENTRO,4,35,24,7,14,9,5,256,9,1,0,0,0,365,9,375,560,66.9642,4,8
395,CENTRO,6,18,18,10,4,7,3,303,12,1,0,0,1,384,15,399,543,73.4806,4,8
395,CENTRO,3,22,9,7,2,6,3,288,9,1,0,0,1,353,19,373,543,68.6924,4,8
396,CENTRO,4,16,9,8,7,10,5,256,21,0,0,0,0,337,14,351,496,70.7661,4,8
396,CENTRO,1,15,8,8,6,5,4,260,13,0,0,0,0,321,20,342,496,68.9516,4,8
397,CENTRO,8,28,9,12,8,11,2,263,12,0,0,0,0,358,15,373,558,66.8458,6,8
397,CENTRO,6,30,8,16,10,6,3,273,21,0,0,0,0,375,11,386,558,69.1756,6,8
397,CENTRO,5,27,11,11,4,8,2,286,10,1,0,0,0,367,7,376,557,67.5044,6,8
398,CENTRO,12,47,10,5,10,3,3,331,2,0,0,0,0,429,22,451,644,70.031,6,7
398,CENTRO,7,63,5,8,7,4,6,331,4,0,1,0,0,450,15,465,644,72.2049,6,7
398,CENTRO,9,30,13,7,11,5,5,343,8,0,0,0,0,439,22,461,643,71.6951,6,7
398,CENTRO,10,31,18,11,7,5,4,317,5,0,2,0,1,415,13,428,643,66.5629,6,7
398,CENTRO,9,45,11,8,7,10,6,317,3,1,0,0,0,429,14,443,643,68.8958,6,7
398,CENTRO,7,50,5,11,6,8,4,305,5,0,0,0,0,410,17,427,643,66.4074,6,7
398,CENTRO,9,42,3,13,8,5,1,327,9,0,0,1,0,427,14,441,643,68.5847,6,7
399,CENTRO,9,48,10,28,6,8,6,269,61,0,0,0,0,448,21,469,654,71.7125,6,8
399,CENTRO,6,38,11,17,7,11,7,260,63,0,0,0,1,423,22,445,654,68.0428,6,8
400,CENTRO,1,43,11,10,4,11,6,307,11,0,0,0,0,405,11,416,641,64.8985,6,8
400,CENTRO,5,41,12,11,6,8,4,308,8,1,0,0,0,406,18,424,640,66.25,6,8
401,CENTRO,13,33,10,40,9,8,4,341,7,1,0,0,0,493,17,510,677,75.3323,6,6
401,CENTRO,14,49,10,43,1,10,2,298,2,0,0,0,0,443,12,455,676,67.3076,6,6
401,CENTRO,10,53,7,39,9,10,4,305,6,1,0,0,0,463,20,483,676,71.4497,6,6
401,CENTRO,12,37,9,30,7,11,5,330,10,1,1,0,0,479,15,494,676,73.0769,6,6
402,CENTRO,16,40,15,26,7,7,7,235,7,2,0,0,0,388,14,403,523,77.0554,4,6
402,CENTRO,9,45,12,37,6,6,4,258,7,1,0,0,0,415,13,428,522,81.9923,4,6
403,CENTRO,10,30,13,26,6,7,2,257,5,0,0,0,0,374,18,392,613,63.9477,4,6
403,CENTRO,12,37,17,18,4,6,1,272,9,0,0,0,0,400,20,420,612,68.6274,4,6
404,CENTRO,8,39,12,35,9,11,3,269,3,0,0,0,0,410,10,420,564,74.468,4,6
404,CENTRO,8,37,16,15,6,7,3,259,8,2,0,0,0,381,12,393,563,69.8046,4,6
404,CENTRO,11,36,24,27,11,6,9,263,3,0,0,0,2,405,9,415,563,73.7122,4,6
404,CENTRO,14,35,14,23,5,9,6,272,5,0,2,0,0,399,11,410,563,72.8241,4,6
405,CENTRO,14,18,29,25,10,8,3,354,3,4,1,0,1,470,18,488,746,65.4155,4,12
405,CENTRO,8,28,17,15,5,7,4,333,5,3,0,0,0,425,16,441,746,59.1152,4,12
405,CENTRO,2,27,26,27,7,18,2,390,8,2,0,0,0,509,26,536,746,71.8498,4,12
405,CENTRO,9,32,30,24,11,9,5,322,3,1,0,0,2,448,17,465,745,62.4161,4,12
405,CENTRO,10,34,22,19,15,14,2,327,4,1,0,0,0,448,8,456,745,61.208,4,12
405,CENTRO,8,30,21,29,10,15,3,353,6,0,0,0,0,475,13,488,745,65.5033,4,12
405,CENTRO,10,29,25,24,4,10,2,313,4,2,0,0,1,424,13,437,745,58.6577,4,12
405,CENTRO,17,31,39,17,4,9,2,338,2,2,0,0,0,461,15,476,745,63.8926,4,12
405,CENTRO,11,20,23,9,9,15,4,349,5,1,0,0,0,446,21,467,745,62.6845,4,12
406,CENTRO,10,29,19,20,8,17,5,286,4,0,1,0,0,409,18,428,617,69.3679,6,6
406,CENTRO,8,19,14,24,6,6,4,272,6,1,0,0,0,374,17,392,617,63.5332,6,6
407,CENTRO,3,28,25,17,2,5,2,326,8,2,0,0,1,435,18,455,677,67.2082,6,6
407,CENTRO,7,50,29,29,7,7,4,308,4,3,1,0,1,460,17,477,676,70.5621,6,6
408,CENTRO,9,35,8,19,6,3,3,388,11,0,0,0,0,497,24,521,727,71.6643,6,6
408,CENTRO,15,51,14,16,5,15,4,335,10,0,0,0,1,479,19,498,726,68.595,6,6
409,CENTRO,13,23,18,11,8,10,1,341,16,1,0,0,0,444,15,460,649,70.8782,6,8
409,CENTRO,4,32,6,18,12,10,4,309,16,1,0,0,0,413,14,427,649,65.7935,6,8
410,CENTRO,3,58,10,6,11,10,5,295,2,0,0,1,0,407,14,421,706,59.6317,6,7
410,CENTRO,11,49,4,5,13,6,2,304,4,0,0,0,0,401,21,422,706,59.7733,6,7
410,CENTRO,11,42,6,12,8,5,2,311,3,0,2,0,0,405,22,427,706,60.4815,6,7
410,CENTRO,10,45,9,5,5,11,2,301,4,0,0,0,0,399,22,422,705,59.8581,6,7
411,CENTRO,6,20,11,4,3,1,5,246,3,3,0,0,0,312,11,323,515,62.7184,6,6
411,CENTRO,6,22,11,24,2,9,5,240,3,3,0,0,0,335,11,346,515,67.1844,6,6
411,CENTRO,10,20,25,15,5,9,0,250,2,2,0,0,0,349,15,364,515,70.6796,6,6
412,CENTRO,8,24,14,16,8,9,7,293,5,0,0,0,0,393,15,408,610,66.8852,6,6
412,CENTRO,3,38,15,18,5,7,6,274,1,1,1,0,0,385,13,398,610,65.2459,6,6
413,CENTRO,6,19,21,20,9,9,7,300,4,1,0,0,1,410,10,420,622,67.5241,6,6
413,CENTRO,5,19,11,17,4,1,2,305,4,0,0,0,0,381,14,395,622,63.5048,6,6
414,CENTRO,4,26,18,14,8,17,3,323,7,0,0,0,1,436,19,455,659,69.044,6,6
414,CENTRO,4,33,13,19,7,11,3,316,15,0,0,0,0,441,15,456,658,69.3009,6,6
415,CENTRO,25,33,20,45,5,16,3,302,9,1,0,0,0,497,19,516,732,70.4918,6,6
415,CENTRO,18,48,26,35,7,11,13,263,2,0,0,1,0,473,16,489,732,66.8032,6,6
415,CENTRO,14,51,15,30,9,16,7,278,11,0,0,0,0,482,12,494,732,67.4863,6,6
415,CENTRO,16,40,17,42,8,16,3,300,3,1,0,0,0,479,9,488,732,66.6666,6,6
415,CENTRO,18,47,18,39,5,8,4,295,9,0,0,0,0,485,18,503,731,68.8098,6,6
415,CENTRO,14,33,12,41,7,17,8,308,8,0,0,0,0,486,22,508,731,69.4938,6,6
416,CENTRO,20,54,14,40,7,7,8,307,5,2,0,0,0,504,6,510,745,68.4563,6,6
416,CENTRO,12,48,17,42,7,15,6,376,7,0,0,0,0,555,0,555,745,74.4966,6,6
416,CENTRO,7,40,17,32,7,18,5,321,13,0,1,0,0,501,9,510,745,68.4563,6,6
416,CENTRO,12,39,15,36,9,12,10,317,4,0,0,0,0,499,23,523,745,70.2013,6,6
416,CENTRO,20,51,10,38,3,15,6,321,6,1,1,0,0,505,17,522,745,70.0671,6,6
416,CENTRO,15,47,15,31,9,11,4,323,5,2,0,0,0,511,12,523,745,70.2013,6,6
416,CENTRO,23,33,25,35,7,12,5,315,7,1,1,0,0,500,9,509,745,68.3221,6,6
416,CENTRO,12,50,12,31,5,10,2,319,3,1,0,0,0,493,18,512,745,68.7248,6,6
