SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,PES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,DISTRITO F,DISTRITO L
417,CENTRO,8,41,7,15,3,5,6,202,6,0,0,0,1,349,9,358,493,72.6166,6,6
417,CENTRO,9,23,9,21,4,4,8,202,5,0,0,0,0,342,5,348,492,70.7317,6,6
418,CENTRO,21,36,15,30,8,11,5,368,7,2,0,0,0,534,16,550,744,73.9247,6,6
418,CENTRO,22,38,9,28,4,9,1,360,9,0,0,0,0,505,15,520,743,69.9865,6,6
418,CENTRO,20,33,15,21,13,11,4,385,11,1,0,0,0,548,22,570,743,76.716,6,6
418,CENTRO,19,38,13,39,9,10,7,361,7,0,0,0,0,536,21,557,743,74.9663,6,6
419,CENTRO,1,21,29,6,3,10,4,259,20,0,0,0,1,354,14,368,497,74.0442,4,10
420,CENTRO,2,18,27,25,15,11,2,289,38,0,1,0,0,428,16,444,568,78.169,4,10
420,CENTRO,2,11,32,21,19,18,4,268,42,0,1,0,0,418,18,436,568,76.7605,4,10
420,CENTRO,6,14,29,25,10,12,4,290,30,0,0,2,0,422,19,443,568,77.9929,4,10
421,CENTRO,2,3,13,31,14,7,3,353,59,2,0,0,0,487,13,500,605,82.6446,4,10
421,CENTRO,5,10,22,20,13,13,1,343,56,0,0,0,0,483,13,496,605,81.9834,4,10
421,CENTRO,4,7,17,21,11,9,1,323,85,0,1,0,0,479,23,502,605,82.9752,4,10
421,CENTRO,10,6,21,14,4,10,1,337,80,0,0,0,0,483,14,497,604,82.2847,4,10
422,CENTRO,2,17,25,30,12,10,3,358,63,1,0,0,0,521,14,535,656,81.5548,4,10
422,CENTRO,4,16,29,37,12,8,3,345,77,2,0,0,0,533,15,548,656,83.5365,4,10
422,CENTRO,6,11,33,28,13,2,1,344,64,2,1,1,0,506,24,530,655,80.916,4,10
422,CENTRO,9,23,36,19,12,7,3,366,68,0,0,0,0,543,7,550,655,83.9694,4,10
423,CENTRO,3,15,13,48,1,7,3,330,61,2,0,0,0,483,17,500,605,82.6446,4,10
423,CENTRO,2,24,12,31,8,7,1,346,56,0,0,0,0,487,14,501,604,82.947,4,10
423,CENTRO,3,29,29,39,8,9,2,306,53,0,0,0,0,478,20,498,604,82.4503,4,10
423,CENTRO,5,12,19,46,10,4,2,341,39,1,0,0,1,480,17,497,604,82.2847,4,10
423,CENTRO,4,21,29,30,9,4,2,341,46,2,0,0,0,488,13,501,604,82.947,4,10
424,CENTRO,5,7,6,8,3,5,0,46,3,0,0,0,0,83,3,86,105,81.9047,4,10
425,CENTRO,7,67,18,23,6,10,4,386,16,2,0,0,0,539,11,550,721,76.2829,4,10
425,CENTRO,2,56,20,24,5,9,2,387,18,1,0,0,0,524,13,537,721,74.4798,4,10
425,CENTRO,12,42,29,24,6,7,2,385,21,0,0,0,0,528,22,551,721,76.4216,4,10
426,CENTRO,3,37,16,14,7,23,0,438,16,1,1,0,0,556,8,564,700,80.5714,4,10
426,CENTRO,6,17,54,1,8,8,2,433,7,0,0,0,0,536,5,541,700,77.2857,4,10
426,CENTRO,4,43,12,13,6,13,2,443,14,0,0,0,0,550,10,560,699,80.1144,4,10
427,CENTRO,3,18,29,7,5,6,19,324,4,1,0,0,0,416,14,431,562,76.6903,4,10
427,CENTRO,4,13,26,5,6,8,18,308,7,5,0,0,0,400,11,411,561,73.262,4,10
427,CENTRO,2,7,37,9,8,6,21,317,5,1,0,0,0,413,16,429,561,76.4705,4,10
428,CENTRO,0,17,17,5,5,6,31,336,2,0,0,0,0,419,11,430,527,81.5939,4,10
428,CENTRO,5,11,20,8,2,9,24,293,9,1,0,0,0,382,8,390,526,74.1444,4,10
428,CENTRO,6,21,23,4,3,6,20,306,6,0,1,0,0,396,13,409,526,77.7566,4,10
429,CENTRO,15,23,27,13,6,13,32,359,11,0,1,0,1,501,12,513,662,77.4924,4,10
429,CENTRO,2,28,26,8,3,8,19,374,14,2,0,0,0,484,14,498,662,75.2265,4,10
429,CENTRO,11,16,17,2,9,4,27,344,6,4,6,0,0,446,21,467,661,70.6505,4,10
430,CENTRO,5,10,19,6,5,7,12,328,7,1,0,0,0,400,17,417,642,64.9532,4,10
430,CENTRO,4,17,33,3,6,8,9,328,10,0,0,0,0,418,15,433,642,67.4454,4,10
430,CENTRO,0,12,35,4,10,10,8,324,4,1,0,0,0,408,17,425,642,66.1993,4,10
430,CENTRO,6,12,28,12,17,7,5,308,13,2,0,0,1,411,24,436,642,67.9127,4,10
430,CENTRO,2,12,26,4,10,3,7,339,2,3,0,0,0,408,9,417,642,64.9532,4,10
430,CENTRO,3,12,17,9,3,9,1,333,3,0,0,0,0,390,13,403,641,62.8705,4,10
431,CENTRO,2,19,19,16,12,11,5,347,3,2,0,0,0,436,18,454,655,69.3129,4,10
431,CENTRO,3,25,27,15,11,6,6,324,4,3,0,0,0,424,21,445,655,67.9389,4,10
431,CENTRO,8,6,31,23,10,13,8,323,4,0,0,0,0,426,15,441,655,67.3282,4,10
432,CENTRO,5,14,31,18,15,7,10,388,4,0,0,0,0,492,19,512,734,69.7547,4,10
432,CENTRO,4,12,25,18,6,10,6,355,7,0,0,0,0,443,22,487,734,66.3487,4,10
432,CENTRO,8,7,12,5,9,10,0,191,7,0,0,0,0,249,3,252,,,4,10
432,CENTRO,8,7,12,5,9,10,0,191,7,,,,,249,3,253,,,4,10
433,CENTRO,3,13,25,17,10,15,14,342,7,0,0,0,0,446,9,455,638,71.3166,4,10
433,CENTRO,3,11,27,15,7,11,16,391,8,0,0,0,0,489,17,506,638,79.3103,4,10
433,CENTRO,5,14,27,14,13,15,16,336,8,0,1,0,0,449,18,467,638,73.1974,4,10
434,CENTRO,7,31,28,12,22,15,4,329,6,3,1,0,0,458,16,474,623,76.0834,4,10
434,CENTRO,7,26,25,9,23,11,5,303,10,0,0,0,0,419,30,449,622,72.1864,4,10
435,CENTRO,6,17,29,13,12,10,4,330,6,0,0,0,0,427,15,442,683,64.7144,4,10
435,CENTRO,8,17,33,15,7,7,8,336,9,1,0,0,0,441,10,451,683,66.0322,4,10
435,CENTRO,10,17,24,8,12,13,17,332,5,1,0,0,0,439,11,450,683,65.8857,4,10
435,CENTRO,9,11,33,9,7,12,5,312,6,7,0,0,0,411,25,436,683,63.836,4,10
435,CENTRO,2,14,24,8,8,15,5,347,3,0,1,0,1,428,15,443,683,64.8609,4,10
435,CENTRO,10,16,23,8,12,13,14,330,4,0,0,0,0,430,13,443,683,64.8609,4,10
435,CENTRO,13,14,26,10,14,7,7,324,7,2,0,0,0,424,19,443,683,64.8609,4,10
435,CENTRO,6,14,27,9,9,13,8,332,5,2,0,0,0,425,10,435,683,63.6896,4,10
436,CENTRO,4,11,18,18,12,8,2,327,38,0,0,0,0,438,25,464,627,74.0031,4,10
436,CENTRO,6,14,44,13,14,15,2,341,40,0,1,0,0,490,20,510,627,81.3397,4,10
436,CENTRO,9,13,26,16,12,10,3,314,36,2,0,0,2,443,19,462,626,73.8019,4,10
436,CENTRO,6,8,23,17,15,8,3,257,56,0,0,1,0,394,33,427,626,68.2108,4,10
437,CENTRO,0,15,28,26,3,17,2,247,0,0,0,0,0,338,28,366,505,72.4752,4,10
437,CENTRO,3,25,35,24,8,15,4,251,36,0,0,0,0,401,13,414,505,81.9801,4,10
437,CENTRO,4,14,15,12,5,14,2,337,19,0,0,0,0,422,10,432,504,85.7142,4,10
438,CENTRO,6,21,20,14,8,7,0,409,1,0,0,0,0,486,23,509,707,71.9943,4,10
438,CENTRO,4,24,23,9,9,19,6,383,1,0,0,0,0,478,26,504,707,71.2871,4,10
438,CENTRO,3,20,34,9,15,14,2,395,9,2,0,0,0,503,23,526,706,74.5042,4,10
439,CENTRO,7,10,23,4,3,5,3,237,8,0,0,0,0,300,1,301,515,58.4466,4,10
439,CENTRO,3,9,18,2,11,10,1,235,16,2,0,0,0,307,20,327,514,63.6186,4,10
440,CENTRO,11,33,31,5,7,9,10,383,14,3,0,0,1,507,19,526,742,70.8894,4,10
440,CENTRO,11,22,15,11,12,10,1,374,11,2,0,0,0,469,13,482,742,64.9595,4,10
440,CENTRO,16,28,37,11,6,11,3,415,10,65,0,0,0,602,21,623,741,84.0755,4,10
440,CENTRO,18,41,28,14,9,10,5,373,11,1,0,0,0,510,15,526,741,70.9851,4,10
440,CENTRO,14,29,27,8,7,10,4,409,13,3,0,0,0,524,16,541,741,73.0094,4,10
440,CENTRO,12,22,27,11,10,10,13,406,13,0,0,0,0,524,24,548,741,73.9541,4,10
440,CENTRO,9,17,18,8,7,7,2,347,4,1,1,0,0,421,23,444,686,64.723,4,10
440,CENTRO,3,12,24,15,17,17,3,330,6,0,0,0,0,427,28,455,686,66.3265,4,10
440,CENTRO,4,12,27,11,12,6,2,317,14,0,0,0,0,405,21,426,685,62.1897,4,10
440,CENTRO,3,13,25,4,7,5,0,368,4,1,0,0,0,430,9,439,685,64.0875,4,10
440,CENTRO,4,18,21,7,19,16,2,347,5,1,0,0,0,440,15,455,685,66.4233,4,10
440,CENTRO,4,29,25,12,9,5,2,344,1,5,0,0,0,436,14,450,685,65.6934,4,10
440,CENTRO,8,20,24,7,13,4,11,367,12,1,0,0,0,467,12,479,685,69.927,4,10
440,CENTRO,10,19,35,10,12,3,5,331,6,0,0,0,1,432,13,445,685,64.9635,4,10
440,CENTRO,7,23,26,14,9,12,4,319,11,1,1,0,0,427,16,443,685,64.6715,4,10
441,CENTRO,13,40,39,16,5,21,4,116,15,0,1,0,0,270,21,291,417,69.7841,4,10
441,CENTRO,4,52,27,22,4,7,2,99,17,0,1,0,0,235,17,252,416,60.5769,4,10
441,CENTRO,3,34,32,9,4,10,1,129,4,0,0,0,0,226,9,235,386,60.8808,4,10
441,CENTRO,2,55,34,12,10,13,0,97,0,3,3,0,0,229,14,243,386,62.9533,4,10
441,CENTRO,8,28,25,6,7,8,6,157,3,0,1,0,0,249,28,277,411,67.3965,4,10
442,CENTRO,7,24,40,15,9,9,0,17,9,1,0,1,0,132,27,159,523,30.4015,4,10
443,CENTRO,4,23,21,12,10,7,3,321,8,0,0,0,0,409,16,425,657,64.6879,4,10
443,CENTRO,4,21,25,14,6,12,4,289,7,1,0,0,0,383,33,416,656,63.4146,4,10
443,CENTRO,9,16,25,7,17,14,9,304,4,1,0,0,0,406,23,430,656,65.5487,4,10
443,CENTRO,2,22,26,5,15,10,4,316,4,0,0,0,0,404,0,404,656,61.5853,4,10
444,CENTRO,9,36,74,4,11,20,3,133,1,3,2,0,3,299,13,312,569,54.833,4,10
445,CENTRO,8,23,15,8,5,5,2,306,8,8,0,1,0,389,10,399,564,70.7446,4,10
445,CENTRO,13,28,16,8,9,9,2,267,7,0,0,0,0,359,15,374,563,66.4298,4,10
445,CENTRO,10,15,10,14,8,5,6,325,7,0,0,0,0,400,13,413,563,73.357,4,10
445,CENTRO,14,38,19,11,2,5,8,273,7,0,0,0,0,377,18,395,563,70.1598,4,10
446,CENTRO,2,20,20,12,8,13,1,358,8,0,0,0,2,444,19,463,681,67.9882,4,10
446,CENTRO,5,11,16,12,12,11,1,328,7,1,0,0,0,404,20,424,680,62.3529,4,10
446,CENTRO,7,21,18,4,4,17,3,338,5,1,0,0,0,418,34,452,680,66.4705,4,10
446,CENTRO,9,18,21,14,10,6,2,332,2,0,0,0,0,414,22,436,680,64.1176,4,10
446,CENTRO,5,20,26,9,11,15,5,314,5,1,0,0,0,411,16,427,680,62.7941,4,10
446,CENTRO,8,26,29,6,7,10,5,309,7,4,0,0,0,411,20,431,680,63.3823,4,10
447,CENTRO,17,37,40,11,2,32,2,228,12,2,0,6,0,389,17,406,628,64.6496,4,10
447,CENTRO,11,11,49,2,10,32,3,210,9,1,0,0,0,338,28,366,628,58.2802,4,10
448,CENTRO,9,25,38,10,15,15,4,168,22,1,0,0,0,307,11,318,512,62.1093,4,10
448,CENTRO,12,27,47,6,9,18,2,156,17,0,0,0,0,294,7,301,512,58.789,4,10
451,CENTRO,6,38,43,16,7,10,2,197,7,4,1,0,1,332,18,350,584,59.9315,4,10
451,CENTRO,8,34,16,9,10,6,3,2,9,0,0,0,0,97,0,97,584,16.6095,4,10
452,CENTRO,9,14,14,20,13,6,3,150,6,0,0,2,0,240,28,268,526,50.9505,6,8
452,CENTRO,6,18,8,8,1,6,0,196,3,1,0,1,0,251,0,251,526,47.7186,6,8
452,CENTRO,4,12,11,7,11,7,3,161,7,0,1,0,0,225,21,246,525,46.8571,6,8
452,CENTRO,5,67,18,14,22,9,1,205,6,2,0,0,0,356,16,372,528,70.4545,6,8
452,CENTRO,49,40,11,20,6,10,7,279,7,1,0,0,0,430,0,430,740,58.1081,6,8
452,CENTRO,47,38,24,21,6,8,6,270,7,1,0,0,0,430,14,447,740,60.4054,6,8
452,CENTRO,43,48,18,18,11,8,3,313,7,25,0,8,0,527,0,527,739,71.3125,6,8
452,CENTRO,23,35,22,15,10,8,8,303,10,0,0,0,0,437,21,458,739,61.9756,6,8
452,CENTRO,49,43,21,21,7,6,9,291,7,0,1,0,0,458,11,469,739,63.4641,6,8
453,CENTRO,11,23,15,6,7,2,5,331,14,0,1,0,0,419,20,440,659,66.7678,6,8
453,CENTRO,12,34,16,14,7,9,3,277,26,0,0,0,1,404,21,425,659,64.4916,6,8
453,CENTRO,12,30,20,19,11,10,7,278,18,0,0,0,0,409,25,436,659,66.1608,6,8
454,CENTRO,7,35,15,22,4,9,1,196,3,0,0,0,1,293,24,317,498,63.6546,4,10
454,CENTRO,0,27,10,15,8,10,5,201,1,1,0,0,0,278,21,299,498,60.0401,4,10
455,CENTRO,7,47,62,14,7,12,0,137,13,3,0,0,1,303,23,326,543,60.0368,4,10
455,CENTRO,2,37,23,20,17,15,2,162,8,1,2,1,0,290,16,306,542,56.4575,4,10
456,CENTRO,3,23,33,9,17,7,2,269,7,1,0,0,0,371,24,395,530,74.5283,4,10
456,CENTRO,7,26,47,20,7,6,6,229,6,1,1,0,0,356,23,379,530,71.5094,4,10
456,CENTRO,2,16,40,8,10,9,0,289,6,4,0,0,0,384,11,395,530,74.5283,4,10
457,CENTRO,1,39,34,14,10,6,1,278,10,1,0,0,0,394,12,406,582,69.7594,4,10
457,CENTRO,6,27,19,9,12,11,1,277,12,1,2,0,0,377,18,395,582,67.8694,4,10
457,CENTRO,8,26,36,12,5,2,2,272,12,0,0,0,0,375,31,406,581,69.8795,4,10
458,CENTRO,7,27,22,19,4,3,3,317,8,0,0,0,0,415,15,430,670,64.1791,6,8
458,CENTRO,3,25,10,8,7,3,4,327,3,0,0,0,1,396,0,396,670,59.1044,6,8
458,CENTRO,9,47,49,22,18,15,6,202,5,1,0,0,1,382,10,392,670,58.5074,6,8
458,CENTRO,4,9,6,4,0,1,1,138,1,0,0,0,0,165,6,172,669,25.71,6,8
459,CENTRO,1,17,3,6,2,5,4,61,1,0,0,0,0,100,8,108,161,67.0807,6,7
460,CENTRO,6,127,12,6,12,13,2,278,2,0,0,0,0,466,27,493,743,66.3526,6,7
460,CENTRO,3,109,8,4,11,11,6,308,3,0,0,0,0,469,33,502,743,67.5639,6,7
460,CENTRO,5,124,14,3,13,14,1,271,4,0,0,0,1,456,34,490,742,66.0377,6,7
461,CENTRO,0,109,17,5,5,35,2,178,5,0,0,0,0,367,16,383,531,72.128,6,7
461,CENTRO,7,111,16,5,8,17,2,177,2,0,0,1,1,361,21,382,531,71.9397,6,7
462,CENTRO,2,63,14,6,9,2,1,249,6,0,0,0,2,356,14,370,596,62.0805,6,7
462,CENTRO,1,86,16,2,14,10,0,257,3,1,0,0,0,391,17,408,596,68.4563,6,7
462,CENTRO,1,64,9,8,18,7,4,269,3,0,0,0,1,386,18,404,596,67.7852,6,7
462,CENTRO,4,89,19,8,10,5,5,230,5,3,0,0,3,386,20,406,595,68.2352,6,7
463,CENTRO,2,83,23,3,12,5,2,257,6,1,0,0,2,396,21,417,674,61.8694,6,7
463,CENTRO,4,99,21,6,10,6,4,253,3,1,0,0,2,415,32,447,673,66.419,6,7
463,CENTRO,5,102,19,8,15,4,3,256,2,0,0,1,1,418,33,451,673,67.0133,6,7
463,CENTRO,1,88,20,5,8,6,2,277,4,0,0,0,0,416,25,441,673,65.5274,6,7
463,CENTRO,2,81,35,6,14,10,3,255,2,0,1,0,0,411,29,440,673,65.3789,6,7
464,CENTRO,5,31,34,17,12,10,0,302,7,0,1,0,0,422,21,443,697,63.5581,6,8
464,CENTRO,5,42,23,16,8,10,2,307,13,3,2,0,1,438,17,455,697,65.2797,6,8
464,CENTRO,5,20,38,17,5,5,4,314,22,1,0,0,0,435,18,453,697,64.9928,6,8
464,CENTRO,6,28,18,14,10,8,5,308,13,0,0,5,1,417,19,436,696,62.6436,6,8
464,CENTRO,6,28,25,13,14,4,5,327,13,0,0,1,0,437,25,463,696,66.5229,6,8
465,CENTRO,10,19,34,9,11,7,6,387,12,0,2,0,1,499,14,513,740,69.3243,6,8
465,CENTRO,5,40,44,16,8,7,3,361,10,0,0,0,0,496,16,512,739,69.2828,6,8
465,CENTRO,10,35,32,8,12,12,9,364,0,1,0,0,0,486,22,508,739,68.7415,6,8
465,CENTRO,9,29,19,13,8,8,6,313,4,3,1,0,0,418,29,447,739,60.4871,6,8
466,CENTRO,7,43,19,18,14,4,1,286,4,2,0,0,0,398,21,419,596,70.302,4,10
466,CENTRO,12,20,32,19,11,9,12,244,5,3,0,0,1,368,11,379,595,63.6974,4,10
466,CENTRO,8,32,25,25,9,10,4,233,6,0,0,0,0,352,33,385,595,64.7058,4,10
467,CENTRO,6,59,11,9,7,5,1,317,8,0,0,0,1,437,17,455,730,62.3287,6,7
467,CENTRO,7,68,6,7,6,5,5,321,6,1,0,0,0,439,13,452,730,61.9178,6,7
467,CENTRO,7,73,6,13,4,6,5,330,7,0,0,0,0,461,17,478,730,65.4794,6,7
467,CENTRO,5,54,14,16,6,11,3,331,1,2,0,0,0,462,18,480,730,65.7534,6,7
467,CENTRO,13,78,13,13,10,10,2,317,4,0,0,0,0,475,19,494,730,67.6712,6,7
467,CENTRO,6,55,21,6,7,2,5,326,5,1,0,0,0,451,14,465,730,63.6986,6,7
467,CENTRO,7,61,7,9,6,8,1,296,2,0,0,0,0,415,26,441,730,60.4109,6,7
467,CENTRO,3,54,10,7,6,6,0,304,6,0,0,0,0,412,17,429,729,58.8477,6,7
467,CENTRO,8,76,11,13,5,4,1,294,6,1,0,0,0,424,21,445,729,61.0425,6,7
467,CENTRO,3,78,3,8,7,6,2,326,3,0,0,0,0,449,14,463,729,63.5116,6,7
467,CENTRO,9,64,12,7,8,12,3,306,6,0,0,0,0,438,6,444,729,60.9053,6,7
467,CENTRO,6,77,9,8,7,10,4,314,6,2,0,0,0,454,22,476,729,65.2949,6,7
468,CENTRO,1,153,17,4,13,6,3,293,4,0,0,0,0,500,31,531,747,71.0843,6,7
468,CENTRO,1,171,15,3,6,16,5,281,5,0,0,0,2,516,27,543,747,72.6907,6,7
469,CENTRO,4,82,16,3,9,25,0,270,5,5,0,0,1,422,32,454,713,63.6746,6,7
469,CENTRO,8,70,16,1,13,38,3,277,5,2,1,1,1,441,36,477,713,66.9004,6,7
469,CENTRO,1,91,8,6,8,41,2,338,5,2,0,0,0,505,22,527,713,73.913,6,7
470,CENTRO,5,31,16,30,11,8,2,326,7,1,0,0,0,453,24,477,694,68.7319,6,6
470,CENTRO,11,35,11,22,13,7,4,326,12,1,0,0,0,458,20,478,694,68.876,6,6
470,CENTRO,8,30,32,28,9,11,2,289,10,2,0,0,0,438,21,459,694,66.1383,6,6
470,CENTRO,8,36,22,27,10,11,3,298,12,3,0,0,0,447,22,469,694,67.5792,6,6
470,CENTRO,9,33,21,22,9,6,4,326,7,1,1,0,1,461,20,481,693,69.4083,6,6
470,CENTRO,4,44,23,15,7,8,7,302,8,3,0,0,0,436,26,463,693,66.8109,6,6
470,CENTRO,9,39,13,30,5,4,3,310,10,0,0,0,0,449,20,469,693,67.6767,6,6
470,CENTRO,13,25,19,20,11,1,3,357,14,2,0,0,0,492,11,503,693,72.5829,6,6
471,CENTRO,20,43,19,12,6,8,4,258,6,1,0,0,0,377,21,399,581,68.6746,4,12
471,CENTRO,16,36,29,13,9,10,5,262,3,0,0,0,0,383,15,398,580,68.6206,4,12
472,CENTRO,2,47,20,23,10,5,3,183,5,0,0,0,1,299,25,324,600,54,4,10
472,CENTRO,4,52,21,16,12,8,2,183,0,3,0,0,0,301,22,323,600,53.8333,4,10
473,CENTRO,4,18,10,17,6,0,3,84,1,0,0,0,0,143,7,150,195,76.923,4,12
473,CENTRO,31,61,26,21,18,5,2,149,2,0,1,0,1,317,25,342,537,63.6871,4,12
474,CENTRO,12,34,26,46,8,10,4,226,3,2,0,0,0,371,30,401,673,59.5839,4,12
474,CENTRO,9,31,27,49,13,17,1,245,2,0,2,0,0,396,25,421,673,62.5557,4,12
474,CENTRO,9,28,17,47,9,3,0,247,3,2,1,0,0,366,25,391,673,58.098,4,12
474,CENTRO,3,36,18,29,7,10,2,261,4,0,0,0,0,370,23,393,673,58.3952,4,12
474,CENTRO,9,30,30,25,11,8,0,292,2,0,0,0,1,408,19,427,673,63.4472,4,12
474,CENTRO,9,30,35,28,7,8,0,288,1,2,2,0,0,410,2,412,673,61.2184,4,12
474,CENTRO,9,37,25,27,7,5,0,256,3,0,0,1,0,370,13,383,673,56.9093,4,12
474,CENTRO,8,40,38,33,5,6,4,247,4,2,0,0,2,389,18,407,672,60.5654,4,12
475,CENTRO,5,62,11,7,12,9,2,208,4,0,0,0,2,345,22,367,563,65.1865,6,7
475,CENTRO,0,54,4,1,14,19,1,241,4,0,0,0,0,351,12,363,563,64.476,6,7
475,CENTRO,5,83,9,1,13,13,3,246,2,0,0,0,0,389,20,409,563,72.6465,6,7
475,CENTRO,2,64,8,1,17,6,3,248,1,0,0,0,0,356,27,383,562,68.1494,6,7
476,CENTRO,7,74,9,8,12,12,8,282,5,1,0,0,0,433,16,449,688,65.2616,6,7
476,CENTRO,7,63,7,5,9,8,3,297,4,0,0,1,0,434,28,462,688,67.1511,6,7
476,CENTRO,1,58,9,4,18,7,2,288,8,0,0,0,0,417,14,432,688,62.7906,6,7
476,CENTRO,11,78,15,5,13,3,4,259,4,0,0,0,0,408,18,427,688,62.0639,6,7
476,CENTRO,2,73,8,8,12,10,4,270,10,0,0,0,0,426,22,448,688,65.1162,6,7
476,CENTRO,0,62,13,3,23,6,9,289,4,0,0,0,0,424,17,441,687,64.1921,6,7
477,CENTRO,2,62,6,5,12,3,2,284,7,0,0,0,1,400,17,417,658,63.3738,6,7
477,CENTRO,0,80,8,2,8,7,5,261,9,0,1,0,0,393,25,418,658,63.5258,6,7
477,CENTRO,4,67,5,9,9,9,4,255,15,0,0,0,0,397,22,419,658,63.6778,6,7
477,CENTRO,1,72,10,4,9,8,1,288,9,0,0,0,0,429,20,449,657,68.3409,6,7
477,CENTRO,1,84,8,3,7,3,5,261,0,0,0,0,0,385,29,414,657,63.0136,6,7
478,CENTRO,5,87,38,8,10,9,2,210,3,2,0,0,0,374,20,394,625,63.04,4,10
478,CENTRO,0,66,49,6,0,0,0,224,0,0,0,0,0,345,3,348,625,55.68,4,10
479,CENTRO,12,33,37,12,10,3,1,369,12,0,0,0,0,489,20,509,735,69.2517,6,21
479,CENTRO,13,45,23,12,7,11,3,362,8,1,0,0,0,485,26,512,735,69.6598,6,21
479,CENTRO,11,40,43,8,7,11,2,335,4,1,0,0,0,462,23,485,734,66.0762,6,21
479,CENTRO,15,37,40,9,12,9,3,359,11,0,0,0,0,495,18,514,734,70.0272,6,21
480,CENTRO,12,106,7,10,11,7,3,285,1,0,0,0,0,442,26,468,684,68.421,6,7
480,CENTRO,7,86,2,5,8,3,5,284,4,0,0,0,0,421,23,444,684,64.9122,6,7
480,CENTRO,11,72,6,4,11,7,5,293,9,1,0,0,0,434,14,448,684,65.497,6,7
480,CENTRO,9,62,5,5,12,9,3,299,6,0,0,0,0,426,26,453,684,66.228,6,7
480,CENTRO,5,68,7,10,11,9,6,291,5,0,0,0,0,412,24,436,683,63.836,6,7
480,CENTRO,12,67,8,6,9,9,6,291,0,2,0,0,0,422,15,437,683,63.9824,6,7
480,CENTRO,18,63,8,8,7,8,3,275,5,0,0,0,0,416,18,434,683,63.5431,6,7
480,CENTRO,12,80,13,6,8,9,1,298,7,0,1,0,1,452,25,477,683,69.8389,6,7
481,CENTRO,1,100,14,4,17,6,2,277,7,0,0,0,0,437,24,461,684,67.3976,6,7
481,CENTRO,6,99,15,3,12,14,5,291,7,0,0,0,0,463,25,488,684,71.345,6,7
481,CENTRO,3,118,20,4,31,8,3,284,9,1,0,0,0,491,23,514,683,75.2562,6,7
481,CENTRO,3,109,10,7,24,9,3,277,4,0,0,0,0,448,24,472,683,69.1068,6,7
482,CENTRO,1,68,10,7,9,14,3,218,6,1,1,0,1,349,16,365,519,70.3275,6,7
482,CENTRO,1,72,13,10,15,6,2,196,1,1,2,0,0,325,23,348,518,67.1814,6,7
482,CENTRO,3,68,14,14,14,5,1,226,3,1,0,0,0,358,13,371,518,71.6216,6,7
483,CENTRO,3,40,27,9,7,14,5,350,8,0,0,0,0,463,18,481,664,72.4397,6,12
483,CENTRO,15,43,28,18,7,9,12,318,9,3,0,0,0,462,21,484,664,72.8915,6,12
483,CENTRO,13,28,37,10,9,20,10,331,11,1,0,0,1,471,13,484,663,73.0015,6,12
484,CENTRO,21,48,22,11,7,9,1,355,14,2,1,0,0,491,15,506,701,72.1825,6,12
484,CENTRO,17,34,20,6,14,10,6,376,3,1,1,0,0,488,20,508,701,72.4679,6,12
484,CENTRO,17,35,28,8,5,17,3,355,9,3,0,0,0,480,14,495,700,70.7142,6,12
484,CENTRO,18,39,22,12,6,10,8,345,7,4,0,0,0,471,21,492,700,70.2857,6,12
484,CENTRO,15,43,24,13,8,12,7,330,15,3,0,1,2,473,16,489,700,69.8571,6,12
485,CENTRO,9,31,25,13,6,11,2,350,6,1,0,1,0,455,18,473,617,76.6612,6,12
485,CENTRO,4,45,24,12,8,10,2,302,8,1,0,0,0,416,21,437,617,70.8265,6,12
485,CENTRO,14,27,17,9,4,15,3,338,8,3,0,0,0,438,12,450,616,73.0519,6,12
486,CENTRO,19,35,25,26,11,9,4,318,6,5,0,0,1,459,15,474,744,63.7096,6,12
486,CENTRO,19,45,29,18,9,19,5,347,9,1,1,0,0,502,0,502,744,67.4731,6,12
486,CENTRO,23,26,28,13,5,15,0,336,5,0,1,0,0,452,23,476,743,64.0646,6,12
486,CENTRO,10,45,25,15,6,18,3,341,3,1,0,0,0,467,32,499,743,67.1601,6,12
486,CENTRO,14,32,25,17,12,16,9,369,7,1,1,0,0,503,27,530,743,71.3324,6,12
486,CENTRO,15,38,23,25,4,16,0,339,7,0,0,0,0,467,20,487,743,65.545,6,12
486,CENTRO,20,47,18,21,4,17,6,312,5,0,0,1,0,451,19,471,743,63.3916,6,12
486,CENTRO,15,41,18,21,13,14,4,360,7,0,0,0,0,493,12,505,743,67.9676,6,12
487,CENTRO,12,31,18,21,6,9,3,304,3,1,0,0,0,408,20,428,601,71.2146,6,12
487,CENTRO,10,36,23,13,10,6,5,306,14,1,0,0,1,425,16,441,601,73.3777,6,12
487,CENTRO,13,33,24,19,6,13,5,291,5,4,0,0,0,413,14,427,601,71.0482,6,12
487,CENTRO,7,33,20,20,5,11,8,292,6,0,0,0,0,402,12,414,600,69,6,12
488,CENTRO,12,26,28,12,6,11,2,388,6,4,0,0,0,495,10,505,720,70.1388,6,12
