SECCIÓN ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,"PT, MORENA Y ES",PT Y MORENA,PT Y ES,MORENA Y ES,NÚMERO DE VOTOS VÁLIDOS,NÚMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACIÓN CIUDADANA
0553,COMALCALCO,6,41,128,1,2,0,247,6,6,3,0,2,1,0,0,1,445,16,461,641,71.9188
0554,COMALCALCO,0,68,113,0,0,1,261,0,0,0,0,0,0,0,0,0,445,9,454,613,74.0619
0554,COMALCALCO,5,48,83,3,2,2,265,1,9,0,0,0,2,0,0,2,423,19,442,612,72.2222
0554,COMALCALCO,2,58,124,3,3,1,237,1,3,0,0,0,0,0,0,2,436,21,457,612,74.6732
0555,COMALCALCO,7,37,124,4,9,2,234,0,5,0,0,1,2,1,0,4,437,21,458,652,70.2453
0555,COMALCALCO,6,31,131,6,11,2,227,1,8,0,0,0,1,1,0,0,431,17,448,652,68.7116
0555,COMALCALCO,17,33,131,6,6,2,236,1,3,1,0,3,6,1,0,0,449,20,469,652,71.9325
0555,COMALCALCO,6,45,133,5,8,0,229,3,5,1,5,0,5,0,0,0,453,12,466,651,71.5821
0555,COMALCALCO,7,37,176,0,10,2,235,1,1,1,0,2,2,2,0,0,481,28,509,713,71.3884
0555,COMALCALCO,7,54,158,10,10,1,251,1,8,3,0,2,5,2,3,1,516,19,535,712,75.1404
0555,COMALCALCO,4,59,189,1,5,0,168,3,8,0,0,0,3,1,0,0,441,10,451,583,77.3584
0556,COMALCALCO,3,70,94,3,5,6,171,2,4,0,0,1,5,0,0,2,366,22,388,553,70.1627
0556,COMALCALCO,12,52,128,5,4,3,182,2,4,0,1,0,0,0,0,0,393,6,399,553,72.1518
0558,COMALCALCO,4,34,137,3,5,1,204,4,0,0,0,5,4,1,0,0,406,10,416,606,68.6468
0558,COMALCALCO,9,43,155,4,3,3,185,9,115,1,0,0,2,1,0,1,532,21,553,605,91.4049
0558,COMALCALCO,1,49,83,1,1,1,119,0,4,1,0,0,1,0,0,0,262,11,273,343,79.5918
0562,COMALCALCO,6,29,55,2,5,3,263,3,2,3,0,0,1,0,0,0,372,8,380,503,75.5467
0562,COMALCALCO,3,40,68,5,5,1,242,3,0,0,1,1,0,1,0,0,375,9,384,503,76.3419
0562,COMALCALCO,4,37,67,1,4,1,243,3,3,1,0,0,1,2,0,0,367,7,374,502,74.5019
0563,COMALCALCO,7,40,129,4,6,2,295,1,5,0,0,0,2,1,0,2,497,13,510,688,74.1279
0563,COMALCALCO,6,36,101,3,6,1,302,3,3,4,0,0,1,0,0,0,466,6,472,688,68.6046
0564,COMALCALCO,7,27,40,3,3,2,234,2,1,0,0,0,1,2,0,0,325,13,338,479,70.5636
0564,COMALCALCO,2,23,58,4,6,4,228,0,1,0,0,1,6,3,0,3,343,12,355,479,74.1127
0565,COMALCALCO,4,34,69,3,7,1,245,1,1,1,0,0,1,1,0,0,377,9,386,538,71.7472
0565,COMALCALCO,8,44,67,2,5,2,252,3,1,0,0,1,5,0,0,2,393,14,407,538,75.6505
0565,COMALCALCO,6,30,54,5,10,3,262,2,1,0,1,1,2,3,0,3,389,13,402,537,74.8603
0566,COMALCALCO,12,56,55,3,6,1,265,0,0,0,0,0,0,0,0,0,404,10,414,565,73.2743
0566,COMALCALCO,14,43,65,3,5,1,251,4,1,2,0,0,2,4,0,1,408,13,421,565,74.5132
0567,COMALCALCO,7,48,105,2,6,2,246,5,3,1,0,0,0,0,0,1,431,7,438,571,76.7075
0567,COMALCALCO,1,41,68,0,5,1,284,0,2,0,0,2,3,0,0,1,413,8,421,570,73.8596
0567,COMALCALCO,6,27,55,5,6,4,268,6,2,0,0,0,8,2,1,0,398,8,406,,
0568,COMALCALCO,4,37,90,1,6,1,262,0,2,1,0,0,3,0,0,1,408,14,422,571,73.9054
0568,COMALCALCO,2,33,116,4,5,7,208,2,0,0,0,0,0,0,0,0,377,20,397,571,69.5271
0568,COMALCALCO,1,30,92,0,7,7,230,4,2,2,0,0,5,2,0,0,382,23,405,571,70.9281
0569,COMALCALCO,0,24,89,4,3,1,243,2,8,0,0,0,1,1,0,1,377,1,378,573,65.9685
0569,COMALCALCO,3,36,81,8,5,3,250,4,3,1,0,0,1,1,0,0,396,9,405,572,70.8041
0576,COMALCALCO,4,38,140,1,241,241,1,1,3,0,0,0,8,1,0,0,681,9,690,582,118.5567
0576,COMALCALCO,4,38,158,11,4,0,212,2,1,0,0,1,2,1,0,0,439,12,451,582,77.4914
0576,COMALCALCO,3,41,131,6,5,1,220,0,1,1,0,1,4,1,0,0,415,19,434,582,74.5704
0576,COMALCALCO,6,26,136,6,7,6,245,3,2,0,1,1,3,1,0,1,445,11,456,581,78.4853
0577,COMALCALCO,6,52,99,3,5,3,240,0,1,0,0,5,1,1,0,0,417,9,426,549,77.5956
0577,COMALCALCO,7,40,102,5,6,3,231,1,2,0,0,1,2,0,0,0,401,13,414,549,75.4098
0577,COMALCALCO,9,41,108,1,3,0,205,1,4,1,0,1,5,0,0,0,380,6,386,548,70.4379
0578,COMALCALCO,12,68,81,6,5,1,287,2,3,0,0,1,5,0,0,5,478,3,481,731,65.8002
0578,COMALCALCO,11,46,95,3,5,6,308,1,2,1,0,0,0,0,0,1,482,13,495,731,67.7154
0578,COMALCALCO,6,67,123,3,3,1,118,2,1,1,0,1,0,0,0,0,326,8,334,389,85.8611
0579,COMALCALCO,7,47,149,2,7,1,160,3,5,1,0,2,2,2,0,0,388,12,400,530,75.4716
0579,COMALCALCO,2,22,145,7,8,1,160,4,1,2,1,1,2,0,0,0,356,19,375,530,70.7547
0580,COMALCALCO,1,76,116,2,1,0,157,0,3,1,0,0,2,2,0,0,362,8,370,468,79.0598
0580,COMALCALCO,5,60,136,7,6,0,151,0,2,0,0,0,0,0,0,0,368,11,379,468,80.9829
0581,COMALCALCO,7,109,142,5,9,0,176,2,5,1,0,0,5,2,0,1,468,13,481,670,71.7910
0581,COMALCALCO,8,56,170,7,7,2,206,4,4,1,0,1,0,2,0,2,479,11,490,669,73.2436
0581,COMALCALCO,10,82,144,6,3,1,190,2,3,0,0,0,3,2,1,1,451,17,468,669,69.9551
0582,COMALCALCO,3,44,99,2,9,2,187,1,4,2,0,0,3,3,0,0,359,15,374,515,72.6213
0582,COMALCALCO,2,36,106,3,2,5,214,3,2,1,0,3,2,1,0,0,381,6,387,515,75.1456
0582,COMALCALCO,1,48,85,8,4,2,211,2,1,2,0,2,4,1,0,1,372,19,391,514,76.0700
0583,COMALCALCO,10,56,107,7,5,2,225,0,0,0,0,0,1,1,0,0,415,14,429,583,73.5849
0583,COMALCALCO,6,52,136,5,5,1,216,0,3,1,0,0,0,0,0,0,425,10,435,583,74.6140
0583,COMALCALCO,8,49,113,3,4,4,209,0,8,2,2,0,0,0,0,0,402,19,421,583,72.2126
0584,COMALCALCO,11,71,141,4,5,1,282,0,2,0,0,1,1,1,0,0,521,7,528,688,76.7441
0584,COMALCALCO,9,57,159,2,6,3,240,1,7,1,0,2,2,2,0,1,492,2,494,688,71.8023
0585,COMALCALCO,6,48,131,3,7,5,4,1,5,2,0,2,0,2,0,1,220,13,233,692,33.6705
0585,COMALCALCO,12,37,138,6,3,0,290,1,7,0,0,2,2,3,0,1,502,16,518,692,74.8554
0586,COMALCALCO,5,33,125,4,10,0,223,3,2,0,0,3,4,0,0,0,415,16,431,580,74.3103
0586,COMALCALCO,6,34,141,1,6,4,199,3,2,1,0,1,6,2,0,0,408,12,420,580,72.4137
0586,COMALCALCO,8,38,120,3,2,2,234,1,3,0,0,0,6,0,0,0,420,14,434,579,74.9568
0587,COMALCALCO,10,47,106,5,5,1,256,1,5,0,0,0,2,3,0,0,445,14,459,602,76.2458
0587,COMALCALCO,13,43,113,9,6,1,249,0,3,0,0,3,2,0,0,0,446,18,464,601,77.2046
0587,COMALCALCO,5,42,114,6,5,0,221,0,2,0,0,0,1,2,0,3,404,17,421,601,70.0499
0587,COMALCALCO,6,40,141,5,4,0,231,1,2,4,0,2,2,0,0,1,444,19,463,601,77.0382
0588,COMALCALCO,2,26,105,2,5,0,127,0,0,1,0,2,1,0,0,0,272,9,281,406,69.2118
0588,COMALCALCO,4,12,101,7,3,0,159,0,1,1,0,0,0,0,0,2,290,13,303,405,74.8148
0588,COMALCALCO,2,73,129,1,6,5,180,1,0,0,0,2,3,0,0,0,403,12,415,554,74.9097
0590,COMALCALCO,6,63,84,9,3,1,297,4,4,0,0,1,0,3,0,0,475,14,492,678,72.5663
0590,COMALCALCO,10,75,64,2,1,4,298,1,4,1,0,0,2,2,0,2,466,10,476,678,70.2064
0590,COMALCALCO,9,61,74,11,5,1,274,3,1,1,0,0,4,2,4,1,451,25,476,678,70.2064
0590,COMALCALCO,6,85,76,10,2,2,269,0,4,0,0,0,3,0,0,1,461,12,473,678,69.7640
0591,COMALCALCO,16,40,115,2,4,2,254,1,5,2,1,2,2,0,0,1,449,14,463,625,74.0800
0591,COMALCALCO,15,48,124,2,5,0,211,0,7,1,0,2,2,0,0,2,423,15,438,625,70.0800
0591,COMALCALCO,6,34,128,3,10,5,243,1,3,1,0,2,2,2,0,3,444,9,453,625,72.4800
0593,COMALCALCO,9,50,134,3,2,2,168,0,1,1,0,0,2,0,0,0,373,10,383,506,75.6916
0593,COMALCALCO,10,41,94,2,5,0,177,1,0,1,0,0,3,0,0,0,334,7,341,506,67.3913
0593,COMALCALCO,6,42,124,8,7,1,156,1,2,0,0,1,0,1,0,0,353,9,362,506,71.5415
0595,COMALCALCO,11,67,144,7,6,4,197,1,2,2,0,2,1,1,0,1,449,17,466,630,73.9682
0595,COMALCALCO,6,67,114,2,9,0,211,3,0,0,0,0,0,0,0,0,412,2,414,630,65.7142
0596,COMALCALCO,10,57,144,6,4,3,235,1,4,3,0,0,0,1,0,1,471,15,486,639,76.0563
0596,COMALCALCO,10,61,150,2,3,1,177,1,7,3,0,1,2,0,0,0,419,19,438,638,68.6520
0597,COMALCALCO,0,41,165,0,0,0,163,0,0,2,0,1,0,1,0,0,374,4,378,492,76.8292
0597,COMALCALCO,5,49,159,2,5,0,140,1,0,0,12,0,0,0,0,0,374,8,382,492,77.6422
0598,COMALCALCO,8,46,78,9,18,2,292,1,4,0,0,0,4,1,1,0,464,18,482,665,72.4812
0598,COMALCALCO,4,54,114,10,12,3,244,0,0,1,1,1,2,1,0,6,456,21,477,665,71.7293
0598,COMALCALCO,5,86,101,1,5,0,222,3,3,0,0,0,1,3,0,1,431,10,441,664,66.4156
0599,COMALCALCO,3,7,120,5,3,0,126,1,5,2,0,0,2,1,0,2,277,19,296,514,57.5875
0599,COMALCALCO,7,52,100,2,8,1,156,1,4,0,0,1,0,2,0,0,334,21,355,514,69.0661
0600,COMALCALCO,8,45,90,2,5,0,302,2,5,2,0,2,0,0,1,0,464,14,478,594,80.4713
0600,COMALCALCO,4,43,114,4,2,4,237,0,2,0,0,0,3,0,0,0,416,20,436,594,73.4006
0600,COMALCALCO,8,57,86,8,7,1,243,5,8,0,0,1,6,3,0,0,435,15,450,594,75.7575
0600,COMALCALCO,10,54,102,2,3,1,247,2,6,1,0,0,0,0,0,0,429,15,444,593,74.8735
0601,COMALCALCO,8,93,129,5,8,3,222,2,9,0,0,0,2,1,0,0,483,31,514,736,69.8369
0601,COMALCALCO,10,75,154,11,8,0,246,0,3,4,0,1,4,1,0,2,526,16,542,736,73.6413
0601,COMALCALCO,2,66,172,8,5,1,272,2,0,0,0,2,1,1,0,0,532,22,554,736,75.2717
0602,COMALCALCO,4,60,78,6,4,2,225,0,2,0,0,2,0,0,0,0,383,17,400,552,72.4637
0602,COMALCALCO,2,70,100,7,4,3,215,1,3,0,0,0,3,1,0,0,412,19,431,552,78.0797
0602,COMALCALCO,6,77,107,2,5,3,192,2,3,1,0,2,0,2,0,1,404,19,423,551,76.7695
0603,COMALCALCO,3,33,63,1,6,2,151,1,0,3,0,1,1,0,0,0,265,15,280,389,71.9794
0603,COMALCALCO,7,56,59,2,2,1,114,1,0,1,0,0,2,2,0,3,250,13,263,388,67.7835
0603,COMALCALCO,1,2,93,1,1,0,132,1,3,0,0,0,5,0,0,0,239,15,254,410,61.9512
0603,COMALCALCO,0,30,102,2,0,2,131,0,2,0,0,0,6,0,0,0,277,8,285,410,69.5121
0607,COMALCALCO,5,71,145,5,5,0,207,1,17,2,0,0,0,2,0,2,462,21,483,674,71.6617
0607,COMALCALCO,5,56,125,3,8,1,221,0,13,0,0,2,0,1,0,1,436,19,455,674,67.5074
0607,COMALCALCO,5,40,164,2,5,1,226,0,9,3,0,2,1,1,0,0,462,18,480,673,71.3224
0608,COMALCALCO,2,38,152,6,4,0,227,3,9,3,0,1,2,2,0,0,468,12,480,599,80.1335
0608,COMALCALCO,4,43,178,6,5,0,177,0,6,3,0,0,0,0,0,1,429,13,442,599,73.7896
0608,COMALCALCO,12,36,129,5,8,3,228,1,5,1,0,2,7,3,0,2,449,8,457,599,76.2938
0609,CUNDUACAN,36,57,73,15,7,4,302,2,5,0,0,0,1,3,0,0,523,13,536,718,74.6518
0609,CUNDUACAN,11,60,56,8,17,3,294,3,2,0,1,0,5,0,0,2,472,15,487,718,67.8272
0609,CUNDUACAN,12,46,62,6,1,3,254,0,1,0,1,0,5,2,0,2,407,16,423,717,58.9958
0609,CUNDUACAN,13,67,74,12,14,3,255,6,3,0,0,1,5,2,0,1,466,12,478,717,66.6666
0610,CUNDUACAN,17,6,46,8,7,3,280,2,5,0,0,0,9,2,0,11,396,14,410,628,65.2866
0610,CUNDUACAN,18,44,54,7,19,5,272,2,6,0,1,0,0,7,0,0,448,14,462,628,73.5668
0610,CUNDUACAN,19,56,57,17,13,5,264,1,4,0,0,0,7,1,0,1,460,12,472,628,75.1592
0611,CUNDUACAN,19,48,49,13,11,5,214,3,4,1,0,2,1,3,0,9,382,9,391,573,68.2373
0611,CUNDUACAN,8,78,64,7,8,4,194,1,2,0,0,1,7,0,0,0,386,10,396,573,69.1099
0611,CUNDUACAN,13,43,59,8,11,6,211,1,10,1,0,0,8,1,0,0,383,16,400,573,69.8080
0611,CUNDUACAN,13,39,56,10,9,5,217,4,0,0,0,3,1,1,0,1,368,16,384,573,67.0157
0612,CUNDUACAN,9,69,52,5,12,1,275,3,5,1,0,0,4,2,0,0,458,9,467,617,75.6888
0612,CUNDUACAN,7,70,76,3,11,5,236,1,4,0,0,0,5,0,0,0,429,11,440,617,71.3128
0613,CUNDUACAN,17,71,66,11,21,7,287,6,11,1,0,1,3,3,0,1,521,11,532,735,72.3809
0613,CUNDUACAN,14,86,78,12,13,7,304,3,4,0,0,0,5,1,0,2,540,7,548,735,74.5578
0613,CUNDUACAN,11,35,46,16,4,5,268,5,1,0,0,0,5,4,0,1,409,7,416,,
0614,CUNDUACAN,15,33,63,11,14,4,282,5,9,1,0,1,5,0,0,0,461,22,493,722,68.2825
0614,CUNDUACAN,17,42,88,6,19,8,272,5,9,3,1,0,4,2,0,1,490,12,502,722,69.5290
0614,CUNDUACAN,19,52,71,11,16,6,162,3,5,0,0,0,5,4,0,1,376,16,392,721,54.3689
0618,CUNDUACAN,12,62,132,5,20,2,154,5,0,0,0,0,7,0,0,0,399,28,427,749,57.0093
0618,CUNDUACAN,8,66,148,7,20,4,160,1,6,0,0,0,4,0,0,0,424,21,445,748,59.4919
0619,CUNDUACAN,10,114,56,6,7,1,151,0,1,1,1,2,6,2,0,0,358,17,375,661,56.7322
0619,CUNDUACAN,4,82,69,4,9,3,155,3,0,0,0,0,1,3,0,0,333,23,356,661,53.8577
0620,CUNDUACAN,8,53,55,4,0,1,151,4,6,0,1,2,0,1,0,2,290,21,311,547,56.8555
0620,CUNDUACAN,6,49,96,5,9,1,145,0,1,1,0,0,0,0,0,0,313,18,331,547,60.5118
0620,CUNDUACAN,12,47,100,4,7,1,101,0,4,1,1,2,2,0,0,0,283,15,298,546,54.5787
0621,CUNDUACAN,12,64,126,9,9,0,176,1,4,1,1,1,5,3,0,1,413,20,433,685,63.2116
0621,CUNDUACAN,12,63,110,3,7,1,155,2,2,1,1,0,15,2,0,1,376,34,410,684,59.9415
0622,CUNDUACAN,8,16,54,7,8,4,119,6,5,0,0,2,7,2,0,3,247,23,270,476,56.7226
0622,CUNDUACAN,7,17,53,0,14,5,155,3,4,1,0,1,3,4,0,1,271,15,286,476,60.0840
0623,CUNDUACAN,5,42,58,8,9,3,198,6,3,0,0,3,1,4,0,0,342,20,362,555,65.2252
0623,CUNDUACAN,12,55,58,9,14,3,190,3,1,1,1,0,1,4,1,0,355,17,372,554,67.1480
0624,CUNDUACAN,5,87,100,4,7,2,82,4,8,1,1,0,0,2,0,1,304,29,333,517,64.4100
0624,CUNDUACAN,9,68,9,6,14,3,126,4,0,0,1,0,22,0,0,0,262,20,302,517,58.4139
0624,CUNDUACAN,6,95,82,5,4,4,105,10,3,0,0,0,0,0,0,0,314,18,332,517,64.2166
0625,CUNDUACAN,11,29,47,11,9,0,223,2,2,1,0,1,5,1,0,0,346,26,372,523,71.1281
0625,CUNDUACAN,13,18,73,6,13,3,165,0,3,0,2,5,0,0,2,6,309,23,332,522,63.6015
0625,CUNDUACAN,8,26,66,8,25,3,176,2,2,0,0,1,3,0,2,0,330,14,344,522,65.9003
0626,CUNDUACAN,11,29,47,11,9,0,223,2,2,1,0,1,5,1,0,0,346,26,372,515,72.2330
0626,CUNDUACAN,7,43,87,7,7,2,184,2,2,2,0,2,3,2,0,0,355,7,362,515,70.2912
0627,CUNDUACAN,10,44,63,9,10,7,100,0,5,1,0,0,2,1,0,1,254,17,271,505,53.6633
0627,CUNDUACAN,10,59,50,1,8,4,95,3,5,0,0,0,0,0,0,0,236,12,248,504,49.2063
0628,CUNDUACAN,12,54,60,14,15,2,231,2,1,1,0,0,4,3,1,1,407,5,412,647,63.6785
0628,CUNDUACAN,6,66,59,6,14,4,225,6,2,1,0,1,0,5,0,3,398,24,422,647,65.2241
0629,CUNDUACAN,23,47,68,7,8,3,244,0,2,6,0,0,3,0,0,0,416,21,437,727,60.1100
0629,CUNDUACAN,8,47,88,14,14,5,227,3,2,0,0,0,7,2,0,2,421,14,435,726,59.9173
0630,CUNDUACAN,9,31,84,17,13,3,274,4,5,0,0,1,6,6,2,3,462,18,480,716,67.0391
0630,CUNDUACAN,16,32,91,18,16,3,222,7,4,3,1,2,4,2,0,1,425,32,457,716,63.8268
0631,CUNDUACAN,6,28,60,17,9,1,196,8,2,1,0,1,4,0,0,2,344,13,357,539,66.2337
0631,CUNDUACAN,8,37,66,6,11,0,202,2,2,0,3,0,10,0,0,3,352,21,373,539,69.2022
0631,CUNDUACAN,4,26,71,6,3,4,208,1,1,1,0,0,1,0,3,1,340,15,355,539,65.8627
0632,CUNDUACAN,14,49,35,11,13,7,206,2,2,1,0,2,7,3,0,0,386,19,405,515,78.6407
0632,CUNDUACAN,14,41,41,11,8,3,213,3,0,0,0,0,1,1,0,0,359,10,369,514,71.7898
0633,CUNDUACAN,6,75,40,6,12,0,132,5,7,0,0,0,12,0,0,0,295,28,323,539,59.9257
0633,CUNDUACAN,14,78,41,11,6,2,143,8,0,2,0,3,5,4,1,0,322,36,358,539,66.4192
0634,CUNDUACAN,19,50,54,12,9,2,233,2,5,0,0,2,2,0,0,0,390,12,402,597,67.3366
0634,CUNDUACAN,9,60,66,4,14,4,235,1,6,0,0,1,5,2,1,0,409,24,433,596,72.6510
0635,CUNDUACAN,19,56,84,10,12,1,211,2,2,1,1,0,0,1,0,0,408,33,441,689,64.0058
0635,CUNDUACAN,23,75,68,8,11,1,187,8,0,3,2,0,8,2,0,1,406,27,433,689,62.8447
0635,CUNDUACAN,24,64,80,12,22,2,167,6,9,1,0,2,3,0,0,1,401,19,420,689,60.9579
0636,CUNDUACAN,11,33,43,7,9,2,227,3,1,1,0,1,7,4,1,0,356,23,379,540,70.1851
0636,CUNDUACAN,12,28,26,13,12,2,225,1,5,0,0,0,3,3,0,2,334,19,353,540,65.3703
0636,CUNDUACAN,11,23,55,6,12,3,198,6,2,2,0,0,9,7,0,0,339,19,358,540,66.2962
0637,CUNDUACAN,10,47,75,18,12,3,241,3,0,0,0,0,5,1,0,0,420,20,440,686,64.1399
0637,CUNDUACAN,12,63,54,10,13,5,258,5,1,2,0,0,4,2,0,1,435,29,464,686,67.6384
0638,CUNDUACAN,19,51,87,6,7,2,170,5,10,0,0,0,13,0,0,0,370,19,392,578,67.8200
0638,CUNDUACAN,15,45,87,11,12,4,133,6,6,0,0,1,6,4,0,1,338,32,370,578,64.0138
0638,CUNDUACAN,12,27,91,4,18,2,176,3,3,0,3,1,1,1,0,1,351,17,368,578,63.6678
0639,CUNDUACAN,37,26,51,12,12,5,177,2,7,2,1,0,2,3,0,1,358,20,378,504,75.0000
0639,CUNDUACAN,37,20,51,7,19,14,174,3,5,1,1,2,4,2,0,0,348,7,355,504,70.4365
0639,CUNDUACAN,33,27,41,8,14,3,180,5,4,1,2,2,5,2,0,0,335,12,347,503,68.9860
0640,CUNDUACAN,20,30,41,8,14,1,155,3,0,0,0,1,5,3,0,0,285,20,305,531,57.4387
0640,CUNDUACAN,6,32,47,7,18,1,167,5,0,1,1,3,2,2,0,2,294,16,318,531,59.8870
0640,CUNDUACAN,4,36,38,10,12,2,165,2,3,0,0,0,13,0,1,1,289,23,312,531,58.7570
0641,CUNDUACAN,13,50,67,8,18,2,188,6,5,0,0,0,7,0,0,0,364,14,380,624,60.8974
0641,CUNDUACAN,11,40,48,8,15,4,211,0,2,1,0,1,4,4,0,0,357,11,368,623,59.0690
0641,CUNDUACAN,14,25,68,8,14,1,200,2,2,2,0,1,0,3,0,0,340,39,384,623,61.6372
0641,CUNDUACAN,12,47,49,10,18,1,209,5,2,0,0,1,2,1,0,3,363,23,386,623,61.9582
0642,CUNDUACAN,17,38,55,3,13,5,208,0,0,0,0,0,3,1,0,1,344,17,365,621,58.7761
0642,CUNDUACAN,8,51,46,15,9,3,266,4,2,0,0,0,2,1,0,3,411,21,432,621,69.5652
0642,CUNDUACAN,17,35,52,3,23,0,238,3,2,0,0,1,4,4,0,0,384,26,410,621,66.0225
0642,CUNDUACAN,11,44,47,4,15,1,234,1,2,0,0,1,7,2,0,3,375,17,392,620,63.2258
0643,CUNDUACAN,21,46,37,3,4,1,211,7,8,0,0,0,1,0,0,0,340,22,362,562,64.4128
0643,CUNDUACAN,8,37,39,0,10,1,207,0,8,2,0,0,7,1,0,0,321,17,338,561,60.2495
0644,CUNDUACAN,11,53,52,12,14,0,196,4,1,0,0,4,1,0,1,2,351,29,380,639,59.4679
0644,CUNDUACAN,8,51,46,15,9,3,266,4,2,0,0,0,2,1,0,3,411,21,432,639,67.6056
0645,CUNDUACAN,12,34,36,4,15,4,336,3,1,1,0,0,0,1,0,0,452,16,468,693,67.5324
0645,CUNDUACAN,1,41,66,5,11,2,265,0,3,2,1,0,10,5,0,0,412,3,415,692,59.9710
0645,CUNDUACAN,10,59,39,6,11,12,292,2,2,0,0,0,3,3,0,1,441,17,458,692,66.1849
0646,CUNDUACAN,15,64,79,6,21,5,173,3,3,2,0,1,5,0,0,2,386,32,418,626,66.7731
0646,CUNDUACAN,20,59,74,6,12,4,206,2,2,2,0,0,0,4,0,0,393,210,603,626,96.3258
0647,CUNDUACAN,15,54,72,6,12,4,266,7,11,0,0,0,9,0,0,0,468,9,477,656,72.7134
0647,CUNDUACAN,23,44,76,10,9,1,258,6,5,0,0,2,3,0,0,0,437,16,462,655,70.5343
0648,CUNDUACAN,18,34,60,18,23,3,246,7,1,0,0,0,2,2,2,3,436,16,452,688,65.6976
0648,CUNDUACAN,17,20,59,19,20,5,272,1,3,0,0,2,4,1,1,2,439,21,460,688,66.8604
0649,CUNDUACAN,19,74,59,18,11,3,235,5,9,0,0,0,3,3,0,1,445,42,487,713,68.3029
0649,CUNDUACAN,15,97,67,8,19,4,203,3,6,2,0,0,10,3,0,3,443,31,474,712,66.5730
0650,CUNDUACAN,18,55,80,9,11,3,171,0,8,0,1,0,3,2,0,0,367,25,392,625,62.7200
0650,CUNDUACAN,9,76,100,11,8,2,128,3,7,0,0,1,3,1,0,0,355,22,377,624,60.4166
0652,CUNDUACAN,11,61,58,15,10,5,208,0,2,0,0,0,7,0,0,1,382,33,415,626,66.2939
0652,CUNDUACAN,14,75,71,5,10,4,202,9,3,0,0,0,0,2,1,0,397,24,421,626,67.2523
0654,CUNDUACAN,23,34,76,15,14,6,198,4,12,0,0,2,6,2,0,3,409,22,431,647,66.6151
0654,CUNDUACAN,25,23,98,19,17,6,174,2,10,1,0,1,6,4,1,1,388,20,408,647,63.0602
0654,CUNDUACAN,23,22,80,17,23,6,175,4,6,1,0,2,3,0,0,0,370,24,394,646,60.9907
0654,CUNDUACAN,24,38,67,13,16,6,199,6,7,1,0,0,5,2,0,1,385,6,391,646,60.5263
0654,CUNDUACAN,7,21,41,1,12,2,27,0,2,0,0,2,0,0,0,0,115,17,132,221,59.7285
0655,CUNDUACAN,12,37,33,10,8,3,137,5,1,0,0,0,4,1,0,0,253,13,266,399,66.6666
0655,CUNDUACAN,4,46,48,8,6,2,123,4,3,0,0,0,3,2,0,0,253,22,275,399,68.9223
0655,CUNDUACAN,5,13,27,2,5,1,147,1,1,0,1,0,3,1,0,0,209,12,221,308,71.7532
0657,CUNDUACAN,11,89,60,5,3,3,133,1,1,2,0,0,1,0,0,2,313,16,329,480,68.5416
0657,CUNDUACAN,6,57,66,8,6,1,159,3,0,0,2,0,0,0,0,0,310,18,330,480,68.7500
0660,CUNDUACAN,11,31,38,8,13,5,271,3,4,1,0,0,2,6,1,0,398,18,416,645,64.4961
0661,CUNDUACAN,9,51,59,13,9,5,224,4,2,0,1,0,8,0,0,3,398,24,422,652,64.7239
0661,CUNDUACAN,1,18,34,2,1,1,117,2,0,0,0,0,6,2,0,1,185,7,192,276,69.5652
0662,CUNDUACAN,12,43,78,19,13,3,175,1,9,0,0,0,3,0,0,0,356,19,415,654,63.4556
0662,CUNDUACAN,5,33,83,10,17,2,211,11,3,0,0,0,11,0,0,0,428,22,450,653,68.9127
0663,CUNDUACAN,8,41,51,5,10,0,281,3,0,0,0,0,3,3,2,0,424,14,438,645,67.9069
0663,CUNDUACAN,5,43,31,6,6,6,258,7,0,0,0,0,4,3,0,1,379,16,395,645,61.2403
0663,CUNDUACAN,8,52,29,7,11,2,282,3,0,0,0,1,9,3,1,4,418,20,438,644,68.0124
0663,CUNDUACAN,12,44,26,18,11,5,274,3,0,1,0,1,4,4,0,1,416,22,438,644,68.0124
0663,CUNDUACAN,13,47,40,4,11,2,284,8,1,0,0,0,6,2,0,1,423,12,439,644,68.1677
0667,CUNDUACAN,5,38,33,10,15,6,199,2,1,0,0,0,3,3,0,1,330,17,347,525,66.0952
0667,CUNDUACAN,15,64,45,3,8,5,173,0,3,1,0,0,5,1,0,1,332,16,348,525,66.2857
0668,EMILIANO ZAPATA,75,39,43,14,21,0,248,2,0,0,0,0,2,0,0,0,447,56,503,705,71.3475
0668,EMILIANO ZAPATA,72,31,27,25,34,2,249,5,0,3,0,0,0,3,0,0,454,54,508,705,72.0567
0668,EMILIANO ZAPATA,67,33,47,21,25,3,275,3,0,0,0,0,0,0,0,0,477,47,524,705,74.3262
0669,EMILIANO ZAPATA,48,28,18,22,11,1,218,4,1,0,0,0,2,1,1,0,356,42,398,532,74.8120
0669,EMILIANO ZAPATA,61,35,18,20,12,3,172,0,2,1,1,0,3,1,0,0,332,45,377,531,70.9981
0670,EMILIANO ZAPATA,85,49,41,19,19,4,266,2,2,2,0,0,4,2,0,0,500,43,543,750,72.4000
