SECCIÓN ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PT,MC,NA,MORENA,ES,"PAN, PRD Y MC",PAN Y PRD,PAN Y MC,PRD Y MC,"PT, MORENA Y ES",PT Y MORENA,PT Y ES,MORENA Y ES,NÚMERO DE VOTOS VÁLIDOS,NÚMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACIÓN CIUDADANA
0391,CENTRO,11,65,21,9,14,5,293,3,2,0,0,0,6,2,0,1,453,19,472,696,67.8160
0401,CENTRO,11,87,31,7,5,5,307,3,0,0,0,0,13,6,0,4,497,12,509,677,75.1846
0401,CENTRO,11,87,34,2,10,5,280,2,0,0,0,0,7,1,0,0,446,8,454,676,67.1597
0401,CENTRO,14,86,27,8,3,5,314,2,0,0,0,1,4,0,0,1,476,9,485,676,71.7455
0401,CENTRO,14,79,26,9,7,9,311,1,1,0,0,1,9,2,0,2,486,6,495,676,73.2248
0402,CENTRO,14,74,18,10,4,6,235,6,1,1,0,0,7,1,0,1,396,3,399,523,76.2906
0402,CENTRO,10,77,21,5,7,4,265,4,2,0,0,0,5,0,0,0,417,11,428,522,81.9923
0403,CENTRO,11,68,10,8,3,4,253,3,0,0,0,0,4,1,0,2,382,10,392,613,63.9477
0403,CENTRO,9,83,28,5,4,1,253,2,0,0,0,1,7,3,0,1,411,9,420,612,68.6274
0404,CENTRO,9,79,22,4,6,3,261,1,2,0,0,0,2,0,0,1,413,7,420,564,74.4680
0404,CENTRO,5,68,16,9,8,4,237,4,4,0,0,0,5,1,0,1,378,11,389,563,69.0941
0404,CENTRO,7,60,35,9,6,7,253,1,0,0,0,1,4,3,2,0,410,4,415,563,73.7122
0404,CENTRO,10,76,27,4,5,0,256,1,1,1,0,0,4,0,0,0,400,10,410,563,72.8241
0406,CENTRO,8,52,33,8,11,3,265,3,0,1,0,0,5,5,0,3,411,13,425,617,68.8816
0406,CENTRO,6,46,30,6,7,3,251,0,1,0,0,0,9,2,0,2,382,7,389,617,63.0470
0407,CENTRO,4,47,28,4,5,6,311,0,3,0,0,0,2,0,0,22,432,9,441,677,65.1403
0407,CENTRO,3,76,360,5,3,2,305,2,3,0,0,1,10,3,0,1,793,10,803,676,118.7869
0408,CENTRO,8,62,26,9,3,1,361,3,2,0,0,0,7,6,0,2,506,15,521,727,71.6643
0408,CENTRO,13,80,19,12,9,8,307,4,1,0,0,1,7,1,1,0,482,17,499,726,68.7327
0411,CENTRO,5,43,24,5,7,7,225,1,2,0,1,0,3,3,0,3,341,5,346,515,67.1844
0411,CENTRO,10,42,28,4,5,4,209,3,2,1,0,1,6,6,0,3,341,11,352,515,68.3495
0411,CENTRO,10,32,33,6,6,6,240,1,1,0,0,0,5,0,0,0,349,16,365,515,70.8737
0412,CENTRO,6,90,46,8,66,8,285,3,0,0,0,0,5,5,0,0,537,18,555,610,90.9836
0412,CENTRO,6,51,20,11,7,6,262,2,0,0,0,1,6,0,0,4,388,10,398,610,65.2459
0413,CENTRO,8,43,37,9,8,1,276,5,1,0,0,1,3,1,1,2,410,6,416,622,66.8810
0413,CENTRO,9,47,23,4,7,3,273,2,4,0,0,0,1,2,0,2,385,12,397,622,63.8263
0414,CENTRO,8,50,31,9,9,4,301,3,0,1,0,2,6,3,0,5,442,8,450,659,68.2852
0414,CENTRO,8,62,33,6,5,5,308,5,1,1,0,0,7,1,0,2,460,8,468,658,71.1246
0415,CENTRO,25,88,40,7,14,4,301,4,2,0,0,0,5,5,0,0,497,5,517,732,70.6284
0415,CENTRO,17,93,46,14,8,14,266,3,1,0,0,0,4,4,0,2,488,11,499,732,68.1693
0415,CENTRO,21,85,38,11,9,7,278,3,2,1,0,0,11,0,0,1,484,8,492,732,67.2131
0415,CENTRO,11,75,40,7,6,4,312,1,2,0,0,0,3,4,0,1,483,5,488,732,66.6666
0415,CENTRO,24,83,37,5,10,7,295,8,3,0,0,0,6,3,0,1,497,6,503,731,68.8098
0415,CENTRO,23,69,27,7,21,5,318,4,2,0,0,2,9,1,0,1,489,7,508,731,69.4938
0416,CENTRO,12,83,37,8,9,6,321,2,1,0,1,1,0,20,1,0,520,7,527,745,70.7382
0416,CENTRO,12,83,37,8,9,6,321,2,1,0,1,0,2,0,1,0,501,7,508,745,68.1879
0416,CENTRO,6,63,22,11,16,5,334,5,2,0,0,0,11,0,0,1,501,9,510,745,68.4563
0416,CENTRO,11,84,34,3,22,5,307,2,8,0,0,0,9,3,0,2,520,12,532,745,71.4093
0416,CENTRO,17,99,35,7,4,2,314,3,0,1,0,0,8,5,0,0,520,1,521,745,69.9328
0416,CENTRO,12,85,25,11,6,6,334,3,2,0,0,0,9,0,0,0,520,3,523,745,70.2013
0416,CENTRO,18,81,26,8,17,4,4,314,4,1,0,1,0,7,2,0,511,2,513,745,68.8590
0416,CENTRO,17,78,14,5,10,3,321,4,0,1,0,0,12,1,1,3,500,10,511,745,68.5906
0417,CENTRO,10,68,20,8,7,1,216,0,2,0,0,0,2,1,0,0,352,6,358,493,72.6166
0417,CENTRO,11,67,21,5,4,5,220,1,0,0,0,0,2,1,0,2,346,2,348,492,70.7317
0418,CENTRO,21,72,32,11,7,4,350,4,3,0,1,0,11,2,1,0,532,15,547,744,73.5215
0418,CENTRO,21,72,33,7,6,7,330,4,4,1,0,0,9,1,0,2,509,8,517,743,69.5827
0418,CENTRO,17,70,31,17,8,10,369,7,3,0,0,0,8,2,0,0,565,8,573,743,77.1197
0418,CENTRO,10,73,30,5,4,14,358,7,2,1,1,0,7,2,1,1,542,15,557,743,74.9663
0470,CENTRO,13,43,29,9,2,3,351,3,0,0,0,1,0,2,1,0,486,8,494,694,71.1815
0470,CENTRO,8,60,30,13,7,7,280,6,3,0,0,0,20,1,0,1,460,12,472,694,68.0115
0470,CENTRO,10,52,50,7,9,5,270,6,1,0,0,0,12,0,0,4,447,10,457,694,65.8501
0470,CENTRO,6,57,35,8,6,3,297,3,4,0,0,3,11,0,0,3,459,11,470,694,67.7233
0470,CENTRO,11,58,35,6,7,7,305,1,2,0,0,0,7,2,0,0,464,17,481,693,69.4083
0470,CENTRO,5,56,34,6,9,7,283,1,2,0,0,0,10,2,2,1,444,15,459,693,66.2337
0470,CENTRO,16,63,24,4,6,3,292,3,1,0,0,0,6,3,0,3,424,11,470,693,67.8210
0470,CENTRO,13,43,29,9,2,3,351,3,0,0,0,1,0,2,1,0,486,8,494,693,71.2842
0398,CENTRO,18,41,47,12,11,1,282,3,1,0,0,0,11,6,0,2,445,6,451,644,70.0310
0398,CENTRO,7,56,43,7,5,7,300,1,1,3,0,1,6,4,0,5,458,7,465,644,72.2049
0398,CENTRO,19,21,42,6,8,7,308,2,1,1,0,0,7,0,0,4,444,7,451,643,70.1399
0398,CENTRO,16,36,35,10,9,4,284,4,1,1,0,2,6,2,0,3,424,2,426,643,66.2519
0398,CENTRO,14,52,28,15,7,4,275,5,1,0,0,0,11,3,0,2,438,4,442,643,68.7402
0398,CENTRO,10,46,39,7,8,3,284,1,0,0,0,1,5,3,0,3,421,6,427,643,66.4074
0398,CENTRO,11,43,31,11,10,6,290,2,0,3,1,0,9,0,0,2,433,8,441,643,68.5847
0410,CENTRO,6,46,28,13,10,2,281,0,0,0,1,0,5,2,0,3,416,8,424,706,60.0566
0410,CENTRO,7,40,20,14,8,6,289,3,0,0,0,0,5,3,0,1,415,15,430,706,60.9065
0410,CENTRO,11,39,22,12,2,3,279,5,1,2,0,0,10,5,0,0,408,22,430,706,60.9065
0410,CENTRO,7,39,28,5,3,4,298,1,1,0,0,0,11,1,0,0,412,7,420,705,59.5744
0459,CENTRO,5,14,9,1,4,1,61,0,0,0,0,0,1,1,0,0,101,8,109,161,67.7018
0460,CENTRO,3,92,27,12,14,3,278,0,0,1,3,0,9,5,0,2,468,19,487,743,65.5450
0460,CENTRO,8,76,18,21,12,5,308,2,2,0,0,1,7,2,0,2,483,25,508,743,68.3714
0460,CENTRO,8,63,27,18,15,2,300,4,0,0,0,1,7,7,0,3,471,17,488,742,65.7681
0461,CENTRO,5,46,40,5,18,3,181,4,0,0,0,4,4,2,0,1,322,13,335,531,63.0885
0461,CENTRO,7,79,32,11,14,4,199,2,0,0,0,1,3,9,0,2,373,11,384,531,72.3163
0462,CENTRO,6,35,25,14,5,2,230,4,0,0,0,1,5,0,0,1,349,15,364,596,61.0738
0462,CENTRO,5,46,45,10,6,1,248,2,0,0,0,1,6,0,0,2,398,12,410,596,68.7919
0462,CENTRO,8,34,27,22,3,0,262,5,1,0,0,0,3,4,2,4,398,6,404,596,67.7852
0462,CENTRO,8,32,51,11,6,4,223,7,3,1,5,5,5,2,0,2,385,18,403,595,67.7310
0463,CENTRO,6,38,45,13,9,3,263,2,0,0,0,0,10,0,0,0,400,19,419,674,62.1661
0463,CENTRO,4,67,57,12,14,2,238,3,1,0,0,2,9,4,0,4,431,18,449,673,66.7161
0463,CENTRO,9,67,34,19,8,3,256,2,0,0,0,2,6,1,0,4,422,28,450,673,66.8647
0463,CENTRO,3,58,59,10,10,1,267,3,1,0,0,0,3,4,0,1,425,16,441,673,65.5274
0463,CENTRO,8,51,67,18,16,5,225,1,1,2,0,1,8,0,0,0,415,26,441,673,65.5274
0467,CENTRO,3,54,28,9,4,9,294,3,1,1,0,1,4,4,0,2,437,9,446,730,61.0958
0467,CENTRO,10,54,21,4,2,7,308,6,1,0,0,1,7,1,0,1,443,9,452,730,61.9178
0467,CENTRO,14,57,32,9,7,2,315,3,0,1,0,0,7,0,0,0,467,12,479,730,65.6164
0467,CENTRO,13,54,37,4,8,1,323,2,4,0,0,0,0,2,0,0,465,10,475,730,65.0684
0467,CENTRO,0,53,32,8,9,2,327,4,3,0,0,0,10,2,0,1,466,17,483,730,66.1643
0467,CENTRO,11,56,32,10,4,6,307,3,1,1,0,0,5,2,0,2,456,8,464,730,63.5616
0467,CENTRO,10,45,20,11,3,2,312,1,3,0,0,1,8,3,0,1,434,7,441,730,60.4109
0467,CENTRO,7,60,32,6,11,2,282,1,1,0,0,0,6,2,0,0,427,7,434,729,59.5336
0467,CENTRO,9,58,26,6,7,1,277,3,1,0,0,0,16,2,0,0,435,9,444,729,60.9053
0467,CENTRO,6,70,11,4,10,4,292,2,1,0,0,0,7,4,0,1,426,8,434,729,59.5336
0467,CENTRO,12,53,35,7,10,7,290,3,0,1,0,0,5,3,2,0,440,3,443,729,60.7681
0467,CENTRO,10,66,29,8,5,6,292,0,2,0,0,1,9,1,0,3,432,11,443,729,60.7681
0468,CENTRO,6,86,36,15,9,4,329,2,0,0,0,0,9,4,0,2,516,15,531,747,71.0843
0468,CENTRO,2,71,51,11,14,3,318,10,2,0,0,0,12,1,0,2,527,16,543,747,72.6907
0469,CENTRO,7,51,39,9,18,2,278,6,1,0,1,1,6,5,0,3,437,17,454,713,63.6746
0469,CENTRO,5,54,26,16,20,7,294,3,2,0,0,2,15,1,0,0,452,20,472,713,66.1991
0469,CENTRO,4,68,18,9,21,3,349,4,0,0,0,1,9,3,0,3,503,18,521,713,73.0715
0475,CENTRO,7,31,27,16,14,2,223,1,2,0,0,0,3,3,0,0,351,14,365,563,64.8312
0475,CENTRO,4,20,2,12,17,1,251,2,0,0,0,0,1,1,1,1,327,17,344,563,61.1012
0475,CENTRO,8,32,25,11,14,5,275,0,1,0,3,1,6,1,0,3,402,6,408,563,72.4689
0475,CENTRO,4,22,26,18,11,3,257,3,0,2,0,0,1,3,0,4,368,14,382,562,67.9715
0476,CENTRO,10,70,34,15,7,8,253,2,3,1,0,0,11,0,0,0,433,16,449,688,65.2616
0476,CENTRO,16,50,25,9,7,1,287,4,2,0,0,0,0,5,0,0,437,11,448,688,65.1162
0476,CENTRO,6,49,28,12,9,3,289,4,0,0,1,0,5,3,0,0,423,8,431,688,62.6453
0476,CENTRO,13,51,33,12,7,3,253,2,1,1,0,0,5,1,0,5,415,14,429,688,62.3546
0476,CENTRO,8,57,30,14,10,5,289,2,2,2,0,1,1,4,0,1,451,10,461,688,67.0058
0476,CENTRO,9,38,38,16,9,1,278,7,0,0,0,0,6,2,0,2,428,9,437,687,63.6098
0477,CENTRO,5,35,23,11,5,1,289,0,0,1,0,0,2,0,0,2,398,15,413,658,62.7659
0477,CENTRO,5,43,20,10,11,2,260,7,1,1,1,0,10,6,0,3,407,13,420,658,63.8297
0477,CENTRO,6,35,20,10,13,4,242,10,1,0,0,0,9,3,1,3,395,21,416,658,63.2218
0477,CENTRO,3,39,38,8,12,1,271,9,1,0,0,0,10,3,1,3,440,11,451,657,68.6453
0477,CENTRO,5,37,34,8,3,5,264,1,1,0,0,1,9,3,0,1,407,7,415,657,63.1659
0480,CENTRO,15,68,36,14,11,3,276,1,2,1,0,0,6,4,0,2,439,15,454,684,66.3742
0480,CENTRO,7,69,12,9,6,4,285,2,1,0,0,2,7,4,0,0,432,13,445,684,65.0584
0480,CENTRO,13,57,25,10,5,5,283,7,1,1,0,0,10,2,0,0,441,10,451,684,65.9356
0480,CENTRO,15,48,26,13,5,2,283,3,1,0,0,1,7,2,0,2,432,19,452,684,66.0818
0480,CENTRO,7,61,34,11,13,4,268,3,0,0,0,0,10,1,0,1,432,12,444,683,65.0073
0480,CENTRO,16,57,23,16,9,4,276,3,1,0,0,1,9,2,0,1,433,13,446,683,65.3001
0480,CENTRO,18,56,29,7,9,3,262,6,2,0,0,0,14,1,0,0,427,5,432,683,63.2503
0480,CENTRO,14,64,38,14,9,1,281,8,2,1,0,1,5,6,0,0,461,16,477,683,69.8389
0481,CENTRO,6,37,43,20,6,5,273,4,4,0,0,0,6,3,0,2,443,13,456,684,66.6666
0481,CENTRO,18,51,53,10,12,2,284,4,0,1,0,1,6,2,0,1,464,19,483,684,70.6140
0481,CENTRO,5,68,34,33,15,1,286,5,1,0,0,0,12,2,0,5,504,14,518,683,75.8418
0481,CENTRO,7,41,48,25,12,2,275,7,1,2,0,0,6,8,0,1,460,12,472,683,69.1068
0482,CENTRO,2,44,41,10,12,1,199,7,2,0,0,0,9,0,0,1,353,13,366,519,70.5202
0482,CENTRO,14,46,28,16,9,0,177,2,2,1,0,0,3,3,1,2,334,15,349,518,67.3745
0482,CENTRO,5,28,46,14,8,5,206,3,2,0,0,0,2,0,0,0,361,10,371,518,71.6216
0490,CENTRO,8,45,33,10,14,3,266,2,2,0,1,1,10,4,1,0,420,9,429,579,74.0932
0490,CENTRO,9,38,34,11,16,2,234,4,2,0,1,1,5,3,0,0,373,14,387,579,66.8393
0490,CENTRO,12,33,19,8,10,6,272,1,1,0,0,1,4,2,0,3,386,15,401,578,69.3771
0491,CENTRO,1,43,43,12,9,0,303,5,0,0,0,0,6,0,0,0,459,4,463,647,71.5610
0491,CENTRO,7,38,29,21,12,3,250,10,0,0,0,1,6,2,0,1,413,18,431,646,66.7182
0491,CENTRO,2,44,23,18,9,1,302,3,1,0,0,1,7,4,0,6,453,15,468,646,72.4458
0494,CENTRO,5,49,27,14,12,5,288,1,3,0,0,1,3,4,0,1,449,17,466,670,69.5522
0494,CENTRO,7,65,48,9,4,3,229,0,0,1,1,0,6,0,0,1,414,17,431,670,64.3283
0494,CENTRO,8,54,36,11,8,5,263,2,1,1,0,0,1,6,0,5,425,10,435,670,64.9253
0494,CENTRO,9,40,33,10,6,4,246,2,0,1,0,0,5,1,0,0,386,14,400,670,59.7014
0494,CENTRO,6,41,34,11,8,1,268,1,3,1,0,0,10,1,1,2,410,13,423,670,63.1343
0494,CENTRO,5,53,34,10,10,6,255,3,1,0,0,1,2,0,0,1,421,9,439,670,65.5223
0615,CUNDUACAN,17,57,58,6,9,4,271,3,1,2,0,0,6,0,0,1,446,9,455,612,74.3464
0615,CUNDUACAN,5,59,40,13,6,4,281,3,4,0,0,0,1,1,0,0,421,10,431,612,70.4248
0616,CUNDUACAN,11,50,44,13,14,3,197,1,3,0,0,0,10,0,0,0,359,14,373,566,65.9010
0616,CUNDUACAN,18,44,37,6,14,7,218,3,3,2,0,0,4,1,0,1,367,5,372,566,65.7243
0616,CUNDUACAN,12,35,45,18,10,2,193,0,10,0,0,0,6,0,0,0,338,13,351,565,62.1238
0617,CUNDUACAN,11,61,35,11,13,4,294,0,2,0,0,0,1,3,0,1,460,6,466,660,70.6060
0617,CUNDUACAN,19,50,48,14,6,2,270,2,8,1,0,0,9,4,0,1,454,17,472,660,71.5151
0617,CUNDUACAN,15,63,39,10,9,1,306,1,2,0,0,1,4,2,0,0,470,10,480,660,72.7272
0651,CUNDUACAN,10,45,47,15,12,5,203,0,2,0,0,0,4,3,0,2,355,12,367,494,74.2914
0651,CUNDUACAN,10,42,40,6,8,1,206,1,0,0,0,0,1,4,0,1,327,15,342,493,69.3711
0651,CUNDUACAN,16,21,40,18,4,0,168,3,2,1,0,0,1,2,0,0,281,16,297,410,72.4390
0653,CUNDUACAN,8,29,41,15,15,3,204,3,2,0,1,1,5,0,0,2,332,12,344,528,65.1515
0653,CUNDUACAN,6,29,48,30,16,1,182,4,2,0,0,0,5,3,0,0,328,19,347,527,65.8444
0653,CUNDUACAN,17,29,49,22,10,1,192,6,1,0,0,0,8,0,1,0,342,12,354,527,67.1726
0656,CUNDUACAN,22,24,82,20,14,1,314,2,4,0,0,0,0,1,9,1,502,8,510,714,71.4285
0656,CUNDUACAN,23,38,92,10,16,3,287,8,0,0,0,0,12,0,0,0,495,17,512,713,71.8092
0656,CUNDUACAN,22,45,71,21,29,2,251,8,3,2,2,3,3,4,0,1,473,27,500,713,70.1262
0658,CUNDUACAN,19,87,110,26,9,3,269,2,1,2,0,0,1,3,0,1,533,19,552,737,74.8982
0658,CUNDUACAN,12,96,64,33,21,3,248,6,5,2,0,0,4,5,0,2,511,19,530,737,71.9131
0659,CUNDUACAN,12,40,77,12,18,1,177,4,3,2,0,0,3,1,0,0,362,16,378,681,55.5066
0659,CUNDUACAN,12,36,80,15,11,3,147,3,5,0,0,0,0,5,0,0,325,24,349,680,51.3235
0659,CUNDUACAN,18,35,57,11,22,1,179,6,5,1,0,0,5,0,0,1,361,23,384,680,56.4705
0659,CUNDUACAN,15,41,71,20,15,1,179,1,2,0,0,1,3,0,0,0,361,24,385,680,56.6176
0664,CUNDUACAN,9,37,56,2,11,3,220,4,4,0,0,0,4,0,0,1,353,22,375,534,70.2247
0664,CUNDUACAN,24,64,86,7,14,0,120,2,3,0,1,1,7,0,0,3,335,19,354,524,67.5572
0665,CUNDUACAN,22,69,66,9,23,0,208,6,1,0,0,1,3,1,0,1,420,29,449,683,65.7393
0665,CUNDUACAN,20,38,53,15,24,3,273,4,3,0,0,0,8,1,1,2,451,26,477,682,69.9413
0665,CUNDUACAN,13,43,72,12,21,2,247,5,7,0,1,3,10,1,0,3,456,23,479,682,70.2346
0666,CUNDUACAN,10,23,59,6,5,1,208,8,2,0,1,1,4,1,0,0,344,16,360,515,69.9029
0666,CUNDUACAN,20,13,33,15,14,3,220,4,5,0,0,1,6,2,0,0,353,18,371,515,72.0388
0666,CUNDUACAN,8,68,25,18,6,1,92,3,0,0,0,0,1,2,0,0,232,15,247,346,71.3872
0268,CENTRO,17,55,26,5,1,5,192,2,3,1,0,1,4,0,0,1,326,6,333,435,76.5517
0268,CENTRO,12,61,26,5,4,9,166,1,2,0,0,0,4,1,0,1,306,1,307,435,70.5747
0273,CENTRO,7,65,24,2,7,1,1,263,1,0,0,0,5,64,0,0,441,3,444,566,78.4452
0273,CENTRO,5,42,23,0,6,6,287,5,4,0,0,0,8,4,0,0,407,6,413,566,72.9681
0273,CENTRO,10,46,29,6,2,4,299,3,1,0,0,0,3,0,2,4,420,7,427,565,75.5752
0274,CENTRO,8,75,35,8,12,5,288,0,0,2,0,0,7,4,0,4,473,7,480,646,74.3034
0274,CENTRO,9,59,29,5,6,4,325,3,1,1,0,0,7,3,0,2,476,11,487,646,75.3869
0275,CENTRO,19,122,28,6,10,7,281,5,3,1,0,0,7,1,0,1,497,6,503,690,72.8985
0275,CENTRO,22,106,44,8,6,12,313,5,1,0,0,0,4,5,0,0,536,7,543,690,78.6956
0276,CENTRO,20,73,36,9,6,5,159,1,2,0,1,0,4,0,0,0,328,3,332,440,75.4545
0276,CENTRO,22,66,18,8,4,9,166,1,3,1,0,0,3,2,0,1,313,4,317,439,72.2095
0301,CENTRO,8,38,21,5,6,7,188,1,1,0,0,1,1,2,0,0,288,7,295,384,76.8229
0301,CENTRO,9,24,10,3,4,5,211,4,0,0,0,0,2,0,0,1,279,7,286,383,74.6736
0302,CENTRO,12,58,23,3,8,1,293,5,2,0,1,0,10,4,0,2,441,5,446,692,64.4508
0302,CENTRO,13,61,30,7,3,3,318,4,3,1,0,0,6,0,0,0,456,7,463,691,67.0043
0303,CENTRO,7,42,30,9,11,8,265,3,1,0,0,0,6,2,0,2,414,5,419,548,76.4598
0303,CENTRO,4,34,32,5,6,2,281,0,2,0,0,0,2,3,0,2,373,8,403,547,73.6745
0304,CENTRO,11,35,30,37,7,0,259,2,0,1,0,1,10,1,1,2,410,7,417,562,74.1992
0304,CENTRO,7,35,35,6,3,2,244,3,4,0,0,0,16,0,0,1,370,14,384,562,68.3274
0304,CENTRO,7,40,39,2,10,5,242,3,0,0,0,0,8,1,0,0,368,12,380,562,67.6156
0305,CENTRO,6,42,22,6,3,1,265,4,1,0,0,0,6,1,0,2,369,9,378,538,70.2602
0305,CENTRO,11,43,16,3,3,7,268,4,1,0,0,1,5,3,3,2,377,6,383,537,71.3221
0312,CENTRO,23,76,26,7,12,5,243,3,1,1,2,0,11,1,0,2,424,8,433,637,67.9748
0312,CENTRO,13,77,26,7,7,6,268,2,0,1,0,0,7,0,0,0,423,7,430,637,67.5039
0313,CENTRO,12,94,22,11,2,5,285,12,3,0,0,0,6,2,0,2,467,5,472,648,72.8395
0314,CENTRO,9,68,26,4,7,7,294,4,2,1,0,0,6,4,0,6,463,12,475,726,65.4269
0314,CENTRO,8,69,27,6,7,1,298,1,2,1,0,0,6,2,0,1,462,7,469,726,64.6005
0314,CENTRO,7,57,22,6,5,9,314,4,1,0,0,1,9,3,0,1,468,7,476,726,65.5647
0314,CENTRO,4,54,27,7,6,2,315,3,3,0,0,0,8,0,0,1,450,14,464,726,63.9118
0314,CENTRO,8,68,29,5,7,5,305,3,3,0,1,0,8,4,1,0,466,6,472,726,65.0137
0315,CENTRO,12,54,40,4,4,4,326,3,0,0,0,0,0,0,0,0,473,10,483,744,64.9193
0315,CENTRO,10,50,46,7,58,0,342,2,0,0,0,0,10,4,0,2,531,9,540,744,72.5806
0316,CENTRO,5,44,28,13,4,4,228,10,2,0,0,0,6,1,0,1,359,10,369,521,70.8253
0316,CENTRO,6,40,26,4,7,5,228,6,4,0,0,1,5,2,1,2,353,14,367,520,70.5769
0326,CENTRO,16,46,21,9,5,7,202,0,1,2,1,0,5,1,0,0,325,9,334,527,63.3776
0326,CENTRO,13,48,27,7,6,4,196,3,2,0,0,0,3,4,0,2,331,6,337,438,76.9406
0327,CENTRO,6,25,18,8,5,7,279,4,2,0,0,1,4,3,0,2,371,10,381,559,68.1574
0327,CENTRO,8,31,19,5,7,3,282,1,0,0,0,0,4,9,0,4,378,5,384,558,68.8172
0328,CENTRO,8,57,18,7,2,3,218,9,0,0,0,1,8,1,1,6,356,5,361,644,56.0559
0328,CENTRO,7,64,27,10,7,2,351,3,0,0,0,0,4,4,0,4,496,5,501,644,77.7950
0342,CENTRO,8,46,22,3,6,2,206,1,3,0,0,0,5,1,0,1,311,6,317,469,67.5906
0342,CENTRO,8,69,34,1,4,5,215,3,0,0,0,0,2,2,0,1,349,0,349,468,74.5726
0343,CENTRO,9,46,19,4,2,3,288,6,2,1,0,0,6,6,0,3,408,13,421,566,74.3816
0343,CENTRO,7,47,24,8,5,3,259,1,0,1,0,0,8,0,0,1,384,10,394,566,69.6113
0344,CENTRO,11,49,27,8,6,6,329,3,1,0,0,0,11,1,60,1,528,6,534,680,78.5294
0344,CENTRO,9,50,25,7,0,10,304,9,1,1,0,2,7,3,0,1,444,16,460,680,67.6470
0345,CENTRO,8,76,25,3,7,5,294,4,0,0,0,0,5,4,0,0,460,1,461,659,69.9544
0345,CENTRO,3,64,21,3,9,6,291,0,2,1,0,1,3,1,0,2,438,9,447,659,67.8300
0345,CENTRO,15,49,31,7,9,6,281,4,0,0,0,0,5,2,0,0,427,13,440,658,66.8693
0346,CENTRO,8,65,38,7,12,2,292,4,1,0,0,1,9,0,0,5,456,10,466,617,75.5267
0346,CENTRO,0,63,19,5,4,0,242,0,2,0,0,0,11,1,0,1,363,5,368,617,59.6434
0347,CENTRO,3,37,18,7,4,3,246,2,0,1,0,0,5,0,0,2,337,9,346,493,70.1825
0347,CENTRO,12,44,24,4,8,1,241,1,1,0,0,0,5,4,0,0,352,9,361,492,73.3739
0348,CENTRO,6,39,13,2,3,6,246,0,0,0,0,0,7,2,0,1,341,6,347,487,71.2525
0348,CENTRO,15,51,1,4,3,5,227,1,0,1,0,0,4,1,0,3,326,10,336,487,68.9938
0349,CENTRO,4,44,14,3,4,5,208,4,2,0,0,0,8,2,2,2,315,1,316,453,69.7571
0349,CENTRO,6,44,16,7,2,4,209,5,1,0,0,0,4,3,0,1,323,13,336,453,74.1721
0366,CENTRO,6,54,19,0,11,0,182,2,3,1,0,1,1,2,0,0,296,11,308,401,76.8079
0366,CENTRO,4,68,13,5,3,2,187,2,1,0,0,0,8,3,0,2,305,8,313,400,78.2500
0367,CENTRO,10,50,19,4,3,4,276,6,1,0,0,0,10,1,0,2,402,4,406,526,77.1863
0367,CENTRO,11,71,28,3,5,2,251,3,2,1,0,0,0,7,0,0,394,6,400,525,76.1904
0368,CENTRO,8,109,25,5,9,8,322,3,5,0,0,0,5,0,0,0,512,4,516,663,77.8280
0368,CENTRO,14,88,25,6,0,10,325,3,3,0,0,0,4,0,0,0,488,10,498,663,75.1131
0369,CENTRO,7,94,27,6,1,5,343,5,2,1,0,1,5,0,0,0,507,8,516,675,76.4444
0369,CENTRO,14,84,41,6,9,4,316,6,3,4,1,0,8,1,0,2,511,10,521,675,77.1851
0370,CENTRO,13,85,29,5,13,9,354,5,4,0,0,1,2,3,1,0,549,9,558,742,75.2021
0371,CENTRO,9,68,22,8,10,3,313,3,2,0,0,1,4,0,0,2,471,10,481,660,72.8787
0371,CENTRO,15,36,35,8,9,6,310,3,0,0,0,0,13,0,0,0,451,8,459,660,69.5454
0372,CENTRO,6,52,31,8,9,6,301,4,1,2,0,0,4,2,0,4,455,9,465,706,65.8640
0372,CENTRO,13,54,29,3,7,0,306,2,2,2,0,1,4,0,1,1,456,16,472,706,66.8555
0372,CENTRO,10,37,42,4,11,4,268,2,2,3,0,0,14,4,0,6,436,13,449,706,63.5977
0372,CENTRO,10,53,37,8,9,7,281,10,0,0,0,0,6,1,0,3,460,12,473,706,66.9971
0372,CENTRO,9,45,32,13,5,5,266,4,0,1,0,0,9,7,0,2,428,17,445,706,63.0311
0372,CENTRO,7,49,41,6,12,4,262,3,1,1,0,1,10,2,0,2,427,11,439,706,62.1813
0372,CENTRO,14,50,49,8,5,4,252,3,0,4,0,0,10,2,0,0,425,12,437,705,61.9858
0372,CENTRO,11,51,36,4,4,3,317,3,0,0,0,0,0,0,0,0,454,6,460,705,65.2482
0372,CENTRO,8,40,29,6,11,1,266,3,1,4,1,1,6,2,0,3,382,14,396,705,56.1702
0372,CENTRO,17,54,38,14,10,2,253,3,0,2,0,0,10,2,2,0,439,18,457,705,64.8226
0372,CENTRO,8,41,40,4,8,1,307,3,1,4,0,0,3,1,0,1,446,13,459,705,65.1063
0373,CENTRO,2,52,24,4,7,8,295,3,0,0,0,0,1,6,0,3,426,12,438,640,68.4375
0373,CENTRO,4,56,21,10,4,3,287,1,0,1,0,1,4,1,0,1,418,10,428,639,66.9796
