SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA,NUMERO DE VOTOS VALIDOS,NUMERO DE VOTOS NULOS,TOTAL DE VOTOS,LISTA NOMINAL,% PARTICIPACION CIUDADANA,CASILLA
309,CENTRO,9,63,14,7,5,9,4,144,,2,0,0,1,8,266,5,271,381,71.1286,CONTIGUA 01
310,CENTRO,12,37,23,8,3,9,5,199,,3,0,0,0,8,307,5,313,434,72.1198,BASICA
310,CENTRO,7,41,19,11,4,8,4,194,,0,0,0,0,4,292,6,298,434,68.6635,CONTIGUA 01
311,CENTRO,14,42,28,7,5,10,1,188,,1,0,0,0,8,304,10,314,439,71.5261,BASICA
311,CENTRO,17,18,29,6,3,8,3,212,,1,0,0,0,4,301,4,305,439,69.476,CONTIGUA 01
312,CENTRO,28,46,30,22,6,18,6,257,,0,0,0,0,11,424,8,432,637,67.8178,BASICA
312,CENTRO,35,48,26,15,6,16,5,280,,2,0,0,0,3,436,4,440,637,69.0737,CONTIGUA 01
313,CENTRO,29,70,34,17,8,14,4,277,,0,0,0,0,5,458,14,472,648,72.8395,BASICA
314,CENTRO,13,52,29,14,5,15,4,322,,2,0,0,0,9,465,11,476,726,65.5647,BASICA
314,CENTRO,22,55,15,8,4,22,9,319,,0,0,0,0,6,460,9,469,726,64.6005,CONTIGUA 01
314,CENTRO,14,42,22,11,6,21,6,335,,3,0,0,0,6,466,3,472,726,65.0137,CONTIGUA 02
314,CENTRO,16,45,25,9,7,10,4,330,,0,0,0,1,4,451,19,470,726,64.7382,CONTIGUA 03
314,CENTRO,18,55,20,18,9,13,5,315,,2,0,1,0,7,463,10,473,726,65.1515,CONTIGUA 04
315,CENTRO,27,43,30,13,11,11,4,340,,0,0,0,0,0,479,4,483,744,64.9193,BASICA
315,CENTRO,17,49,37,9,7,14,11,348,,1,0,0,0,10,503,16,519,744,69.758,CONTIGUA 01
316,CENTRO,9,31,19,10,11,17,7,251,,0,0,0,0,4,359,7,366,521,70.2495,BASICA
316,CENTRO,6,35,23,15,5,15,8,244,,1,1,0,0,4,357,12,369,520,70.9615,CONTIGUA 01
317,CENTRO,12,41,21,7,4,14,2,182,,0,0,0,0,6,289,5,294,426,69.014,BASICA
317,CENTRO,14,33,17,6,1,0,2,219,,2,0,0,0,6,300,3,303,426,71.1267,CONTIGUA 01
318,CENTRO,9,44,16,5,7,12,4,248,,0,0,0,0,4,349,4,353,471,74.9469,BASICA
319,CENTRO,10,32,18,3,4,8,1,207,,0,0,0,0,1,284,6,290,437,66.3615,BASICA
319,CENTRO,8,41,16,8,4,15,3,198,,0,0,0,0,8,301,4,305,436,69.9541,CONTIGUA 01
320,CENTRO,22,45,32,22,4,17,3,373,,4,0,0,0,5,527,12,539,741,72.7395,BASICA
320,CENTRO,17,30,44,8,3,18,13,347,,4,0,0,1,5,490,18,508,740,68.6486,CONTIGUA 01
321,CENTRO,17,50,23,7,6,12,5,165,,1,0,0,0,4,290,1,292,420,69.5238,BASICA
321,CENTRO,16,43,22,4,5,13,6,179,,4,0,0,0,2,294,3,297,419,70.883,CONTIGUA 01
322,CENTRO,17,64,29,20,10,13,10,254,,3,0,0,0,0,420,8,429,612,70.098,BASICA
323,CENTRO,7,42,18,6,5,10,7,205,,0,0,0,0,2,302,15,317,476,66.5966,BASICA
323,CENTRO,8,43,21,13,2,3,5,215,,0,0,0,0,2,312,7,320,476,67.2268,CONTIGUA 01
324,CENTRO,7,59,16,16,5,14,4,219,,1,0,0,0,8,349,5,354,520,68.0769,BASICA
324,CENTRO,5,60,16,12,3,13,4,234,,0,0,0,0,3,350,9,359,519,69.1714,CONTIGUA 01
325,CENTRO,4,29,16,10,8,13,2,212,,0,0,0,0,1,295,5,300,412,72.8155,BASICA
325,CENTRO,9,31,17,6,8,15,2,203,,1,1,0,0,4,297,6,303,412,73.5436,CONTIGUA 01
326,CENTRO,24,44,25,8,6,14,10,186,,1,1,0,0,3,322,12,334,527,63.3776,BASICA
326,CENTRO,23,52,27,10,3,18,7,183,,1,0,0,0,3,327,8,335,438,76.484,CONTIGUA 01
327,CENTRO,13,15,12,3,9,21,2,281,,2,0,0,0,7,365,7,372,559,66.5474,BASICA
327,CENTRO,15,27,16,9,5,19,3,279,,1,0,0,0,9,383,6,390,558,69.8924,CONTIGUA 01
328,CENTRO,19,34,22,9,2,15,7,237,,1,0,0,0,5,351,9,360,644,55.9006,BASICA
328,CENTRO,23,45,28,6,14,20,6,342,,0,1,0,0,7,492,5,497,644,77.1739,CONTIGUA 01
329,CENTRO,15,37,24,11,4,11,5,259,,2,0,0,1,4,373,11,384,524,73.2824,BASICA
329,CENTRO,16,45,22,12,5,28,5,235,,0,0,0,0,0,368,7,375,523,71.7017,CONTIGUA 01
330,CENTRO,7,46,21,3,5,16,2,253,,1,1,1,0,4,360,10,370,499,74.1482,BASICA
330,CENTRO,11,39,33,6,3,13,4,213,,4,0,0,0,5,331,8,339,499,67.9358,CONTIGUA 01
331,CENTRO,30,57,38,13,12,25,9,321,,1,0,1,0,5,512,12,525,725,72.4137,BASICA
332,CENTRO,14,73,17,12,7,15,3,275,,0,1,0,0,6,423,10,433,589,73.5144,BASICA
332,CENTRO,11,85,22,10,9,15,4,250,,3,1,0,0,3,413,10,424,588,72.1088,CONTIGUA 01
333,CENTRO,8,39,19,10,4,5,4,177,,3,0,0,0,1,270,8,278,410,67.8048,BASICA
333,CENTRO,13,35,23,13,6,5,0,176,,1,1,0,0,2,275,3,278,409,67.9706,CONTIGUA 01
334,CENTRO,12,52,33,8,5,20,1,338,,0,0,0,0,3,472,10,482,717,67.2245,BASICA
334,CENTRO,14,59,40,6,11,20,6,319,,0,0,0,0,12,487,12,500,717,69.735,CONTIGUA 01
335,CENTRO,10,54,17,12,9,9,4,198,,4,0,0,0,5,322,5,328,419,78.2816,BASICA
335,CENTRO,13,31,13,14,0,5,0,204,,2,1,0,0,0,283,3,287,418,68.6602,CONTIGUA 01
336,CENTRO,13,82,18,9,8,13,7,326,,0,0,0,1,4,481,4,487,651,74.8079,BASICA
337,CENTRO,9,27,23,12,9,10,3,263,,0,1,0,0,8,365,0,365,543,67.2191,BASICA
337,CENTRO,10,28,14,12,4,7,3,278,,0,0,0,0,5,361,9,370,543,68.1399,CONTIGUA 01
338,CENTRO,8,52,26,11,7,11,8,227,,1,0,0,0,4,355,8,363,486,74.6913,BASICA
338,CENTRO,11,66,22,11,8,14,11,212,,0,0,0,0,3,358,11,369,485,76.0824,CONTIGUA 01
339,CENTRO,10,67,28,14,4,14,7,216,,0,0,0,0,2,362,8,373,469,79.5309,BASICA
340,CENTRO,16,71,30,17,1,10,4,254,,4,0,0,0,5,412,7,419,573,73.1239,BASICA
340,CENTRO,18,59,27,24,5,16,6,236,,0,0,0,0,7,398,8,406,572,70.979,CONTIGUA 01
341,CENTRO,12,30,11,3,5,18,6,181,,1,0,0,0,2,269,2,271,389,69.6658,BASICA
341,CENTRO,6,34,15,11,4,11,1,196,,0,0,0,0,3,281,7,288,389,74.0359,CONTIGUA 01
341,CENTRO,1,0,3,3,3,0,0,32,,0,1,0,0,2,45,0,52,,,ESPECIAL MR 01
341,CENTRO,2,1,1,1,0,2,0,46,,0,0,0,0,1,54,2,56,,,ESPECIAL MR 02
342,CENTRO,3,31,14,10,6,9,4,219,,1,0,1,0,6,304,4,308,469,65.6716,BASICA
342,CENTRO,15,54,31,6,6,13,3,214,,1,0,0,0,5,348,5,354,468,75.641,CONTIGUA 01
343,CENTRO,10,43,21,13,5,15,5,291,,1,1,0,0,9,414,9,423,566,74.7349,BASICA
343,CENTRO,13,33,26,6,8,12,5,281,,1,0,0,0,1,386,8,394,566,69.6113,CONTIGUA 01
344,CENTRO,9,37,27,8,6,23,6,342,,0,1,0,1,8,468,7,475,680,69.8529,BASICA
344,CENTRO,11,41,24,12,6,25,5,324,,0,1,0,0,7,456,13,469,680,68.9705,CONTIGUA 01
345,CENTRO,8,49,26,14,3,28,5,324,,1,0,0,0,3,461,9,470,659,71.3201,BASICA
345,CENTRO,13,47,18,12,3,16,3,321,,0,1,0,0,2,436,7,443,659,67.223,CONTIGUA 01
345,CENTRO,21,36,39,7,8,20,5,297,,0,0,0,0,7,440,10,450,658,68.389,CONTIGUA 02
346,CENTRO,13,49,43,13,9,25,5,293,,0,0,0,0,5,455,2,457,617,74.068,BASICA
346,CENTRO,14,47,23,5,7,14,2,242,,1,0,0,0,12,367,7,374,617,60.6158,CONTIGUA 01
347,CENTRO,7,31,21,3,8,7,4,247,,0,0,0,0,3,331,13,344,493,69.7768,BASICA
347,CENTRO,9,32,17,10,6,9,4,255,,2,0,0,0,9,353,8,361,492,73.3739,CONTIGUA 01
348,CENTRO,4,29,15,5,6,10,4,262,,0,0,0,0,7,342,4,346,487,71.0472,BASICA
348,CENTRO,22,29,15,11,5,13,5,245,,1,0,0,0,2,348,0,348,487,71.4579,CONTIGUA 01
349,CENTRO,22,29,15,11,5,13,5,245,,1,0,0,0,2,348,0,348,453,76.8211,BASICA
349,CENTRO,13,26,16,8,5,15,6,232,,1,0,0,0,5,327,10,338,453,74.6136,CONTIGUA 01
350,CENTRO,24,64,29,12,10,20,12,311,,3,0,0,0,6,491,13,504,678,74.3362,BASICA
350,CENTRO,27,61,25,16,8,19,5,315,,2,0,0,2,12,492,12,504,678,74.3362,CONTIGUA 01
351,CENTRO,20,34,14,8,7,9,1,170,,1,0,0,1,3,268,10,278,406,68.4729,BASICA
351,CENTRO,16,41,12,5,11,15,6,175,,2,0,0,0,5,288,4,292,406,71.9211,CONTIGUA 01
352,CENTRO,46,60,30,12,8,17,6,178,,2,0,0,1,5,365,9,374,501,74.6506,BASICA
352,CENTRO,22,53,24,26,6,11,6,205,,1,0,0,0,0,354,7,361,500,72.2,CONTIGUA 01
353,CENTRO,12,35,15,9,5,10,2,229,,0,1,0,0,4,322,10,333,486,68.5185,BASICA
353,CENTRO,9,45,25,19,10,7,4,213,,2,0,0,1,4,339,10,349,486,71.8106,CONTIGUA 01
354,CENTRO,21,60,22,26,2,8,6,225,,1,0,0,0,5,376,11,388,538,72.1189,BASICA
354,CENTRO,25,67,30,27,9,16,11,211,,0,0,0,0,3,399,2,401,538,74.5353,CONTIGUA 01
355,CENTRO,15,44,24,12,2,16,5,268,,1,0,0,0,5,392,6,398,524,75.9541,BASICA
355,CENTRO,9,30,24,11,2,22,1,257,,0,0,0,2,9,367,11,378,523,72.2753,CONTIGUA 01
356,CENTRO,9,35,24,8,2,10,9,321,,2,1,0,1,6,428,9,438,621,70.5314,BASICA
356,CENTRO,5,38,23,8,9,6,4,283,,4,0,0,1,5,386,6,392,621,63.1239,CONTIGUA 01
356,CENTRO,6,34,20,12,4,14,3,279,,1,0,0,1,7,381,8,389,621,62.6409,CONTIGUA 02
357,CENTRO,12,48,39,18,6,12,7,276,,3,0,3,0,9,433,12,445,587,75.8091,BASICA
357,CENTRO,7,42,36,8,3,11,8,290,,2,1,0,0,6,414,10,424,587,72.2316,CONTIGUA 01
358,CENTRO,15,73,36,5,9,9,7,278,,0,0,0,3,4,439,6,445,604,73.6754,BASICA
358,CENTRO,11,52,34,15,8,11,3,278,,6,0,0,0,5,423,7,430,604,71.192,CONTIGUA 01
358,CENTRO,14,49,36,12,7,21,7,256,,4,0,0,0,5,411,11,423,603,70.1492,CONTIGUA 02
359,CENTRO,6,34,29,19,15,15,6,217,,0,0,0,0,0,341,13,354,667,53.0734,BASICA
359,CENTRO,10,41,34,10,7,22,5,317,,2,0,0,0,4,452,8,460,667,68.9655,CONTIGUA 01
359,CENTRO,19,41,18,26,7,21,1,298,,0,1,0,0,5,437,8,446,666,66.9669,CONTIGUA 02
360,CENTRO,14,45,34,7,10,16,3,292,,3,2,0,0,0,426,20,447,680,65.7352,BASICA
360,CENTRO,8,33,36,13,5,16,8,269,,5,0,0,0,5,398,12,411,680,60.4411,CONTIGUA 01
360,CENTRO,17,30,47,11,5,20,8,275,,2,0,0,1,11,427,0,427,679,62.8865,CONTIGUA 02
361,CENTRO,19,54,38,12,14,21,4,319,,1,0,0,0,6,488,9,497,722,68.8365,BASICA
361,CENTRO,19,42,35,10,7,22,3,309,,0,1,0,0,4,452,0,452,722,62.6038,CONTIGUA 01
361,CENTRO,10,59,47,19,9,16,2,289,,0,0,0,0,4,455,11,466,721,64.6324,CONTIGUA 02
362,CENTRO,12,47,32,12,12,18,6,326,,1,0,0,0,4,470,14,484,667,72.5637,BASICA
362,CENTRO,11,68,33,16,6,21,2,317,,0,0,0,2,2,478,4,482,666,72.3723,CONTIGUA 01
363,CENTRO,16,50,24,16,6,9,10,252,,1,0,0,0,3,387,8,396,522,75.862,BASICA
363,CENTRO,20,51,24,11,5,10,10,256,,2,0,0,0,4,393,5,398,522,76.2452,CONTIGUA 01
364,CENTRO,18,48,27,11,9,21,3,231,,1,0,0,0,3,372,7,379,523,72.4665,BASICA
364,CENTRO,12,55,26,11,5,11,3,253,,0,0,0,1,1,378,2,380,522,72.7969,CONTIGUA 01
365,CENTRO,4,32,28,11,6,9,6,248,,1,0,0,1,3,349,4,353,503,70.1789,BASICA
365,CENTRO,19,28,22,16,4,19,6,240,,0,0,0,0,5,359,14,373,503,74.155,CONTIGUA 01
366,CENTRO,12,33,24,13,4,13,5,191,,2,0,0,0,5,302,10,312,401,77.8054,BASICA
366,CENTRO,13,53,15,7,5,4,3,192,,3,0,0,0,5,300,8,308,400,77,CONTIGUA 01
367,CENTRO,15,41,14,7,5,15,6,289,,1,0,0,0,9,402,0,402,526,76.4258,BASICA
367,CENTRO,14,54,20,6,5,10,5,272,,1,0,0,0,4,391,8,399,525,76,CONTIGUA 01
368,CENTRO,23,63,30,14,7,31,10,318,,0,4,0,0,0,500,14,516,663,77.828,BASICA
368,CENTRO,28,51,40,18,11,18,7,323,,0,0,0,0,3,499,7,506,663,76.3197,CONTIGUA 01
369,CENTRO,23,67,33,18,5,15,5,336,,1,1,0,0,3,507,7,514,675,76.1481,BASICA
369,CENTRO,20,61,48,17,11,21,3,325,,2,3,1,0,6,518,4,522,675,77.3333,CONTIGUA 01
370,CENTRO,31,62,34,13,7,41,7,363,,0,0,0,1,2,561,5,566,742,76.2803,BASICA
371,CENTRO,21,56,24,13,8,23,2,319,,0,0,0,1,3,470,11,481,660,72.8787,BASICA
371,CENTRO,18,31,27,8,4,23,11,320,,2,0,2,0,6,452,8,460,660,69.6969,CONTIGUA 01
372,CENTRO,15,52,32,12,5,19,6,306,,2,1,0,0,5,455,9,465,706,65.864,BASICA
372,CENTRO,19,48,29,14,2,26,4,319,,1,1,0,1,3,467,9,476,706,67.422,CONTIGUA 01
372,CENTRO,9,40,35,11,8,23,2,293,,3,2,0,1,10,437,12,449,706,63.5977,CONTIGUA 02
372,CENTRO,11,40,46,19,9,18,11,304,,1,0,0,0,8,467,8,476,706,67.422,CONTIGUA 03
372,CENTRO,14,33,27,21,13,13,3,391,,1,2,0,0,12,530,13,545,706,77.1954,CONTIGUA 04
372,CENTRO,12,50,36,8,6,22,6,284,,1,2,0,0,10,437,13,450,706,63.7393,CONTIGUA 05
372,CENTRO,22,48,37,17,9,13,13,266,,1,4,0,0,5,435,5,440,705,62.4113,CONTIGUA 06
372,CENTRO,21,56,25,8,7,14,6,309,,0,0,0,0,0,446,10,457,705,64.8226,CONTIGUA 07
372,CENTRO,15,47,24,13,7,22,6,282,,1,1,0,0,6,424,11,435,705,61.7021,CONTIGUA 08
372,CENTRO,23,55,35,18,15,25,3,255,,0,1,0,0,9,439,15,454,705,64.3971,CONTIGUA 09
372,CENTRO,13,52,26,11,3,16,4,327,,1,1,0,0,3,457,11,468,705,66.3829,CONTIGUA 10
373,CENTRO,5,38,26,9,9,11,13,307,,0,0,0,0,4,422,0,422,640,65.9375,BASICA
373,CENTRO,9,46,21,5,12,10,4,304,,1,1,0,0,5,418,9,427,639,66.8231,CONTIGUA 01
374,CENTRO,9,29,25,8,9,23,4,253,,0,0,0,0,5,365,9,375,529,70.8884,BASICA
374,CENTRO,15,35,17,12,2,13,4,257,,0,0,0,0,8,363,0,363,529,68.62,CONTIGUA 01
375,CENTRO,15,29,31,6,6,18,0,262,,0,0,0,0,6,373,6,379,525,72.1904,BASICA
375,CENTRO,8,44,42,8,5,22,7,263,,1,1,0,0,6,407,10,417,525,79.4285,CONTIGUA 01
376,CENTRO,23,38,41,16,6,24,2,244,,1,0,0,0,0,395,12,407,563,72.2912,BASICA
376,CENTRO,21,42,25,10,9,20,6,244,,2,2,0,0,6,387,11,398,562,70.8185,CONTIGUA 01
377,CENTRO,21,64,29,13,4,11,5,227,,0,0,2,0,8,384,3,387,522,74.1379,BASICA
377,CENTRO,18,47,24,8,8,13,7,239,,2,0,0,0,2,368,14,382,521,73.3205,CONTIGUA 01
378,CENTRO,19,96,33,18,7,21,9,276,,2,0,0,0,9,490,18,509,719,70.7927,BASICA
379,CENTRO,11,41,17,12,2,15,3,263,,2,0,0,1,6,373,10,383,554,69.1335,BASICA
379,CENTRO,6,39,21,12,5,10,2,265,,2,0,0,0,6,368,15,384,554,69.314,CONTIGUA 01
380,CENTRO,13,44,20,16,10,14,4,187,,1,0,0,0,0,309,11,320,434,73.7327,BASICA
380,CENTRO,16,45,24,7,3,14,2,219,,3,0,0,0,4,337,7,344,434,79.2626,CONTIGUA 01
381,CENTRO,11,37,16,14,8,5,1,231,,1,0,0,0,6,330,12,342,548,62.4087,BASICA
381,CENTRO,4,36,24,5,16,4,252,2,,0,0,0,0,7,350,6,356,548,64.9635,CONTIGUA 01
382,CENTRO,9,30,30,14,7,12,5,354,,1,0,0,0,4,466,5,471,676,69.6745,BASICA
382,CENTRO,8,37,37,4,10,18,2,305,,0,0,0,0,9,430,8,438,675,64.8888,CONTIGUA 01
382,CENTRO,6,31,27,12,6,11,2,345,,1,0,0,0,4,445,13,458,675,67.8518,CONTIGUA 02
383,CENTRO,10,48,20,11,6,17,1,273,,3,1,0,1,5,396,10,408,605,67.438,BASICA
383,CENTRO,8,41,27,12,5,19,5,283,,0,0,0,2,7,409,8,418,604,69.2052,CONTIGUA 01
383,CENTRO,11,40,23,4,8,17,7,290,,0,0,0,0,6,406,14,420,604,69.5364,CONTIGUA 02
383,CENTRO,8,25,27,10,9,18,5,290,,0,0,0,0,2,394,5,399,604,66.0596,CONTIGUA 03
384,CENTRO,12,38,25,16,7,22,5,269,,1,1,0,0,5,401,5,406,611,66.4484,BASICA
384,CENTRO,12,45,25,13,6,19,8,283,,0,2,0,0,9,422,13,435,611,71.1947,CONTIGUA 01
384,CENTRO,7,29,33,10,7,20,2,281,,5,0,0,0,3,397,0,397,611,64.9754,CONTIGUA 02
385,CENTRO,3,43,22,16,3,8,4,213,,1,0,0,0,1,314,6,320,469,68.2302,BASICA
385,CENTRO,10,48,26,10,9,2,3,224,,1,0,0,1,12,346,5,351,468,75,CONTIGUA 01
385,CENTRO,0,9,1,0,1,2,0,27,,0,0,0,0,2,42,1,43,,,ESPECIAL MR 01
386,CENTRO,11,34,16,6,5,12,9,228,,0,0,0,0,1,322,8,330,481,68.607,BASICA
386,CENTRO,9,38,29,8,7,5,5,242,,0,0,0,0,5,348,4,352,481,73.1808,CONTIGUA 01
387,CENTRO,12,70,27,10,6,16,7,235,,1,0,0,1,6,391,9,402,549,73.224,BASICA
387,CENTRO,13,51,19,13,3,19,4,244,,0,0,0,0,10,376,8,384,549,69.9453,CONTIGUA 01
388,CENTRO,28,75,40,17,5,21,4,288,,2,0,0,0,6,486,10,497,702,70.7977,BASICA
388,CENTRO,15,71,28,26,11,12,5,312,,4,0,1,1,9,495,7,502,702,71.5099,CONTIGUA 01
389,CENTRO,28,101,46,23,8,24,5,285,,0,1,0,0,7,528,13,541,728,74.3131,BASICA
390,CENTRO,17,93,36,12,6,25,2,293,,1,0,1,0,2,488,12,501,690,72.6086,BASICA
391,CENTRO,15,56,32,14,5,25,6,287,,1,0,0,1,8,450,5,455,697,65.2797,BASICA
391,CENTRO,24,43,31,16,9,22,5,297,,2,1,0,0,5,455,22,477,696,68.5344,CONTIGUA 01
392,CENTRO,13,45,12,15,9,15,7,288,,0,1,1,2,2,410,11,421,600,70.1666,BASICA
392,CENTRO,11,38,26,4,2,12,2,259,,0,0,0,0,0,354,9,363,599,60.601,CONTIGUA 01
392,CENTRO,1,6,3,2,3,1,1,51,,1,1,0,0,2,72,3,75,,,ESPECIAL MR 01
393,CENTRO,14,25,27,12,9,17,5,290,,0,1,0,1,6,407,5,412,600,68.6666,BASICA
393,CENTRO,10,28,22,14,10,17,3,273,,2,0,0,0,2,381,0,381,600,63.5,CONTIGUA 01
393,CENTRO,10,27,24,4,9,13,5,280,,2,1,0,0,9,384,14,398,599,66.444,CONTIGUA 02
394,CENTRO,12,41,32,8,9,16,2,245,,1,0,0,1,7,374,14,388,561,69.1622,BASICA
394,CENTRO,4,42,22,5,13,18,7,242,,2,1,0,0,5,361,6,367,560,65.5357,CONTIGUA 01
395,CENTRO,11,26,20,8,5,11,3,286,,1,0,0,0,5,376,10,386,543,71.0865,BASICA
395,CENTRO,6,27,19,9,5,13,7,270,,4,0,0,1,1,362,9,372,543,68.5082,CONTIGUA 01
396,CENTRO,15,27,19,9,6,21,5,239,,0,0,0,0,1,342,9,351,496,70.7661,BASICA
396,CENTRO,6,16,13,12,6,14,5,255,,0,0,0,0,3,330,12,342,496,68.9516,CONTIGUA 01
397,CENTRO,11,42,22,7,6,20,0,245,,0,1,0,1,8,363,9,373,558,66.8458,BASICA
397,CENTRO,10,38,20,12,8,21,2,266,,0,0,0,0,5,382,5,387,558,69.3548,CONTIGUA 01
397,CENTRO,9,29,21,9,6,18,0,273,,1,0,0,0,2,368,6,375,557,67.3249,CONTIGUA 02
398,CENTRO,17,36,30,10,10,15,5,311,,2,0,0,0,12,448,3,451,644,70.031,BASICA
398,CENTRO,10,46,29,13,9,12,6,322,,1,0,0,0,9,457,8,465,644,72.2049,CONTIGUA 01
398,CENTRO,17,26,19,10,13,18,7,342,,54,0,0,0,355,861,0,861,643,133.9035,CONTIGUA 02
398,CENTRO,23,28,23,9,8,19,6,301,,0,2,0,1,3,423,5,428,643,66.5629,CONTIGUA 03
398,CENTRO,21,39,28,14,8,12,7,300,,1,0,0,0,7,437,4,442,643,68.7402,CONTIGUA 04
398,CENTRO,24,30,26,9,10,20,3,294,,1,0,1,0,5,423,4,427,643,66.4074,CONTIGUA 05
398,CENTRO,11,34,22,13,6,16,8,315,,0,1,2,0,8,436,0,441,643,68.5847,CONTIGUA 06
399,CENTRO,13,62,24,28,6,10,4,302,,0,0,0,0,4,453,11,464,654,70.948,BASICA
399,CENTRO,10,53,32,12,9,16,5,286,,0,7,0,1,9,440,11,451,654,68.9602,CONTIGUA 01
400,CENTRO,13,48,18,13,11,16,2,283,,0,0,0,2,2,408,8,416,641,64.8985,BASICA
400,CENTRO,10,53,22,7,5,16,4,286,,2,0,0,0,4,409,14,423,640,66.0937,CONTIGUA 01
401,CENTRO,28,61,25,16,10,14,7,321,,1,0,1,0,13,497,10,507,677,74.8892,BASICA
401,CENTRO,28,61,17,17,6,29,7,279,,0,0,0,0,4,448,7,455,676,67.3076,CONTIGUA 01
401,CENTRO,20,67,21,18,7,25,9,302,,1,0,0,0,3,473,12,485,676,71.7455,CONTIGUA 02
401,CENTRO,29,54,19,20,7,29,10,306,,0,0,0,1,2,477,9,486,676,71.8934,CONTIGUA 03
402,CENTRO,28,72,23,8,10,12,5,230,,1,0,0,0,5,394,8,402,523,76.8642,BASICA
402,CENTRO,26,72,26,7,8,19,3,254,,1,0,0,0,3,419,9,429,522,82.1839,CONTIGUA 01
403,CENTRO,13,46,9,9,4,10,4,277,,0,0,0,0,6,378,14,392,613,63.9477,BASICA
403,CENTRO,10,51,19,13,9,19,3,278,,1,0,0,0,8,411,9,420,612,68.6274,CONTIGUA 01
404,CENTRO,17,67,20,11,9,15,4,268,,1,1,0,0,2,415,4,419,564,74.2907,BASICA
404,CENTRO,15,49,32,15,6,14,4,238,,0,0,0,0,4,377,13,391,563,69.4493,CONTIGUA 01
404,CENTRO,22,51,36,14,7,13,10,252,,0,0,0,2,4,411,3,415,563,73.7122,CONTIGUA 02
404,CENTRO,18,58,26,15,6,17,7,245,,3,1,0,0,3,399,11,410,563,72.8241,CONTIGUA 03
405,CENTRO,15,28,30,14,14,16,6,349,,3,0,0,1,13,489,6,495,746,66.3538,BASICA
405,CENTRO,7,39,25,2,8,19,3,303,,4,0,0,0,7,417,13,430,746,57.6407,CONTIGUA 01
405,CENTRO,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,746,0,CONTIGUA 02
405,CENTRO,8,42,33,13,7,10,8,325,,5,0,0,0,7,458,6,464,745,62.2818,CONTIGUA 03
405,CENTRO,15,38,34,11,10,16,4,320,,1,1,0,0,11,461,11,472,745,63.3557,CONTIGUA 04
405,CENTRO,16,39,21,13,8,18,5,352,,0,0,0,0,4,476,12,488,745,65.5033,CONTIGUA 05
405,CENTRO,10,33,31,14,7,13,5,268,,4,0,0,0,2,387,13,401,745,53.8255,CONTIGUA 06
405,CENTRO,11,42,37,12,6,19,2,328,,2,0,0,0,3,462,10,472,745,63.3557,CONTIGUA 07
405,CENTRO,15,32,31,13,5,20,5,332,,0,0,0,0,6,459,7,466,745,62.5503,CONTIGUA 08
406,CENTRO,12,29,39,12,10,15,6,281,,1,1,0,0,7,413,10,424,617,68.7196,BASICA
406,CENTRO,14,33,26,12,11,13,2,264,,2,0,0,0,6,383,8,392,617,63.5332,CONTIGUA 01
407,CENTRO,18,41,26,12,4,13,2,321,,3,0,0,1,5,446,9,456,677,67.3559,BASICA
407,CENTRO,7,61,28,18,5,16,1,316,,6,1,0,0,6,465,9,475,676,70.2662,CONTIGUA 01
408,CENTRO,13,48,23,7,5,10,5,384,,2,0,0,0,11,508,12,521,727,71.6643,BASICA
408,CENTRO,20,57,17,10,7,17,7,344,,1,0,0,0,6,486,12,498,726,68.595,CONTIGUA 01
409,CENTRO,12,38,27,4,7,27,4,325,,2,0,0,0,5,451,9,461,649,71.0323,BASICA
409,CENTRO,14,49,24,14,12,20,9,276,,0,0,0,0,8,426,18,444,649,68.4129,CONTIGUA 01
410,CENTRO,12,40,21,3,11,12,1,306,,0,0,0,1,7,414,8,422,706,59.7733,BASICA
410,CENTRO,12,29,22,3,16,16,3,305,,1,0,0,0,5,412,13,425,706,60.1983,CONTIGUA 01
410,CENTRO,18,26,23,13,9,13,6,293,,0,3,0,0,7,411,12,423,706,59.915,CONTIGUA 02
410,CENTRO,21,25,23,11,5,13,6,290,,0,0,0,0,12,406,13,420,705,59.5744,CONTIGUA 03
411,CENTRO,5,53,21,7,3,11,4,231,,1,0,0,0,3,339,7,346,515,67.1844,BASICA
411,CENTRO,8,40,12,10,6,16,8,232,,1,0,0,1,7,341,12,353,515,68.5436,CONTIGUA 01
411,CENTRO,11,37,24,15,4,15,4,237,,1,0,0,0,4,352,13,365,515,70.8737,CONTIGUA 02
412,CENTRO,10,35,22,8,7,15,7,283,,1,0,0,0,4,392,18,410,610,67.2131,BASICA
412,CENTRO,12,46,24,9,10,16,3,268,,0,1,0,0,7,396,3,399,610,65.4098,CONTIGUA 01
413,CENTRO,14,28,38,7,3,14,3,299,,1,0,0,0,3,410,7,417,622,67.0418,BASICA
413,CENTRO,7,24,16,13,4,23,2,298,,1,0,0,0,4,392,10,402,622,64.6302,CONTIGUA 01
414,CENTRO,8,40,27,13,8,13,5,327,,0,0,0,0,3,444,10,454,659,68.8922,BASICA
414,CENTRO,19,39,25,13,5,13,6,321,,0,0,0,0,0,441,16,457,658,69.4528,CONTIGUA 01
