SECCION ELECTORAL,MUNICIPIO,EXTRA DATA,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
2471,ZACATLAN,3,,,,,
2472,ZACATLAN,3,,,,,
2473,ZACATLAN,3,,,,,
2474,ZACATLAN,3,,,,,
2475,ZACATLAN,3,,,,,
2476,ZACATLAN,3,,,,,
2477,ZACATLAN,3,,,,,
2478,ZACATLAN,3,,,,,
2479,ZACATLAN,3,,,,,
2480,ZACATLAN,3,,,,,
2481,ZACATLAN,3,,,,,
2482,ZACATLAN,3,,,,,
2483,ZACATLAN,3,,,,,
2484,ZACATLAN,3,,,,,
2485,ZACATLAN,3,,,,,
2486,ZACATLAN,3,,,,,
2487,ZACATLAN,3,,,,,
2488,ZACATLAN,3,,,,,
2489,ZACATLAN,3,,,,,
2490,ZAPOTITLAN,3,,,,,
2491,ZAPOTITLAN,3,,,,,
2492,ZAPOTITLAN,3,,,,,
2493,ZAPOTITLAN,3,,,,,
2494,ZAPOTITLAN,3,,,,,
2495,ZAPOTITLAN,3,,,,,
2496,ZAPOTITLAN,3,,,,,
2497,ZAPOTITLAN,3,,,,,
2498,ZAPOTITLAN,3,,,,,
2499,ZAPOTITLAN DE MENDEZ,3,,,,,
2500,ZAPOTITLAN DE MENDEZ,3,,,,,
2501,ZAPOTITLAN DE MENDEZ,3,,,,,
2502,ZARAGOZA,3,,,,,
2503,ZARAGOZA,3,,,,,
2504,ZARAGOZA,3,,,,,
2505,ZARAGOZA,3,,,,,
2506,ZARAGOZA,3,,,,,
2507,ZARAGOZA,3,,,,,
2508,ZAUTLA,3,,,,,
2509,ZAUTLA,3,,,,,
2510,ZAUTLA,3,,,,,
2511,ZAUTLA,3,,,,,
2512,ZAUTLA,3,,,,,
2513,ZAUTLA,3,,,,,
2514,ZAUTLA,3,,,,,
2515,ZAUTLA,3,,,,,
2516,ZAUTLA,3,,,,,
2517,ZAUTLA,3,,,,,
2518,ZAUTLA,3,,,,,
2519,ZAUTLA,3,,,,,
2520,ZIHUATEUTLA,3,,,,,
2521,ZIHUATEUTLA,3,,,,,
2522,ZIHUATEUTLA,3,,,,,
2523,ZIHUATEUTLA,3,,,,,
2524,ZIHUATEUTLA,3,,,,,
2525,ZIHUATEUTLA,3,,,,,
2526,ZIHUATEUTLA,3,,,,,
2527,ZINACATEPEC,3,,,,,
2528,ZINACATEPEC,3,,,,,
2529,ZINACATEPEC,3,,,,,
2530,ZINACATEPEC,3,,,,,
2531,ZINACATEPEC,3,,,,,
2532,ZINACATEPEC,3,,,,,
2533,ZONGOZOTLA,3,,,,,
2534,ZONGOZOTLA,3,,,,,
2535,ZOQUIAPAN,3,,,,,
2536,ZOQUIAPAN,3,,,,,
2537,ZOQUITLAN,3,,,,,
2538,ZOQUITLAN,3,,,,,
2539,ZOQUITLAN,3,,,,,
2540,ZOQUITLAN,3,,,,,
2541,ZOQUITLAN,3,,,,,
2542,ZOQUITLAN,3,,,,,
2543,ZOQUITLAN,3,,,,,
2544,ZOQUITLAN,3,,,,,
2545,ZOQUITLAN,3,,,,,
2546,ZOQUITLAN,3,,,,,
2547,ZOQUITLAN,3,,,,,
2548,ZOQUITLAN,3,,,,,
2549,CUAUTLANCINGO,3,,,,,
2550,PUEBLA,3,,,,,
2551,PUEBLA,3,,,,,
2552,PUEBLA,3,,,,,
2553,PUEBLA,3,,,,,
2554,PUEBLA,3,,,,,
2555,PUEBLA,3,,,,,
2556,PUEBLA,3,,,,,
2557,PUEBLA,3,,,,,
2558,PUEBLA,3,,,,,
2559,PUEBLA,3,,,,,
2560,PUEBLA,3,,,,,
2561,PUEBLA,3,,,,,
2562,PUEBLA,3,,,,,
2563,PUEBLA,3,,,,,
2564,PUEBLA,3,,,,,
2565,PUEBLA,3,,,,,
2566,PUEBLA,3,,,,,
2567,PUEBLA,3,,,,,
2568,PUEBLA,3,,,,,
2569,PUEBLA,3,,,,,
2570,PUEBLA,3,,,,,
2571,PUEBLA,3,,,,,
2572,PUEBLA,3,,,,,
2573,PUEBLA,3,,,,,
2574,PUEBLA,3,,,,,
2575,PUEBLA,3,,,,,
2576,PUEBLA,3,,,,,
2577,PUEBLA,3,,,,,
2578,PUEBLA,3,,,,,
2579,PUEBLA,3,,,,,
2580,PUEBLA,3,,,,,
2581,PUEBLA,3,,,,,
2582,PUEBLA,3,,,,,
2583,PUEBLA,3,,,,,
2584,PUEBLA,3,,,,,
2585,PUEBLA,3,,,,,
2586,PUEBLA,3,,,,,
2587,PUEBLA,3,,,,,
2588,PUEBLA,3,,,,,
2589,PUEBLA,3,,,,,
2590,PUEBLA,3,,,,,
2591,PUEBLA,3,,,,,
2592,PUEBLA,3,,,,,
2593,PUEBLA,3,,,,,
2594,PUEBLA,3,,,,,
2595,PUEBLA,3,,,,,
2596,PUEBLA,3,,,,,
2597,PUEBLA,3,,,,,
2598,PUEBLA,3,,,,,
2599,PUEBLA,3,,,,,
2600,PUEBLA,3,,,,,
2601,PUEBLA,3,,,,,
2602,PUEBLA,3,,,,,
2603,PUEBLA,3,,,,,
2604,PUEBLA,3,,,,,
2605,PUEBLA,3,,,,,
2606,PUEBLA,3,,,,,
2607,PUEBLA,3,,,,,
2608,PUEBLA,3,,,,,
2609,PUEBLA,3,,,,,
2610,PUEBLA,3,,,,,
2611,PUEBLA,3,,,,,
2612,PUEBLA,3,,,,,
2613,PUEBLA,3,,,,,
2614,PUEBLA,3,,,,,
2615,PUEBLA,3,,,,,
2616,PUEBLA,3,,,,,
2617,PUEBLA,3,,,,,
2618,PUEBLA,3,,,,,
2619,PUEBLA,3,,,,,
2620,PUEBLA,3,,,,,
2621,PUEBLA,3,,,,,
2622,PUEBLA,3,,,,,
2623,PUEBLA,3,,,,,
2624,PUEBLA,3,,,,,
2625,PUEBLA,3,,,,,
2626,PUEBLA,3,,,,,
2627,PUEBLA,3,,,,,
2628,PUEBLA,3,,,,,
2629,PUEBLA,3,,,,,
2630,PUEBLA,3,,,,,
2631,PUEBLA,3,,,,,
2632,PUEBLA,3,,,,,
2633,SAN ANDRES CHOLULA,3,,,,,
2634,SAN ANDRES CHOLULA,3,,,,,
2635,SAN ANDRES CHOLULA,3,,,,,
2636,SAN ANDRES CHOLULA,3,,,,,
2637,SAN ANDRES CHOLULA,3,,,,,
2638,SAN ANDRES CHOLULA,3,,,,,
2639,SAN ANDRES CHOLULA,3,,,,,
2640,SAN ANDRES CHOLULA,3,,,,,
2641,SAN ANDRES CHOLULA,3,,,,,
2642,SAN ANDRES CHOLULA,3,,,,,
2643,PUEBLA,3,,,,,
2644,SAN ANDRES CHOLULA,3,,,,,
2645,SAN ANDRES CHOLULA,3,,,,,
2646,SAN ANDRES CHOLULA,3,,,,,
2647,SAN ANDRES CHOLULA,3,,,,,
2648,PUEBLA,3,,,,,
2649,PUEBLA,3,,,,,
2650,PUEBLA,3,,,,,
2651,PUEBLA,3,,,,,
2652,PUEBLA,3,,,,,
2653,PUEBLA,3,,,,,
2654,PUEBLA,3,,,,,
2655,PUEBLA,3,,,,,
2656,PUEBLA,3,,,,,
2657,PUEBLA,3,,,,,
2658,PUEBLA,3,,,,,
2659,SAN ANDRES CHOLULA,3,,,,,
2660,SAN ANDRES CHOLULA,3,,,,,
2661,SAN ANDRES CHOLULA,3,,,,,
2662,SAN ANDRES CHOLULA,3,,,,,
2663,PUEBLA,3,,,,,
