MUNICIPIO,SECCION,TIPO
MACUSPANA,883,URBANO
MACUSPANA,884,MIXTO
MACUSPANA,885,URBANO
MACUSPANA,886,RURAL
MACUSPANA,887,RURAL
MACUSPANA,888,RURAL
MACUSPANA,889,RURAL
MACUSPANA,890,RURAL
MACUSPANA,891,RURAL
MACUSPANA,892,RURAL
MACUSPANA,893,RURAL
MACUSPANA,894,RURAL
MACUSPANA,895,URBANO
MACUSPANA,896,URBANO
MACUSPANA,897,MIXTO
MACUSPANA,898,URBANO
MACUSPANA,899,URBANO
MACUSPANA,900,RURAL
MACUSPANA,901,URBANO
MACUSPANA,902,URBANO
MACUSPANA,903,URBANO
MACUSPANA,904,RURAL
MACUSPANA,905,RURAL
MACUSPANA,906,RURAL
MACUSPANA,907,MIXTO
MACUSPANA,908,RURAL
MACUSPANA,909,RURAL
MACUSPANA,910,MIXTO
MACUSPANA,911,MIXTO
MACUSPANA,912,URBANO
MACUSPANA,913,URBANO
MACUSPANA,914,URBANO
MACUSPANA,915,URBANO
MACUSPANA,916,URBANO
MACUSPANA,917,URBANO
MACUSPANA,918,MIXTO
MACUSPANA,919,RURAL
MACUSPANA,920,RURAL
MACUSPANA,921,RURAL
MACUSPANA,922,RURAL
MACUSPANA,923,RURAL
MACUSPANA,924,RURAL
MACUSPANA,925,RURAL
MACUSPANA,926,RURAL
MACUSPANA,927,RURAL
MACUSPANA,928,RURAL
MACUSPANA,929,MIXTO
MACUSPANA,930,MIXTO
MACUSPANA,931,MIXTO
MACUSPANA,932,RURAL
MACUSPANA,933,MIXTO
MACUSPANA,934,MIXTO
MACUSPANA,935,MIXTO
MACUSPANA,936,RURAL
MACUSPANA,937,RURAL
MACUSPANA,938,RURAL
MACUSPANA,939,RURAL
MACUSPANA,940,MIXTO
MACUSPANA,941,RURAL
MACUSPANA,942,RURAL
MACUSPANA,943,RURAL
MACUSPANA,944,RURAL
MACUSPANA,945,RURAL
MACUSPANA,946,RURAL
MACUSPANA,947,RURAL
MACUSPANA,948,RURAL
MACUSPANA,949,RURAL
MACUSPANA,950,RURAL
MACUSPANA,951,RURAL
MACUSPANA,952,RURAL
MACUSPANA,953,RURAL
TENOSIQUE,1089,MIXTO
TENOSIQUE,1090,URBANO
TENOSIQUE,1091,URBANO
TENOSIQUE,1092,URBANO
TENOSIQUE,1093,URBANO
TENOSIQUE,1094,URBANO
TENOSIQUE,1095,URBANO
TENOSIQUE,1096,URBANO
TENOSIQUE,1097,URBANO
TENOSIQUE,1098,URBANO
TENOSIQUE,1099,URBANO
TENOSIQUE,1100,URBANO
TENOSIQUE,1101,URBANO
TENOSIQUE,1102,URBANO
TENOSIQUE,1103,URBANO
TENOSIQUE,1104,URBANO
TENOSIQUE,1105,URBANO
TENOSIQUE,1106,URBANO
TENOSIQUE,1107,URBANO
TENOSIQUE,1108,RURAL
TENOSIQUE,1109,RURAL
TENOSIQUE,1110,RURAL
TENOSIQUE,1111,RURAL
TENOSIQUE,1112,RURAL
TENOSIQUE,1113,RURAL
TENOSIQUE,1114,RURAL
TENOSIQUE,1115,RURAL
TENOSIQUE,1116,RURAL
TENOSIQUE,1117,RURAL
TENOSIQUE,1118,RURAL
TENOSIQUE,1119,RURAL
TENOSIQUE,1120,RURAL
TENOSIQUE,1121,RURAL
TENOSIQUE,1122,RURAL
TENOSIQUE,1123,RURAL
TENOSIQUE,1124,RURAL
TENOSIQUE,1125,RURAL
TENOSIQUE,1126,RURAL
TENOSIQUE,1127,RURAL
TENOSIQUE,1128,RURAL
TENOSIQUE,1129,RURAL
TENOSIQUE,1130,RURAL
TENOSIQUE,1131,RURAL
TENOSIQUE,1132,RURAL
TENOSIQUE,1133,RURAL
CARDENAS,46,URBANO
CARDENAS,47,URBANO
CARDENAS,48,URBANO
CARDENAS,49,URBANO
CARDENAS,50,URBANO
CARDENAS,51,URBANO
CARDENAS,52,URBANO
CARDENAS,53,URBANO
CARDENAS,54,URBANO
CARDENAS,55,URBANO
CARDENAS,56,URBANO
CARDENAS,57,URBANO
CARDENAS,58,URBANO
CARDENAS,59,URBANO
CARDENAS,60,URBANO
CARDENAS,61,URBANO
CARDENAS,62,URBANO
CARDENAS,63,URBANO
CARDENAS,64,URBANO
CARDENAS,65,URBANO
CARDENAS,66,URBANO
CARDENAS,67,URBANO
CARDENAS,68,URBANO
CARDENAS,69,URBANO
CARDENAS,70,URBANO
CARDENAS,71,URBANO
CARDENAS,72,URBANO
CARDENAS,73,URBANO
CARDENAS,74,URBANO
CARDENAS,75,URBANO
CARDENAS,76,URBANO
CARDENAS,77,URBANO
CARDENAS,78,URBANO
CARDENAS,79,URBANO
CARDENAS,80,URBANO
CARDENAS,81,URBANO
CARDENAS,82,URBANO
CARDENAS,83,URBANO
CARDENAS,84,URBANO
CARDENAS,85,URBANO
CARDENAS,86,URBANO
CARDENAS,87,URBANO
CARDENAS,88,URBANO
CARDENAS,89,URBANO
CARDENAS,90,RURAL
CARDENAS,91,RURAL
CARDENAS,92,URBANO
CARDENAS,93,URBANO
CARDENAS,94,URBANO
CARDENAS,95,MIXTO
CARDENAS,96,RURAL
CARDENAS,97,RURAL
CARDENAS,98,RURAL
CARDENAS,99,RURAL
CARDENAS,100,URBANO
CARDENAS,101,RURAL
CARDENAS,102,RURAL
CARDENAS,103,RURAL
CARDENAS,104,RURAL
CARDENAS,105,RURAL
CARDENAS,106,RURAL
CARDENAS,107,RURAL
CARDENAS,108,RURAL
CARDENAS,109,RURAL
CARDENAS,110,URBANO
CARDENAS,111,RURAL
CARDENAS,112,RURAL
CARDENAS,113,MIXTO
CARDENAS,114,URBANO
CARDENAS,115,URBANO
CARDENAS,116,URBANO
CARDENAS,117,RURAL
CARDENAS,118,URBANO
CARDENAS,119,MIXTO
CARDENAS,120,URBANO
CARDENAS,121,URBANO
CARDENAS,122,RURAL
CARDENAS,123,RURAL
CARDENAS,124,RURAL
CARDENAS,125,URBANO
CARDENAS,126,RURAL
CARDENAS,127,MIXTO
CARDENAS,128,MIXTO
CARDENAS,129,RURAL
CARDENAS,130,URBANO
CARDENAS,131,RURAL
CARDENAS,132,URBANO
CARDENAS,133,URBANO
CARDENAS,134,URBANO
CARDENAS,135,RURAL
CARDENAS,136,RURAL
CARDENAS,137,URBANO
CARDENAS,138,URBANO
CARDENAS,139,RURAL
CARDENAS,140,RURAL
CARDENAS,141,URBANO
CARDENAS,142,URBANO
CARDENAS,143,URBANO
CARDENAS,144,URBANO
CARDENAS,145,RURAL
CARDENAS,146,RURAL
CARDENAS,147,RURAL
CARDENAS,148,URBANO
CARDENAS,149,RURAL
CARDENAS,150,RURAL
CARDENAS,151,RURAL
CARDENAS,152,URBANO
CARDENAS,153,MIXTO
CARDENAS,154,URBANO
CARDENAS,155,URBANO
CARDENAS,156,MIXTO
CARDENAS,157,URBANO
CARDENAS,158,URBANO
CARDENAS,159,MIXTO
CARDENAS,160,RURAL
CARDENAS,161,RURAL
CARDENAS,162,RURAL
CARDENAS,163,MIXTO
CARDENAS,164,RURAL
CARDENAS,165,RURAL
CARDENAS,166,RURAL
CARDENAS,167,RURAL
HUIMANGUILLO,684,URBANO
HUIMANGUILLO,685,URBANO
HUIMANGUILLO,686,URBANO
HUIMANGUILLO,687,URBANO
HUIMANGUILLO,688,URBANO
HUIMANGUILLO,689,URBANO
HUIMANGUILLO,690,URBANO
HUIMANGUILLO,691,URBANO
HUIMANGUILLO,692,URBANO
HUIMANGUILLO,693,URBANO
HUIMANGUILLO,694,URBANO
HUIMANGUILLO,695,URBANO
HUIMANGUILLO,696,URBANO
HUIMANGUILLO,697,URBANO
HUIMANGUILLO,698,URBANO
HUIMANGUILLO,699,MIXTO
HUIMANGUILLO,700,URBANO
HUIMANGUILLO,701,URBANO
HUIMANGUILLO,702,URBANO
HUIMANGUILLO,703,MIXTO
HUIMANGUILLO,704,MIXTO
HUIMANGUILLO,705,RURAL
HUIMANGUILLO,706,RURAL
HUIMANGUILLO,707,RURAL
HUIMANGUILLO,708,RURAL
HUIMANGUILLO,709,RURAL
HUIMANGUILLO,710,RURAL
HUIMANGUILLO,711,RURAL
HUIMANGUILLO,712,URBANO
HUIMANGUILLO,713,RURAL
HUIMANGUILLO,714,URBANO
HUIMANGUILLO,715,RURAL
HUIMANGUILLO,716,RURAL
HUIMANGUILLO,717,RURAL
HUIMANGUILLO,718,URBANO
HUIMANGUILLO,719,URBANO
HUIMANGUILLO,720,URBANO
HUIMANGUILLO,721,URBANO
HUIMANGUILLO,722,URBANO
HUIMANGUILLO,723,RURAL
HUIMANGUILLO,724,MIXTO
HUIMANGUILLO,725,RURAL
HUIMANGUILLO,726,RURAL
HUIMANGUILLO,727,URBANO
HUIMANGUILLO,728,RURAL
HUIMANGUILLO,729,URBANO
HUIMANGUILLO,730,RURAL
HUIMANGUILLO,731,MIXTO
HUIMANGUILLO,732,RURAL
HUIMANGUILLO,733,RURAL
HUIMANGUILLO,734,RURAL
HUIMANGUILLO,735,RURAL
HUIMANGUILLO,736,RURAL
HUIMANGUILLO,737,RURAL
HUIMANGUILLO,738,RURAL
HUIMANGUILLO,739,RURAL
HUIMANGUILLO,740,RURAL
HUIMANGUILLO,741,MIXTO
HUIMANGUILLO,742,RURAL
HUIMANGUILLO,743,RURAL
HUIMANGUILLO,744,RURAL
HUIMANGUILLO,745,RURAL
HUIMANGUILLO,746,RURAL
HUIMANGUILLO,747,URBANO
HUIMANGUILLO,748,RURAL
HUIMANGUILLO,749,RURAL
HUIMANGUILLO,750,RURAL
HUIMANGUILLO,751,RURAL
HUIMANGUILLO,752,RURAL
HUIMANGUILLO,753,RURAL
HUIMANGUILLO,754,RURAL
HUIMANGUILLO,755,RURAL
HUIMANGUILLO,756,RURAL
HUIMANGUILLO,757,RURAL
HUIMANGUILLO,758,RURAL
HUIMANGUILLO,759,RURAL
HUIMANGUILLO,760,RURAL
HUIMANGUILLO,761,RURAL
HUIMANGUILLO,762,RURAL
HUIMANGUILLO,763,RURAL
HUIMANGUILLO,764,RURAL
HUIMANGUILLO,765,MIXTO
HUIMANGUILLO,766,URBANO
HUIMANGUILLO,767,URBANO
HUIMANGUILLO,768,URBANO
HUIMANGUILLO,769,RURAL
HUIMANGUILLO,770,RURAL
HUIMANGUILLO,771,RURAL
HUIMANGUILLO,772,RURAL
HUIMANGUILLO,773,RURAL
HUIMANGUILLO,774,RURAL
HUIMANGUILLO,775,RURAL
HUIMANGUILLO,776,RURAL
HUIMANGUILLO,777,RURAL
HUIMANGUILLO,778,RURAL
HUIMANGUILLO,779,RURAL
HUIMANGUILLO,780,RURAL
COMALCALCO,512,URBANO
COMALCALCO,513,URBANO
COMALCALCO,514,URBANO
COMALCALCO,515,URBANO
COMALCALCO,516,URBANO
COMALCALCO,517,URBANO
COMALCALCO,518,URBANO
COMALCALCO,519,URBANO
COMALCALCO,520,URBANO
COMALCALCO,521,URBANO
COMALCALCO,522,URBANO
COMALCALCO,523,URBANO
COMALCALCO,524,URBANO
COMALCALCO,525,URBANO
COMALCALCO,526,URBANO
COMALCALCO,527,URBANO
COMALCALCO,528,URBANO
COMALCALCO,529,URBANO
COMALCALCO,530,URBANO
COMALCALCO,531,URBANO
COMALCALCO,532,URBANO
COMALCALCO,533,URBANO
COMALCALCO,534,URBANO
COMALCALCO,535,URBANO
COMALCALCO,536,URBANO
COMALCALCO,537,URBANO
COMALCALCO,538,URBANO
COMALCALCO,539,RURAL
COMALCALCO,540,RURAL
COMALCALCO,541,RURAL
COMALCALCO,542,RURAL
COMALCALCO,543,RURAL
COMALCALCO,544,RURAL
COMALCALCO,545,RURAL
COMALCALCO,546,RURAL
COMALCALCO,547,RURAL
COMALCALCO,548,RURAL
COMALCALCO,549,RURAL
COMALCALCO,550,RURAL
COMALCALCO,551,RURAL
COMALCALCO,552,RURAL
COMALCALCO,553,RURAL
COMALCALCO,554,RURAL
COMALCALCO,556,RURAL
COMALCALCO,557,RURAL
COMALCALCO,558,RURAL
COMALCALCO,559,RURAL
COMALCALCO,560,RURAL
COMALCALCO,561,RURAL
COMALCALCO,562,URBANO
COMALCALCO,563,URBANO
COMALCALCO,564,URBANO
COMALCALCO,565,URBANO
COMALCALCO,566,URBANO
COMALCALCO,567,URBANO
COMALCALCO,568,URBANO
COMALCALCO,569,RURAL
COMALCALCO,570,RURAL
COMALCALCO,571,RURAL
COMALCALCO,572,URBANO
COMALCALCO,573,URBANO
COMALCALCO,574,URBANO
COMALCALCO,575,RURAL
COMALCALCO,576,MIXTO
COMALCALCO,577,URBANO
COMALCALCO,578,RURAL
COMALCALCO,579,RURAL
COMALCALCO,580,RURAL
COMALCALCO,581,RURAL
COMALCALCO,582,RURAL
COMALCALCO,583,RURAL
COMALCALCO,584,URBANO
COMALCALCO,585,URBANO
COMALCALCO,586,URBANO
COMALCALCO,587,MIXTO
COMALCALCO,588,RURAL
COMALCALCO,589,RURAL
COMALCALCO,590,URBANO
COMALCALCO,591,URBANO
COMALCALCO,592,RURAL
COMALCALCO,593,RURAL
COMALCALCO,594,RURAL
COMALCALCO,595,RURAL
COMALCALCO,596,RURAL
COMALCALCO,597,RURAL
COMALCALCO,598,RURAL
COMALCALCO,599,RURAL
COMALCALCO,600,RURAL
COMALCALCO,601,URBANO
COMALCALCO,602,RURAL
COMALCALCO,603,RURAL
COMALCALCO,604,RURAL
COMALCALCO,605,RURAL
COMALCALCO,606,RURAL
COMALCALCO,607,RURAL
COMALCALCO,608,RURAL
COMALCALCO,1145,RURAL
COMALCALCO,1146,RURAL
COMALCALCO,1147,URBANO
CUNDUACAN,609,MIXTO
CUNDUACAN,610,URBANO
CUNDUACAN,611,MIXTO
CUNDUACAN,612,URBANO
CUNDUACAN,613,URBANO
CUNDUACAN,614,MIXTO
CUNDUACAN,615,URBANO
CUNDUACAN,616,MIXTO
CUNDUACAN,617,URBANO
CUNDUACAN,618,RURAL
CUNDUACAN,619,RURAL
CUNDUACAN,620,MIXTO
CUNDUACAN,621,URBANO
CUNDUACAN,622,RURAL
CUNDUACAN,623,RURAL
CUNDUACAN,624,RURAL
CUNDUACAN,625,RURAL
CUNDUACAN,626,RURAL
CUNDUACAN,627,RURAL
CUNDUACAN,628,RURAL
CUNDUACAN,629,RURAL
CUNDUACAN,630,URBANO
CUNDUACAN,631,URBANO
CUNDUACAN,632,RURAL
CUNDUACAN,633,RURAL
CUNDUACAN,634,RURAL
CUNDUACAN,635,RURAL
CUNDUACAN,636,RURAL
CUNDUACAN,637,RURAL
CUNDUACAN,638,RURAL
CUNDUACAN,639,RURAL
CUNDUACAN,640,URBANO
CUNDUACAN,641,MIXTO
CUNDUACAN,642,URBANO
CUNDUACAN,643,RURAL
CUNDUACAN,644,RURAL
CUNDUACAN,645,RURAL
CUNDUACAN,646,RURAL
CUNDUACAN,647,RURAL
CUNDUACAN,648,RURAL
CUNDUACAN,649,RURAL
CUNDUACAN,650,RURAL
CUNDUACAN,651,RURAL
CUNDUACAN,652,RURAL
CUNDUACAN,653,RURAL
CUNDUACAN,654,RURAL
CUNDUACAN,655,RURAL
CUNDUACAN,656,MIXTO
CUNDUACAN,657,RURAL
CUNDUACAN,658,RURAL
CUNDUACAN,659,RURAL
CUNDUACAN,660,RURAL
CUNDUACAN,661,RURAL
CUNDUACAN,662,RURAL
CUNDUACAN,663,URBANO
CUNDUACAN,664,RURAL
CUNDUACAN,665,RURAL
CUNDUACAN,666,RURAL
CUNDUACAN,667,RURAL
CENTRO,232,URBANO
CENTRO,233,URBANO
CENTRO,234,URBANO
CENTRO,235,URBANO
CENTRO,236,URBANO
CENTRO,237,URBANO
CENTRO,238,URBANO
CENTRO,239,URBANO
CENTRO,240,URBANO
CENTRO,241,URBANO
CENTRO,242,URBANO
CENTRO,243,URBANO
CENTRO,244,URBANO
CENTRO,245,URBANO
CENTRO,246,URBANO
CENTRO,247,URBANO
CENTRO,248,URBANO
CENTRO,249,URBANO
CENTRO,250,URBANO
CENTRO,251,URBANO
CENTRO,252,URBANO
CENTRO,253,URBANO
CENTRO,254,URBANO
CENTRO,255,URBANO
CENTRO,256,URBANO
CENTRO,257,URBANO
CENTRO,258,URBANO
CENTRO,259,URBANO
CENTRO,260,URBANO
CENTRO,261,URBANO
CENTRO,262,URBANO
CENTRO,263,URBANO
CENTRO,264,URBANO
CENTRO,265,URBANO
CENTRO,266,URBANO
CENTRO,267,URBANO
CENTRO,268,URBANO
CENTRO,269,URBANO
CENTRO,270,URBANO
CENTRO,271,URBANO
CENTRO,272,URBANO
CENTRO,273,URBANO
CENTRO,274,URBANO
CENTRO,275,URBANO
CENTRO,276,URBANO
CENTRO,277,URBANO
CENTRO,278,URBANO
CENTRO,279,URBANO
CENTRO,280,URBANO
CENTRO,281,URBANO
CENTRO,282,URBANO
CENTRO,283,URBANO
CENTRO,284,URBANO
CENTRO,285,URBANO
CENTRO,286,URBANO
CENTRO,287,URBANO
CENTRO,288,URBANO
CENTRO,289,URBANO
CENTRO,290,URBANO
CENTRO,291,URBANO
CENTRO,292,URBANO
CENTRO,293,URBANO
CENTRO,294,URBANO
CENTRO,295,URBANO
CENTRO,296,URBANO
CENTRO,297,URBANO
CENTRO,298,URBANO
CENTRO,299,URBANO
CENTRO,300,URBANO
CENTRO,301,URBANO
CENTRO,302,URBANO
CENTRO,303,URBANO
CENTRO,304,URBANO
CENTRO,305,URBANO
CENTRO,306,URBANO
CENTRO,307,URBANO
CENTRO,308,URBANO
CENTRO,309,URBANO
CENTRO,310,URBANO
CENTRO,311,URBANO
CENTRO,312,URBANO
CENTRO,313,URBANO
CENTRO,314,URBANO
CENTRO,315,URBANO
CENTRO,316,URBANO
CENTRO,317,URBANO
CENTRO,318,URBANO
CENTRO,319,URBANO
CENTRO,320,URBANO
CENTRO,321,URBANO
CENTRO,322,URBANO
CENTRO,323,URBANO
CENTRO,324,URBANO
CENTRO,325,URBANO
CENTRO,326,URBANO
CENTRO,327,URBANO
CENTRO,328,URBANO
CENTRO,329,URBANO
CENTRO,330,URBANO
CENTRO,331,URBANO
CENTRO,332,URBANO
CENTRO,333,URBANO
CENTRO,334,URBANO
CENTRO,335,URBANO
CENTRO,336,URBANO
CENTRO,337,URBANO
CENTRO,338,URBANO
CENTRO,339,URBANO
CENTRO,340,URBANO
CENTRO,341,URBANO
CENTRO,342,URBANO
CENTRO,343,URBANO
CENTRO,344,URBANO
CENTRO,345,URBANO
CENTRO,346,URBANO
CENTRO,347,URBANO
CENTRO,348,URBANO
CENTRO,349,URBANO
CENTRO,350,URBANO
CENTRO,351,URBANO
CENTRO,352,URBANO
CENTRO,353,URBANO
CENTRO,354,URBANO
CENTRO,355,URBANO
CENTRO,356,URBANO
CENTRO,357,URBANO
CENTRO,358,URBANO
CENTRO,359,URBANO
CENTRO,360,URBANO
CENTRO,361,URBANO
CENTRO,362,URBANO
CENTRO,363,URBANO
CENTRO,364,URBANO
CENTRO,365,URBANO
CENTRO,366,URBANO
CENTRO,367,URBANO
CENTRO,368,URBANO
CENTRO,369,URBANO
CENTRO,370,URBANO
CENTRO,371,URBANO
CENTRO,373,URBANO
CENTRO,374,URBANO
CENTRO,375,URBANO
CENTRO,376,URBANO
CENTRO,377,URBANO
CENTRO,378,URBANO
CENTRO,379,URBANO
CENTRO,380,URBANO
CENTRO,381,URBANO
CENTRO,382,URBANO
CENTRO,383,URBANO
CENTRO,384,URBANO
CENTRO,385,URBANO
CENTRO,386,URBANO
CENTRO,387,URBANO
CENTRO,388,URBANO
CENTRO,389,URBANO
CENTRO,394,URBANO
CENTRO,395,URBANO
CENTRO,396,URBANO
CENTRO,402,URBANO
CENTRO,403,URBANO
CENTRO,404,URBANO
CENTRO,405,URBANO
CENTRO,419,RURAL
CENTRO,420,RURAL
CENTRO,421,MIXTO
CENTRO,422,MIXTO
CENTRO,423,MIXTO
CENTRO,424,RURAL
CENTRO,425,URBANO
CENTRO,426,URBANO
CENTRO,427,URBANO
CENTRO,428,URBANO
CENTRO,429,URBANO
CENTRO,430,MIXTO
CENTRO,431,URBANO
CENTRO,432,URBANO
CENTRO,433,URBANO
CENTRO,434,URBANO
CENTRO,435,URBANO
CENTRO,436,RURAL
CENTRO,437,RURAL
CENTRO,438,RURAL
CENTRO,439,RURAL
CENTRO,440,MIXTO
CENTRO,441,RURAL
CENTRO,442,RURAL
CENTRO,443,MIXTO
CENTRO,444,RURAL
CENTRO,445,RURAL
CENTRO,446,URBANO
CENTRO,447,RURAL
CENTRO,448,RURAL
CENTRO,451,RURAL
CENTRO,454,RURAL
CENTRO,455,RURAL
CENTRO,456,RURAL
CENTRO,457,URBANO
CENTRO,466,RURAL
CENTRO,471,RURAL
CENTRO,472,RURAL
CENTRO,473,RURAL
CENTRO,474,MIXTO
CENTRO,478,RURAL
CENTRO,1148,URBANO
CENTRO,1149,RURAL
CENTLA,168,URBANO
CENTLA,169,URBANO
CENTLA,170,URBANO
CENTLA,171,URBANO
CENTLA,172,URBANO
CENTLA,173,URBANO
CENTLA,174,URBANO
CENTLA,175,URBANO
CENTLA,176,URBANO
CENTLA,177,URBANO
CENTLA,178,URBANO
CENTLA,179,MIXTO
CENTLA,180,URBANO
CENTLA,181,URBANO
CENTLA,182,RURAL
CENTLA,183,RURAL
CENTLA,184,RURAL
CENTLA,185,RURAL
CENTLA,186,RURAL
CENTLA,187,RURAL
CENTLA,188,RURAL
CENTLA,189,RURAL
CENTLA,190,RURAL
CENTLA,191,RURAL
CENTLA,192,URBANO
CENTLA,193,RURAL
CENTLA,194,RURAL
CENTLA,195,RURAL
CENTLA,196,RURAL
CENTLA,197,RURAL
CENTLA,198,RURAL
CENTLA,199,RURAL
CENTLA,200,RURAL
CENTLA,201,RURAL
CENTLA,202,RURAL
CENTLA,203,RURAL
CENTLA,204,RURAL
CENTLA,205,RURAL
CENTLA,206,RURAL
CENTLA,207,URBANO
CENTLA,208,URBANO
CENTLA,209,URBANO
CENTLA,210,URBANO
CENTLA,211,URBANO
CENTLA,212,URBANO
CENTLA,213,URBANO
CENTLA,214,RURAL
CENTLA,215,RURAL
CENTLA,216,RURAL
CENTLA,217,RURAL
CENTLA,218,RURAL
CENTLA,219,RURAL
CENTLA,220,RURAL
CENTLA,221,RURAL
CENTLA,222,RURAL
CENTLA,223,URBANO
CENTLA,224,MIXTO
CENTLA,225,RURAL
CENTLA,226,RURAL
CENTLA,227,RURAL
CENTLA,228,RURAL
CENTLA,229,RURAL
CENTLA,230,RURAL
CENTLA,231,RURAL
JALPA DE MENDEZ,809,URBANO
JALPA DE MENDEZ,810,MIXTO
JALPA DE MENDEZ,811,URBANO
JALPA DE MENDEZ,812,URBANO
JALPA DE MENDEZ,813,URBANO
JALPA DE MENDEZ,814,URBANO
JALPA DE MENDEZ,815,URBANO
JALPA DE MENDEZ,816,URBANO
JALPA DE MENDEZ,817,URBANO
JALPA DE MENDEZ,818,RURAL
JALPA DE MENDEZ,819,RURAL
JALPA DE MENDEZ,820,RURAL
JALPA DE MENDEZ,821,RURAL
JALPA DE MENDEZ,822,URBANO
JALPA DE MENDEZ,823,URBANO
JALPA DE MENDEZ,824,URBANO
JALPA DE MENDEZ,825,URBANO
JALPA DE MENDEZ,826,MIXTO
JALPA DE MENDEZ,827,RURAL
JALPA DE MENDEZ,828,RURAL
JALPA DE MENDEZ,829,MIXTO
JALPA DE MENDEZ,830,RURAL
JALPA DE MENDEZ,831,RURAL
JALPA DE MENDEZ,832,MIXTO
JALPA DE MENDEZ,833,RURAL
JALPA DE MENDEZ,834,URBANO
JALPA DE MENDEZ,835,RURAL
JALPA DE MENDEZ,836,URBANO
JALPA DE MENDEZ,837,RURAL
JALPA DE MENDEZ,838,URBANO
JALPA DE MENDEZ,839,RURAL
JALPA DE MENDEZ,840,URBANO
JALPA DE MENDEZ,841,MIXTO
JALPA DE MENDEZ,842,RURAL
JALPA DE MENDEZ,843,RURAL
JALPA DE MENDEZ,844,RURAL
JALPA DE MENDEZ,845,RURAL
NACAJUCA,954,URBANO
NACAJUCA,955,MIXTO
NACAJUCA,956,URBANO
NACAJUCA,957,URBANO
NACAJUCA,958,MIXTO
NACAJUCA,959,MIXTO
NACAJUCA,960,RURAL
NACAJUCA,961,RURAL
NACAJUCA,962,RURAL
NACAJUCA,963,URBANO
NACAJUCA,964,MIXTO
NACAJUCA,965,RURAL
NACAJUCA,966,RURAL
NACAJUCA,967,URBANO
NACAJUCA,968,RURAL
NACAJUCA,969,RURAL
NACAJUCA,970,RURAL
NACAJUCA,971,URBANO
NACAJUCA,972,URBANO
NACAJUCA,973,RURAL
NACAJUCA,975,RURAL
NACAJUCA,976,RURAL
NACAJUCA,977,RURAL
NACAJUCA,978,RURAL
NACAJUCA,979,RURAL
NACAJUCA,980,RURAL
NACAJUCA,981,RURAL
NACAJUCA,982,URBANO
NACAJUCA,984,RURAL
NACAJUCA,985,URBANO
NACAJUCA,986,MIXTO
