SECCION ELECTORAL,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,ES,PCPP,PSI,NAP,PES,RSP,FXM,CAND_IND_1,CAND_IND_2,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
984,PUEBLA,103,14,4,8,2,7,74,0,0,0,3,2,2,2,0,0,225,436,C,9,17
985,PUEBLA,146,14,2,5,3,8,80,0,7,1,5,2,2,4,0,0,287,459,B,9,17
985,PUEBLA,148,11,3,2,9,9,72,0,6,0,6,2,0,1,0,0,275,459,C,9,17
986,PUEBLA,83,14,2,2,8,8,94,0,10,1,2,4,2,0,0,0,239,498,B,9,17
986,PUEBLA,64,17,18,4,5,9,83,0,1,2,4,4,2,8,0,0,221,497,C,9,17
987,PUEBLA,70,10,1,12,4,4,61,0,2,1,1,1,1,4,0,0,177,433,B,9,17
988,PUEBLA,58,19,7,4,4,4,38,0,2,0,4,0,1,1,0,0,144,383,B,9,17
989,PUEBLA,63,13,0,4,1,4,38,0,1,0,3,3,0,0,0,0,139,363,B,9,17
990,PUEBLA,51,12,1,3,4,7,62,0,2,0,6,0,1,4,0,0,159,359,B,9,17
991,PUEBLA,71,19,9,7,6,0,54,0,3,0,2,0,1,1,0,0,173,470,B,9,17
992,PUEBLA,71,14,3,9,9,6,79,0,2,0,7,2,1,5,0,0,221,552,B,9,17
993,PUEBLA,93,16,3,7,8,3,90,0,2,3,7,5,0,7,0,0,254,552,B,9,17
993,PUEBLA,88,18,4,7,5,6,78,0,4,1,1,4,0,0,0,0,227,552,C,9,17
994,PUEBLA,96,24,5,6,13,4,109,0,4,0,5,4,1,0,0,0,284,584,B,9,17
995,PUEBLA,80,21,2,6,0,5,61,0,2,3,2,2,1,7,0,0,198,451,B,9,17
995,PUEBLA,101,11,2,7,1,3,79,0,1,0,4,2,2,6,0,0,227,451,C,9,17
996,PUEBLA,163,37,6,11,9,3,140,0,4,2,5,4,0,7,0,0,398,683,B,9,17
996,PUEBLA,180,31,5,4,6,10,112,0,6,2,2,1,6,2,0,0,379,683,C,9,17
997,PUEBLA,159,36,5,10,10,5,89,0,7,1,5,4,4,3,0,0,353,737,B,9,17
998,PUEBLA,153,17,3,10,4,6,91,0,1,0,8,12,0,4,0,0,322,609,B,9,17
998,PUEBLA,150,16,3,8,7,8,85,0,3,0,8,7,1,1,0,0,306,609,C,9,17
999,PUEBLA,157,18,6,3,3,1,64,0,0,1,4,2,0,4,0,0,266,465,B,9,17
999,PUEBLA,163,14,1,4,5,1,56,0,0,2,5,3,2,3,0,0,263,464,C,9,17
1000,PUEBLA,243,21,8,6,6,8,63,0,1,1,1,0,0,3,0,0,363,562,B,9,17
1000,PUEBLA,225,32,5,3,5,5,56,0,4,1,2,1,3,6,0,0,349,561,C,9,17
1000,PUEBLA,219,25,5,5,9,7,59,0,1,1,1,2,5,5,0,0,350,561,C,9,17
1001,PUEBLA,141,27,6,14,8,5,110,0,4,1,5,5,3,8,0,0,349,720,B,9,17
1001,PUEBLA,141,20,3,7,7,9,125,0,4,3,6,5,3,14,0,0,356,720,C,9,17
1002,PUEBLA,95,19,3,10,9,10,93,0,5,2,2,2,2,4,0,0,259,579,B,9,17
1002,PUEBLA,107,24,7,7,3,4,83,0,1,0,3,4,4,8,0,0,261,579,C,9,17
1002,PUEBLA,119,26,3,7,12,8,76,0,6,0,5,1,1,6,0,0,278,578,C,9,17
1002,PUEBLA,94,30,2,11,10,5,75,0,3,0,1,0,3,6,0,0,246,578,C,9,17
1003,PUEBLA,97,22,1,9,7,3,93,0,2,0,0,4,2,7,0,0,257,568,B,9,17
1003,PUEBLA,106,16,2,7,4,5,99,0,1,0,3,1,0,6,0,0,253,567,C,9,17
1003,PUEBLA,91,17,5,0,4,5,80,0,4,0,1,0,2,6,0,0,225,567,C,9,17
1012,PUEBLA,192,31,5,8,5,4,69,0,3,2,3,2,2,5,0,0,334,600,B,9,17
1012,PUEBLA,202,22,3,8,5,6,82,0,1,0,3,5,1,2,0,0,344,600,C,9,17
1013,PUEBLA,200,23,6,5,7,8,88,0,4,1,6,2,0,4,0,0,362,545,B,9,17
1013,PUEBLA,216,25,2,5,3,7,76,0,1,0,3,1,3,3,0,0,351,545,C,9,17
1013,PUEBLA,201,25,5,3,6,8,76,0,1,0,1,2,3,3,0,0,343,545,C,9,17
1014,PUEBLA,96,13,0,10,5,2,90,0,1,0,6,0,5,4,0,0,232,383,B,9,17
1014,PUEBLA,104,9,1,9,3,4,62,0,2,0,6,8,3,2,0,0,225,382,C,9,17
1015,PUEBLA,84,9,2,10,6,7,75,0,2,0,3,2,3,3,0,0,211,514,B,9,17
1015,PUEBLA,67,9,2,14,9,5,87,0,3,0,2,4,1,1,0,0,214,514,C,9,17
1015,PUEBLA,84,14,4,14,3,4,70,0,3,1,4,2,2,0,0,0,205,514,C,9,17
1016,PUEBLA,152,22,3,12,4,3,66,0,2,0,4,1,7,6,0,0,293,539,B,9,17
1016,PUEBLA,165,22,6,5,2,1,74,0,7,1,4,4,0,2,0,0,302,539,C,9,17
1017,PUEBLA,111,15,1,5,8,8,70,0,0,3,5,4,2,7,0,0,243,488,B,9,17
1017,PUEBLA,101,11,2,4,5,6,71,0,9,1,7,4,1,4,0,0,234,487,C,9,17
1018,PUEBLA,125,11,1,8,6,3,74,0,9,2,3,1,1,3,0,0,258,496,B,9,17
1018,PUEBLA,105,15,3,9,6,5,92,0,1,0,2,4,2,6,0,0,258,495,C,9,17
1019,PUEBLA,63,12,7,4,7,5,64,0,4,1,5,3,1,4,0,0,188,412,B,9,17
1019,PUEBLA,58,14,2,1,2,4,61,0,1,1,5,3,1,0,0,0,155,411,C,9,17
1020,PUEBLA,150,17,8,7,3,7,72,0,3,2,4,3,4,3,0,0,298,677,B,9,17
1021,PUEBLA,98,20,3,7,4,4,52,0,5,0,1,6,3,9,0,0,219,456,B,9,17
1022,PUEBLA,99,16,1,6,1,1,68,0,3,0,4,3,2,5,0,0,213,402,B,9,17
1022,PUEBLA,93,17,2,13,3,3,65,0,3,1,7,4,4,4,0,0,224,402,C,9,17
1023,PUEBLA,156,28,7,6,11,10,109,0,5,1,4,3,5,10,0,0,370,749,B,9,17
1024,PUEBLA,132,21,4,14,7,6,72,0,7,1,5,3,1,6,0,0,301,627,B,9,17
1025,PUEBLA,142,21,9,9,12,11,98,0,4,2,8,2,7,8,0,0,341,731,B,9,17
1025,PUEBLA,119,27,7,16,10,4,94,0,1,4,5,3,2,11,0,0,318,731,C,9,17
1026,PUEBLA,93,23,1,17,6,5,64,0,4,1,3,5,2,4,0,0,242,553,B,9,17
1026,PUEBLA,115,20,4,8,5,5,64,0,3,2,2,2,1,3,0,0,240,553,C,9,17
1026,PUEBLA,104,20,3,3,6,1,90,0,4,2,5,2,1,6,0,0,260,553,C,9,17
1034,PUEBLA,137,20,6,10,2,6,117,0,7,0,9,6,3,6,0,0,335,634,B,9,17
1034,PUEBLA,150,18,12,10,6,11,97,0,2,2,8,2,3,4,0,0,336,633,C,9,17
1034,PUEBLA,127,27,9,16,7,9,127,0,4,0,4,4,1,6,0,0,349,633,C,9,17
1035,PUEBLA,108,22,3,7,9,7,101,0,5,1,2,7,4,2,0,0,290,613,B,9,17
1035,PUEBLA,125,18,3,4,3,13,93,0,1,3,5,3,0,5,0,0,284,613,C,9,17
1035,PUEBLA,73,8,1,2,5,1,76,0,4,1,3,2,2,1,0,0,185,1000,S,9,17
1035,PUEBLA,117,19,5,7,11,13,120,0,5,1,5,3,2,3,0,0,319,613,C,9,17
1035,PUEBLA,153,28,6,9,6,6,82,0,3,1,4,9,0,8,0,0,322,612,C,9,17
1035,PUEBLA,121,19,2,12,5,5,98,0,4,2,2,3,2,4,0,0,287,612,C,9,17
1036,PUEBLA,131,21,3,3,7,2,86,0,8,2,1,4,4,2,0,0,284,645,B,9,17
1036,PUEBLA,132,20,4,7,3,3,93,0,1,0,8,2,0,7,0,0,289,645,C,9,17
1036,PUEBLA,115,24,1,21,5,4,95,0,5,5,4,5,1,7,0,0,292,644,C,9,17
1036,PUEBLA,138,26,6,10,6,6,89,0,3,0,4,2,0,3,0,0,298,644,C,9,17
1037,PUEBLA,85,19,3,13,4,9,91,0,1,1,8,4,1,4,0,0,247,576,B,9,17
1037,PUEBLA,92,12,4,7,7,8,85,0,6,1,12,2,2,7,0,0,253,576,C,9,17
1038,PUEBLA,103,32,2,12,5,6,67,0,4,0,6,1,1,13,0,0,259,525,B,9,17
1038,PUEBLA,100,12,9,8,4,7,74,0,5,0,5,2,0,3,0,0,232,524,C,9,17
1039,PUEBLA,82,20,1,8,5,0,74,0,2,2,6,4,2,1,0,0,214,456,B,9,17
1039,PUEBLA,100,25,4,5,2,1,80,0,4,0,4,3,1,2,0,0,235,455,C,9,17
1040,PUEBLA,150,23,2,15,9,6,88,0,3,2,2,1,3,8,0,0,323,589,B,9,17
1080,PUEBLA,40,21,1,4,1,3,32,0,0,0,2,0,1,1,0,0,111,171,B,12,17
1081,PUEBLA,48,7,0,2,3,1,22,0,4,0,3,1,0,0,0,0,96,201,B,12,17
1082,PUEBLA,57,12,3,2,4,1,16,0,1,2,0,1,1,0,0,0,104,190,B,12,17
1083,PUEBLA,50,12,2,3,0,1,25,0,0,0,0,1,0,3,0,0,99,195,B,9,17
1084,PUEBLA,93,16,6,3,1,4,43,0,3,0,3,0,0,7,0,0,181,371,B,9,17
1085,PUEBLA,137,26,3,9,1,3,34,0,3,1,3,6,1,1,0,0,236,488,B,9,17
1086,PUEBLA,191,22,3,9,5,8,37,0,2,2,2,0,0,2,0,0,291,478,B,9,17
1086,PUEBLA,173,35,2,5,9,2,49,0,0,0,6,1,1,1,0,0,292,478,C,9,17
1087,PUEBLA,288,44,10,7,1,2,56,0,2,0,1,2,0,1,0,0,425,683,B,9,17
1088,PUEBLA,223,23,2,4,1,2,30,0,3,1,1,0,0,0,0,0,297,427,B,9,17
1088,PUEBLA,209,19,1,2,2,2,25,0,1,0,0,2,2,1,0,0,270,427,C,9,17
1089,PUEBLA,199,19,4,4,2,4,44,0,1,1,4,2,2,3,0,0,297,472,B,9,17
1089,PUEBLA,167,24,10,14,2,4,50,0,5,0,2,2,2,4,0,0,293,472,C,9,17
1090,PUEBLA,145,23,5,5,5,8,89,0,6,2,2,3,1,7,0,0,308,568,B,9,17
1090,PUEBLA,138,29,6,7,3,4,70,0,2,2,3,4,4,2,0,0,282,568,C,9,17
1090,PUEBLA,137,26,4,7,7,5,97,0,5,1,5,1,4,4,0,0,317,567,C,9,17
1091,PUEBLA,121,31,2,13,8,7,80,0,10,1,8,4,1,8,0,0,303,619,B,9,17
1091,PUEBLA,112,24,3,9,16,8,89,0,6,1,6,1,2,4,0,0,281,619,C,9,17
1091,PUEBLA,112,26,4,10,6,5,104,0,5,1,9,2,5,5,0,0,299,619,C,9,17
1091,PUEBLA,122,16,7,11,6,5,104,0,2,1,2,2,3,7,0,0,293,618,C,9,17
1097,PUEBLA,86,16,3,4,10,7,93,0,2,5,4,7,1,5,0,0,252,578,B,9,17
1097,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,C,9,17
1097,PUEBLA,96,14,5,9,5,7,97,0,2,2,3,5,1,6,0,0,257,577,C,9,17
1098,PUEBLA,134,12,3,9,1,5,73,0,6,1,1,2,2,8,0,0,269,536,B,9,17
1098,PUEBLA,125,23,4,11,5,4,88,0,2,5,3,1,2,5,0,0,288,535,C,9,17
1099,PUEBLA,182,37,4,3,3,5,69,0,5,0,8,5,0,3,0,0,333,592,B,9,17
1099,PUEBLA,202,32,8,8,5,7,62,0,4,1,3,1,2,1,0,0,340,591,C,9,17
1099,PUEBLA,210,32,7,9,6,3,52,0,4,0,3,0,1,5,0,0,340,591,C,9,17
1100,PUEBLA,219,21,5,5,0,4,27,0,0,1,1,1,1,0,0,0,288,432,B,9,17
1100,PUEBLA,194,21,3,8,1,6,35,0,4,0,3,2,1,7,0,0,285,431,C,9,17
1101,PUEBLA,125,22,3,10,3,5,103,0,7,1,8,5,2,7,0,0,319,635,B,9,17
1101,PUEBLA,128,16,3,13,6,5,111,0,7,2,3,3,1,7,0,0,307,635,C,9,17
1101,PUEBLA,144,22,5,4,8,5,78,0,5,1,6,8,2,3,0,0,313,634,C,9,17
1102,PUEBLA,130,22,5,5,8,9,63,0,1,3,3,3,3,2,0,0,264,621,B,9,17
1102,PUEBLA,127,25,6,7,4,6,76,0,7,1,2,4,2,0,0,0,284,621,C,9,17
1103,PUEBLA,204,28,2,6,3,7,58,0,6,1,3,2,2,3,0,0,329,546,B,9,17
1104,PUEBLA,136,13,3,3,0,2,38,0,2,0,2,1,1,4,0,0,208,374,B,9,17
1105,PUEBLA,137,12,1,9,3,4,41,0,2,0,0,1,2,1,0,0,218,426,B,9,17
1105,PUEBLA,138,18,3,7,3,4,44,0,1,1,0,2,0,6,0,0,233,426,C,9,17
1106,PUEBLA,71,20,3,2,1,1,42,0,1,1,1,1,2,5,0,0,153,343,B,9,17
1107,PUEBLA,78,11,2,1,3,1,31,0,0,0,4,2,0,1,0,0,136,305,B,12,17
1108,PUEBLA,87,20,4,3,5,5,28,0,2,0,5,3,0,1,0,0,171,287,B,12,17
1109,PUEBLA,49,14,3,2,1,5,28,0,3,1,3,1,0,0,0,0,114,187,B,12,17
1110,PUEBLA,59,8,2,2,5,5,28,0,3,0,0,2,1,1,0,0,119,230,B,12,17
1111,PUEBLA,124,35,4,4,3,2,54,0,2,1,2,2,2,3,0,0,248,509,B,12,17
1111,PUEBLA,121,18,4,10,4,4,69,0,0,0,2,1,3,8,0,0,251,509,C,12,17
1112,PUEBLA,69,9,1,1,3,8,16,0,2,0,7,1,1,5,0,0,127,211,B,12,17
1113,PUEBLA,70,19,1,2,0,7,37,0,5,1,2,5,0,1,0,0,155,279,B,12,17
1114,PUEBLA,96,18,4,2,1,5,53,0,3,2,1,2,2,0,0,0,191,375,B,9,17
1115,PUEBLA,97,16,3,2,1,6,45,0,5,1,1,6,0,0,0,0,184,331,B,12,17
1116,PUEBLA,140,32,3,7,9,2,53,0,3,1,4,1,2,3,0,0,262,450,B,12,17
1117,PUEBLA,236,38,6,10,8,7,80,0,3,2,7,2,2,7,0,0,416,731,B,9,17
1118,PUEBLA,175,57,40,6,27,2,65,0,38,34,2,1,0,0,0,0,455,444,B,9,17
1118,PUEBLA,133,19,0,5,1,7,52,0,0,1,5,3,2,2,0,0,238,443,C,9,17
1119,PUEBLA,117,6,1,3,2,2,52,0,0,0,3,3,0,4,0,0,200,371,B,9,17
1120,PUEBLA,158,26,2,9,3,10,51,0,6,3,3,1,2,6,0,0,280,545,B,9,17
1120,PUEBLA,158,28,5,5,5,2,1,0,2,0,3,5,0,0,0,0,231,545,C,9,17
1121,PUEBLA,164,17,6,9,2,11,60,0,2,1,5,2,2,2,0,0,290,581,B,9,17
1121,PUEBLA,160,24,8,4,1,6,68,0,3,2,3,3,1,0,0,0,292,581,C,9,17
1122,PUEBLA,110,20,4,5,1,6,48,0,1,0,3,3,1,0,0,0,211,406,B,9,17
1122,PUEBLA,80,19,1,4,6,6,0,0,2,1,1,2,2,1,0,0,133,405,C,9,17
1123,PUEBLA,89,15,2,6,5,2,63,0,4,1,3,2,4,4,0,0,207,423,B,9,17
1123,PUEBLA,98,17,3,6,2,6,66,0,2,1,6,4,2,5,0,0,226,423,C,9,17
1124,PUEBLA,188,21,4,9,5,2,90,0,5,0,1,4,3,3,0,0,344,670,B,9,17
1124,PUEBLA,159,28,5,6,5,3,90,0,3,1,7,1,3,3,0,0,325,670,C,9,17
1125,PUEBLA,170,23,5,7,6,1,79,0,6,2,2,0,4,5,0,0,313,579,B,9,17
1125,PUEBLA,188,30,7,7,8,5,1,0,8,1,2,6,3,2,0,0,284,579,C,9,17
1126,PUEBLA,168,27,7,11,6,5,72,0,5,0,4,6,3,5,0,0,327,582,B,9,17
1126,PUEBLA,173,26,3,7,3,2,73,0,3,2,2,4,1,2,0,0,311,582,C,9,17
1127,PUEBLA,176,39,3,8,5,7,89,0,4,0,2,9,0,5,0,0,357,743,B,0,17
1127,PUEBLA,125,6,12,5,11,4,0,0,0,77,0,0,0,0,0,0,240,742,C,0,17
1127,PUEBLA,152,25,4,10,5,2,103,0,5,0,5,4,3,11,0,0,353,742,C,0,17
1127,PUEBLA,179,19,11,12,2,3,80,0,7,1,6,2,1,6,0,0,336,742,C,0,17
1127,PUEBLA,143,26,2,11,5,3,101,0,4,1,2,5,4,3,0,0,323,742,C,0,17
1129,PUEBLA,243,29,6,7,8,6,62,0,2,1,3,6,1,3,0,0,388,664,B,9,17
1129,PUEBLA,218,35,9,3,8,7,71,0,6,0,9,2,2,5,0,0,384,664,C,9,17
1129,PUEBLA,198,33,6,5,7,6,95,0,2,1,8,2,0,4,0,0,371,663,C,9,17
1129,PUEBLA,245,13,1,12,7,7,73,0,3,1,6,6,1,2,0,0,384,663,C,9,17
1130,PUEBLA,144,30,3,5,2,3,60,0,4,1,3,3,4,2,0,0,273,541,B,9,17
1130,PUEBLA,125,24,3,10,5,4,72,0,6,0,1,4,0,2,0,0,268,541,C,9,17
1130,PUEBLA,145,20,6,7,8,6,85,0,1,0,2,2,0,2,0,0,290,541,C,9,17
1131,PUEBLA,269,36,6,9,4,9,66,0,4,0,3,3,0,5,0,0,418,695,B,9,17
1131,PUEBLA,287,36,7,6,3,6,73,0,7,4,4,4,0,5,0,0,449,695,C,9,17
1132,PUEBLA,159,26,5,6,4,4,57,0,6,1,0,5,1,4,0,0,287,518,B,9,17
1132,PUEBLA,160,17,3,4,7,3,46,0,1,1,2,5,1,4,0,0,256,518,C,9,17
1133,PUEBLA,141,21,3,8,7,5,64,0,1,0,3,2,1,2,0,0,271,557,B,9,17
1133,PUEBLA,159,21,3,4,10,4,77,0,8,3,3,1,0,4,0,0,302,557,C,9,17
1134,PUEBLA,155,21,5,10,4,8,79,0,5,1,3,2,0,4,0,0,308,607,B,9,17
1134,PUEBLA,146,25,5,8,7,8,71,0,6,3,9,4,3,2,0,0,303,607,C,9,17
1135,PUEBLA,114,25,2,4,5,5,52,0,4,1,4,1,3,2,0,0,233,454,B,9,17
1135,PUEBLA,101,19,2,9,2,9,57,0,6,4,2,3,1,1,0,0,224,454,C,9,17
1136,PUEBLA,139,27,0,6,4,1,54,0,3,0,4,2,2,2,0,0,256,488,B,9,17
1136,PUEBLA,147,23,3,5,2,1,50,0,1,1,4,3,1,5,0,0,250,487,C,9,17
1137,PUEBLA,137,24,7,3,3,1,74,0,13,4,3,5,1,8,0,0,292,563,B,9,17
1137,PUEBLA,171,16,7,10,8,1,65,0,5,0,3,3,1,4,0,0,299,562,C,9,17
1138,PUEBLA,187,21,7,10,9,7,88,0,5,2,3,6,1,2,0,0,356,664,B,9,17
1139,PUEBLA,184,20,2,9,2,1,64,0,1,1,1,2,6,3,0,0,311,569,B,9,17
1140,PUEBLA,151,18,3,6,2,8,55,0,3,1,2,2,0,1,0,0,259,510,B,9,17
1140,PUEBLA,161,17,2,4,3,5,58,0,2,1,2,1,3,0,0,0,263,510,C,9,17
1141,PUEBLA,130,21,3,6,2,12,38,0,3,1,2,0,1,0,0,0,224,389,B,12,17
1141,PUEBLA,127,28,3,5,1,7,47,0,4,1,1,1,4,2,0,0,238,389,C,12,17
1142,PUEBLA,238,32,7,6,8,5,47,0,0,2,2,3,1,0,0,0,358,609,B,12,17
1142,PUEBLA,233,22,1,6,5,2,53,0,3,0,2,3,0,3,0,0,341,608,C,12,17
1143,PUEBLA,220,29,9,7,7,7,69,0,4,3,3,4,1,2,0,0,376,605,B,12,17
1144,PUEBLA,206,32,5,6,4,6,58,0,6,1,3,0,1,4,0,0,338,648,B,12,17
1145,PUEBLA,225,45,3,2,4,7,78,0,4,1,4,1,1,1,0,0,385,682,B,9,17
1146,PUEBLA,152,29,3,6,2,5,41,0,2,0,3,1,1,4,0,0,255,445,B,12,17
1146,PUEBLA,175,26,3,3,2,3,35,0,3,1,4,3,1,5,0,0,268,445,C,12,17
1147,PUEBLA,177,23,4,2,5,5,32,0,2,3,1,1,0,3,0,0,265,440,B,9,17
1147,PUEBLA,195,18,1,4,5,4,40,0,2,1,2,5,1,2,0,0,282,440,C,9,17
1148,PUEBLA,243,30,7,8,12,4,60,0,7,0,7,3,1,7,0,0,397,651,B,9,17
1148,PUEBLA,216,48,10,5,4,9,91,0,7,0,3,1,4,2,0,0,408,651,C,9,17
1149,PUEBLA,241,28,2,3,3,3,41,0,6,1,3,1,1,1,0,0,341,482,B,9,17
1149,PUEBLA,242,20,7,6,1,5,39,0,0,0,1,0,1,3,0,0,331,482,C,9,17
1150,PUEBLA,179,22,7,8,8,6,90,0,6,2,9,4,3,1,0,0,363,606,B,9,17
1150,PUEBLA,169,38,5,13,4,6,71,0,7,3,1,1,1,2,0,0,329,605,C,9,17
1151,PUEBLA,196,14,4,8,8,1,61,0,7,2,2,4,6,0,0,0,320,622,B,9,17
1151,PUEBLA,201,35,8,10,9,8,83,0,3,3,4,2,6,3,0,0,387,621,C,9,17
1152,PUEBLA,182,26,1,7,4,6,53,0,4,1,3,1,1,3,0,0,298,549,B,9,17
1153,PUEBLA,248,24,3,10,1,0,29,0,0,0,0,2,0,7,0,0,335,531,B,9,17
1153,PUEBLA,239,24,6,7,1,3,39,0,1,0,1,0,3,2,0,0,337,531,C,9,17
1153,PUEBLA,238,20,5,4,3,7,43,0,2,0,2,2,1,4,0,0,340,530,C,9,17
1154,PUEBLA,407,38,9,11,4,6,42,0,1,0,3,3,1,4,0,0,534,748,B,9,17
1154,PUEBLA,400,33,3,2,2,8,55,0,2,0,3,0,1,0,0,0,523,748,C,9,17
1155,PUEBLA,365,36,2,2,3,0,28,0,0,3,4,0,0,1,0,0,450,639,B,9,17
1155,PUEBLA,358,21,11,8,3,7,30,0,1,4,0,3,2,2,0,0,457,639,C,9,17
1155,PUEBLA,407,21,5,7,0,0,23,0,1,0,2,2,2,2,0,0,475,638,C,9,17
1156,PUEBLA,297,33,6,3,3,7,34,0,2,2,3,0,4,3,0,0,401,563,B,9,17
1156,PUEBLA,317,24,3,4,1,5,41,0,1,0,2,1,2,3,0,0,405,563,C,9,17
1157,PUEBLA,320,25,7,2,6,8,39,0,3,3,1,0,1,2,0,0,425,627,B,9,17
1157,PUEBLA,307,35,1,5,5,3,40,0,2,0,4,1,3,0,0,0,408,627,C,9,17
1158,PUEBLA,265,34,5,3,3,3,39,0,1,1,3,0,0,3,0,0,365,565,B,9,17
1158,PUEBLA,273,34,5,1,3,5,39,0,3,2,4,2,2,0,0,0,376,564,C,9,17
1159,PUEBLA,239,32,4,6,8,7,36,0,1,2,0,2,0,3,0,0,345,519,B,9,17
1159,PUEBLA,239,25,5,1,2,4,56,0,1,0,2,5,0,2,0,0,354,518,C,9,17
1160,PUEBLA,340,29,5,4,1,5,56,0,4,0,0,0,0,6,0,0,457,707,B,9,17
1161,PUEBLA,367,26,4,2,3,9,27,0,3,0,0,5,1,2,0,0,454,681,B,12,17
1162,PUEBLA,169,20,7,5,1,3,28,0,3,0,2,2,3,3,0,0,253,378,B,12,17
1162,PUEBLA,175,30,3,8,0,6,42,0,0,1,0,1,1,3,0,0,275,378,C,12,17
1163,PUEBLA,258,21,7,4,7,6,58,0,2,3,2,2,1,5,0,0,387,648,B,11,17
1163,PUEBLA,264,26,4,8,13,3,47,0,6,0,1,6,4,2,0,0,394,647,C,11,17
1164,PUEBLA,248,26,3,3,0,3,36,0,2,1,4,4,0,3,0,0,339,535,B,9,17
1164,PUEBLA,262,32,8,6,1,2,31,0,2,0,6,3,1,2,0,0,362,535,C,9,17
1165,PUEBLA,270,24,5,7,3,4,48,0,3,1,1,2,3,3,0,0,384,576,B,11,17
1165,PUEBLA,252,26,2,8,4,2,37,0,3,0,1,6,1,1,0,0,351,575,C,11,17
1166,PUEBLA,180,29,5,4,0,3,39,0,4,1,6,3,2,2,0,0,281,429,B,11,17
1166,PUEBLA,191,22,3,5,1,1,35,0,10,2,2,0,0,2,0,0,278,428,C,11,17
1167,PUEBLA,210,23,3,4,8,3,57,0,0,0,3,0,2,0,0,0,319,502,B,11,17
1167,PUEBLA,205,22,6,3,4,7,44,0,3,1,1,1,0,2,0,0,305,501,C,11,17
1168,PUEBLA,103,27,9,6,6,9,95,0,5,0,3,5,3,4,0,0,281,577,B,11,17
1168,PUEBLA,102,21,5,5,8,9,108,0,0,0,6,8,2,10,0,0,293,577,C,11,17
1169,PUEBLA,127,29,2,4,7,2,81,0,7,1,7,1,0,8,0,0,284,578,B,11,17
1169,PUEBLA,103,22,4,8,4,6,109,0,3,1,2,1,3,4,0,0,279,578,C,11,17
1169,PUEBLA,97,24,3,4,4,17,90,0,8,5,7,4,2,3,0,0,279,577,C,11,17
1170,PUEBLA,198,30,5,6,5,9,50,0,3,1,3,2,0,3,0,0,319,495,B,11,17
1170,PUEBLA,209,31,3,10,6,14,42,0,0,0,1,6,0,2,0,0,331,494,C,11,17
1171,PUEBLA,224,26,7,8,4,6,57,0,5,0,3,1,3,5,0,0,360,616,B,11,17
1171,PUEBLA,217,31,9,12,11,4,69,0,3,1,3,2,0,2,0,0,367,616,C,11,17
1172,PUEBLA,202,29,6,9,3,5,51,0,2,1,3,1,1,4,0,0,326,505,B,11,17
1172,PUEBLA,211,22,3,3,1,7,53,0,3,1,7,3,2,0,0,0,323,505,C,11,17
1172,PUEBLA,206,25,3,4,1,5,55,0,1,0,3,4,0,2,0,0,310,505,C,11,17
1173,PUEBLA,213,20,5,6,2,3,64,0,8,0,4,5,3,4,0,0,343,548,B,11,17
1173,PUEBLA,200,44,6,2,7,5,65,0,6,0,3,3,2,0,0,0,347,548,C,11,17
1173,PUEBLA,186,34,7,5,4,5,73,0,2,1,6,6,0,1,0,0,337,548,C,11,17
1174,PUEBLA,167,23,3,4,8,6,62,0,3,0,7,1,4,4,0,0,297,529,B,11,17
1174,PUEBLA,145,29,8,9,8,6,64,0,4,1,8,1,3,2,0,0,294,529,C,11,17
1174,PUEBLA,149,18,6,2,4,7,69,0,3,3,9,3,3,0,0,0,283,528,C,11,17
1175,PUEBLA,169,33,5,9,4,3,67,0,6,1,3,4,0,3,0,0,320,623,B,11,17
1175,PUEBLA,176,24,5,8,6,7,92,0,5,6,0,4,1,3,0,0,343,622,C,11,17
1175,PUEBLA,177,32,3,7,8,3,86,0,3,0,4,1,6,1,0,0,341,622,C,11,17
1261,PUEBLA,39,5,4,3,1,2,34,0,0,3,1,0,0,1,0,0,99,210,B,12,17
1262,PUEBLA,83,16,4,1,1,4,43,0,2,0,2,3,1,0,0,0,161,283,B,12,17
1263,PUEBLA,106,21,1,3,2,4,20,0,0,0,0,3,3,3,0,0,167,343,B,12,17
1264,PUEBLA,70,15,1,6,2,4,42,0,2,0,2,0,2,1,0,0,150,359,B,12,17
1265,PUEBLA,53,8,3,3,2,2,31,0,1,0,4,2,0,2,0,0,113,263,B,12,17
1267,PUEBLA,134,32,5,12,7,7,57,0,3,3,4,2,3,3,0,0,280,603,B,12,17
1268,PUEBLA,108,24,9,8,3,8,52,0,0,0,1,1,1,2,0,0,225,421,B,12,17
1268,PUEBLA,98,27,4,4,3,5,56,0,3,0,3,0,3,1,0,0,215,421,C,12,17
1269,PUEBLA,119,30,2,6,3,5,46,0,5,0,5,4,1,1,0,0,230,490,B,12,17
1270,PUEBLA,94,32,1,8,3,4,62,0,7,0,4,3,1,0,0,0,225,416,B,12,17
1271,PUEBLA,137,12,8,1,4,10,64,0,3,6,5,4,1,4,0,0,268,587,B,12,17
1272,PUEBLA,40,14,1,3,3,5,46,0,1,0,3,2,2,2,0,0,127,288,B,12,17
