SECCION ELECTORAL,MUNICIPIO,PAN_CONVERGENCIA_NA_PRD,PRI_VERDE,PT,CANDIDATOS NO REGISTRADOS,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
2075,TEPEACA,158,193,13,0,374,566,BÁSICA,7,13
2075,TEPEACA,181,179,6,0,379,567,CONTIGUA 1,7,13
2075,TEPEACA,203,221,13,0,457,633,EXTRAORDINARIA 1,7,13
2075,TEPEACA,0,0,0,0,0,633,EXTRAORDINARIA 2,7,13
2076,TEPEACA,89,147,36,0,284,529,BÁSICA,7,13
2076,TEPEACA,93,162,22,1,287,530,CONTIGUA 1,7,13
2076,TEPEACA,0,0,0,0,0,530,CONTIGUA 2,7,13
2076,TEPEACA,0,0,0,0,0,515,EXTRAORDINARIA 1,7,13
2077,TEPEACA,129,119,34,0,293,573,CONTIGUA 2,7,13
2077,TEPEACA,112,139,41,0,300,573,BÁSICA,7,13
2077,TEPEACA,120,131,35,0,302,573,CONTIGUA 1,7,13
2078,TEPEACA,130,166,51,0,358,699,BÁSICA,7,13
2078,TEPEACA,142,191,35,1,381,700,CONTIGUA 1,7,13
2079,TEPEACA,136,109,18,0,0,545,CONTIGUA 1,7,13
2079,TEPEACA,0,0,0,0,0,545,BÁSICA,7,13
2080,TEPEACA,78,135,18,0,251,579,CONTIGUA 3,7,13
2080,TEPEACA,91,152,11,0,260,578,CONTIGUA 2,7,13
2080,TEPEACA,98,165,17,0,289,578,CONTIGUA 1,7,13
2080,TEPEACA,116,165,10,0,298,578,BÁSICA,7,13
2081,TEPEACA,154,142,13,0,321,686,CONTIGUA 1,7,13
2081,TEPEACA,156,150,24,0,349,686,BÁSICA,7,13
2081,TEPEACA,190,129,11,0,0,686,CONTIGUA 2,7,13
2082,TEPEMAXALCO,92,153,0,0,248,395,BÁSICA,13,22
2082,TEPEMAXALCO,109,144,0,0,267,396,CONTIGUA 1,13,22
2083,TEPEOJUMA,159,188,0,0,354,624,BÁSICA,13,22
2083,TEPEOJUMA,180,174,0,1,372,624,CONTIGUA 1,13,22
2084,TEPEOJUMA,171,138,0,0,314,577,CONTIGUA 1,13,22
2084,TEPEOJUMA,172,125,0,0,314,577,CONTIGUA 2,13,22
2084,TEPEOJUMA,155,174,0,0,339,576,BÁSICA,13,22
2085,TEPEOJUMA,166,149,0,0,320,574,CONTIGUA 1,13,22
2085,TEPEOJUMA,164,154,0,0,327,573,BÁSICA,13,22
2085,TEPEOJUMA,158,161,0,0,0,574,CONTIGUA 2,13,22
2086,TEPEOJUMA,85,105,0,0,199,416,CONTIGUA 1,13,22
2086,TEPEOJUMA,118,76,0,0,202,415,BÁSICA,13,22
2087,TEPEOJUMA,38,39,0,0,81,147,EXTRAORDINARIA 1,13,22
2087,TEPEOJUMA,120,81,0,0,210,491,BÁSICA,13,22
2087,TEPEOJUMA,127,92,0,0,230,491,CONTIGUA 1,13,22
2088,TEPEOJUMA,107,133,0,0,242,365,BÁSICA,13,22
2089,TEPETZINTLA,33,148,139,0,335,439,BÁSICA,2,4
2089,TEPETZINTLA,26,166,131,0,339,439,CONTIGUA 1,2,4
2090,TEPETZINTLA,48,182,89,0,330,466,BÁSICA,2,4
2090,TEPETZINTLA,74,255,200,0,587,743,EXTRAORDINARIA 1,2,4
2091,TEPETZINTLA,148,192,129,0,495,640,BÁSICA,2,4
2092,TEPETZINTLA,196,169,57,0,451,635,CONTIGUA 1,2,4
2092,TEPETZINTLA,200,194,65,0,472,634,BÁSICA,2,4
2093,TEPETZINTLA,146,74,106,0,367,573,EXTRAORDINARIA 1,2,4
2093,TEPETZINTLA,169,92,116,0,414,549,BÁSICA,2,4
2093,TEPETZINTLA,121,121,152,0,426,550,CONTIGUA 1,2,4
2094,TEPETZINTLA,68,103,72,0,263,410,BÁSICA,2,4
2095,TEPEXCO,37,363,41,0,460,682,CONTIGUA 1,13,22
2095,TEPEXCO,75,352,43,0,483,682,BÁSICA,13,22
2096,TEPEXCO,82,84,123,0,308,558,CONTIGUA 2,13,22
2096,TEPEXCO,101,69,149,0,331,558,CONTIGUA 1,13,22
2096,TEPEXCO,96,87,132,0,332,558,BÁSICA,13,22
2097,TEPEXCO,49,74,164,0,310,520,CONTIGUA 2,13,22
2097,TEPEXCO,74,61,164,0,319,520,BÁSICA,13,22
2097,TEPEXCO,62,44,210,0,334,520,CONTIGUA 1,13,22
2098,TEPEXI DE RODRIGUEZ,89,177,35,0,324,584,CONTIGUA 2,14,23
2098,TEPEXI DE RODRIGUEZ,82,224,25,0,362,583,BÁSICA,14,23
2098,TEPEXI DE RODRIGUEZ,88,216,31,0,372,584,CONTIGUA 1,14,23
2099,TEPEXI DE RODRIGUEZ,91,227,36,0,391,749,CONTIGUA 1,14,23
2099,TEPEXI DE RODRIGUEZ,130,228,44,0,445,749,BÁSICA,14,23
2099,TEPEXI DE RODRIGUEZ,138,226,36,1,447,749,CONTIGUA 2,14,23
2100,TEPEXI DE RODRIGUEZ,17,167,5,0,205,356,BÁSICA,14,23
2101,TEPEXI DE RODRIGUEZ,62,222,46,0,363,662,BÁSICA,14,23
2102,TEPEXI DE RODRIGUEZ,24,134,9,0,177,434,EXTRAORDINARIA 1,14,23
2102,TEPEXI DE RODRIGUEZ,20,217,17,0,289,694,BÁSICA,14,23
2103,TEPEXI DE RODRIGUEZ,60,164,11,0,248,411,CONTIGUA 1,14,23
2103,TEPEXI DE RODRIGUEZ,50,180,12,0,253,411,BÁSICA,14,23
2104,TEPEXI DE RODRIGUEZ,29,140,36,0,228,422,EXTRAORDINARIA 1,14,23
2104,TEPEXI DE RODRIGUEZ,26,221,21,0,320,653,CONTIGUA 1,14,23
2104,TEPEXI DE RODRIGUEZ,44,230,31,0,340,653,BÁSICA,14,23
2105,TEPEXI DE RODRIGUEZ,48,174,15,0,268,405,BÁSICA,14,23
2105,TEPEXI DE RODRIGUEZ,105,173,19,0,328,571,EXTRAORDINARIA 1,14,23
2106,TEPEXI DE RODRIGUEZ,85,215,19,0,349,552,CONTIGUA 1,14,23
2106,TEPEXI DE RODRIGUEZ,60,227,42,0,362,551,BÁSICA,14,23
2107,TEPEXI DE RODRIGUEZ,95,180,15,0,338,606,CONTIGUA 1,14,23
2107,TEPEXI DE RODRIGUEZ,115,179,18,0,345,605,BÁSICA,14,23
2108,TEPEXI DE RODRIGUEZ,4,100,6,0,119,180,EXTRAORDINARIA 1,14,23
2108,TEPEXI DE RODRIGUEZ,89,173,94,0,399,695,CONTIGUA 1,14,23
2108,TEPEXI DE RODRIGUEZ,116,189,95,0,429,694,BÁSICA,14,23
2109,TEPEYAHUALCO,163,184,33,0,403,608,CONTIGUA 1,8,6
2109,TEPEYAHUALCO,194,169,36,0,409,608,CONTIGUA 2,8,6
2109,TEPEYAHUALCO,158,209,39,0,427,607,BÁSICA,8,6
2110,TEPEYAHUALCO,201,130,8,0,352,472,BÁSICA,8,6
2110,TEPEYAHUALCO,185,152,9,0,365,473,CONTIGUA 1,8,6
2110,TEPEYAHUALCO,256,173,26,0,468,706,EXTRAORDINARIA 1,8,6
2111,TEPEYAHUALCO,153,161,31,0,365,557,CONTIGUA 1,8,6
2111,TEPEYAHUALCO,131,201,21,0,373,556,BÁSICA,8,6
2112,TEPEYAHUALCO,54,154,92,0,317,600,CONTIGUA 2,8,6
2112,TEPEYAHUALCO,70,146,116,0,349,600,CONTIGUA 1,8,6
2112,TEPEYAHUALCO,60,144,131,0,353,599,BÁSICA,8,6
2113,TEPEYAHUALCO,165,220,17,0,425,690,BÁSICA,8,6
2113,TEPEYAHUALCO,142,257,22,0,448,691,CONTIGUA 1,8,6
2114,TEPEYAHUALCO,254,144,53,0,476,742,BÁSICA,8,6
2114,TEPEYAHUALCO,260,143,54,1,492,742,CONTIGUA 1,8,6
2115,TEPEYAHUALCO,244,189,37,0,481,647,CONTIGUA 1,8,6
2115,TEPEYAHUALCO,289,169,29,0,501,647,BÁSICA,8,6
2116,TEPEYAHUALCO DE CUAUHTEMOC,157,165,105,0,445,579,BÁSICA,14,23
2116,TEPEYAHUALCO DE CUAUHTEMOC,116,163,158,0,448,579,CONTIGUA 3,14,23
2116,TEPEYAHUALCO DE CUAUHTEMOC,160,202,82,0,451,579,CONTIGUA 2,14,23
2116,TEPEYAHUALCO DE CUAUHTEMOC,148,185,120,0,461,579,CONTIGUA 1,14,23
2117,TETELA DE OCAMPO,116,245,0,0,377,566,CONTIGUA 3,2,4
2117,TETELA DE OCAMPO,119,246,0,0,380,565,BÁSICA,2,4
2117,TETELA DE OCAMPO,126,241,0,0,385,566,CONTIGUA 1,2,4
2117,TETELA DE OCAMPO,131,268,0,0,0,566,CONTIGUA 2,2,4
2118,TETELA DE OCAMPO,131,306,0,0,452,706,CONTIGUA 1,2,4
2118,TETELA DE OCAMPO,145,310,0,0,464,706,CONTIGUA 2,2,4
2118,TETELA DE OCAMPO,153,324,0,0,488,706,BÁSICA,2,4
2119,TETELA DE OCAMPO,72,261,0,0,350,522,BÁSICA,2,4
2119,TETELA DE OCAMPO,86,252,0,0,364,523,CONTIGUA 1,2,4
2120,TETELA DE OCAMPO,95,173,0,0,292,451,BÁSICA,2,4
2120,TETELA DE OCAMPO,96,171,0,0,295,451,CONTIGUA 1,2,4
2121,TETELA DE OCAMPO,77,127,0,0,212,296,BÁSICA,2,4
2122,TETELA DE OCAMPO,151,206,0,0,391,637,BÁSICA,2,4
2122,TETELA DE OCAMPO,147,225,0,0,403,637,CONTIGUA 1,2,4
2122,TETELA DE OCAMPO,136,225,0,0,404,638,CONTIGUA 2,2,4
2123,TETELA DE OCAMPO,151,191,0,6,368,607,BÁSICA,2,4
2124,TETELA DE OCAMPO,108,174,0,0,305,483,CONTIGUA 1,2,4
2124,TETELA DE OCAMPO,120,183,0,0,320,482,BÁSICA,2,4
2125,TETELA DE OCAMPO,117,236,0,0,376,597,CONTIGUA 1,2,4
2125,TETELA DE OCAMPO,165,202,0,0,392,597,BÁSICA,2,4
2126,TETELA DE OCAMPO,131,248,0,0,401,579,CONTIGUA 2,2,4
2126,TETELA DE OCAMPO,122,263,0,0,408,579,BÁSICA,2,4
2126,TETELA DE OCAMPO,140,250,0,0,414,579,CONTIGUA 1,2,4
2127,TETELA DE OCAMPO,121,230,0,0,368,555,CONTIGUA 1,2,4
2127,TETELA DE OCAMPO,116,257,0,0,390,555,BÁSICA,2,4
2128,TETELA DE OCAMPO,142,329,0,1,494,747,BÁSICA,2,4
2129,TETELA DE OCAMPO,85,183,0,1,302,544,CONTIGUA 1,2,4
2129,TETELA DE OCAMPO,83,234,0,0,355,544,BÁSICA,2,4
2130,TETELA DE OCAMPO,105,157,0,0,280,451,BÁSICA,2,4
2131,TETELA DE OCAMPO,79,304,0,0,432,659,BÁSICA,2,4
2132,TETELES DE AVILA CASTILLO,112,83,10,0,218,291,EXTRAORDINARIA 1,3,5
2132,TETELES DE AVILA CASTILLO,203,175,20,0,417,593,CONTIGUA 2,3,5
2132,TETELES DE AVILA CASTILLO,200,184,24,0,426,593,BÁSICA,3,5
2132,TETELES DE AVILA CASTILLO,224,184,20,0,437,593,CONTIGUA 1,3,5
2133,TETELES DE AVILA CASTILLO,197,190,16,0,415,584,CONTIGUA 1,3,5
2133,TETELES DE AVILA CASTILLO,246,179,12,0,450,585,CONTIGUA 2,3,5
2133,TETELES DE AVILA CASTILLO,192,231,15,0,453,584,BÁSICA,3,5
2134,TEZIUTLAN,107,179,48,0,349,588,CONTIGUA 1,3,6
2134,TEZIUTLAN,96,196,58,0,361,588,CONTIGUA 2,3,6
2134,TEZIUTLAN,116,195,40,0,366,587,BÁSICA,3,6
2135,TEZIUTLAN,112,164,48,0,335,568,BÁSICA,3,6
2135,TEZIUTLAN,94,172,56,0,338,569,CONTIGUA 1,3,6
2136,TEZIUTLAN,190,116,36,1,365,743,CONTIGUA 1,3,6
2136,TEZIUTLAN,163,162,46,0,390,743,BÁSICA,3,6
2136,TEZIUTLAN,161,155,49,0,392,743,CONTIGUA 2,3,6
2136,TEZIUTLAN,167,179,38,0,409,743,CONTIGUA 3,3,6
2137,TEZIUTLAN,113,94,42,0,261,574,BÁSICA,3,6
2137,TEZIUTLAN,94,128,34,0,268,575,CONTIGUA 3,3,6
2137,TEZIUTLAN,89,125,41,0,270,575,CONTIGUA 2,3,6
2137,TEZIUTLAN,95,131,35,0,271,574,CONTIGUA 1,3,6
2138,TEZIUTLAN,110,137,38,0,297,648,BÁSICA,3,6
2138,TEZIUTLAN,99,188,32,0,336,649,CONTIGUA 1,3,6
2139,TEZIUTLAN,64,181,26,0,281,525,CONTIGUA 2,3,6
2139,TEZIUTLAN,89,158,24,0,282,524,BÁSICA,3,6
2139,TEZIUTLAN,75,167,36,1,289,525,CONTIGUA 1,3,6
2140,TEZIUTLAN,64,146,39,1,257,513,BÁSICA,3,6
2140,TEZIUTLAN,66,136,40,1,261,514,CONTIGUA 2,3,6
2140,TEZIUTLAN,81,128,41,0,264,514,CONTIGUA 1,3,6
2141,TEZIUTLAN,73,116,13,0,208,416,CONTIGUA 1,3,6
2141,TEZIUTLAN,68,95,29,0,0,416,BÁSICA,3,6
2142,TEZIUTLAN,85,166,38,0,313,624,CONTIGUA 2,3,6
2142,TEZIUTLAN,80,186,50,2,327,623,BÁSICA,3,6
2142,TEZIUTLAN,115,172,43,0,345,624,CONTIGUA 1,3,6
2143,TEZIUTLAN,70,174,37,0,293,594,BÁSICA,3,6
2144,TEZIUTLAN,69,134,27,0,238,456,BÁSICA,3,6
2144,TEZIUTLAN,66,155,31,0,269,456,CONTIGUA 1,3,6
2145,TEZIUTLAN,50,112,25,0,192,358,BÁSICA,3,6
2146,TEZIUTLAN,77,97,54,0,241,535,CONTIGUA 2,3,6
2146,TEZIUTLAN,82,134,41,0,263,534,CONTIGUA 1,3,6
2146,TEZIUTLAN,91,108,66,0,276,534,BÁSICA,3,6
2147,TEZIUTLAN,80,136,27,0,256,548,BÁSICA,3,6
2147,TEZIUTLAN,90,136,32,0,271,548,CONTIGUA 1,3,6
2147,TEZIUTLAN,79,159,37,0,287,549,CONTIGUA 2,3,6
2148,TEZIUTLAN,68,133,26,0,239,511,BÁSICA,3,6
2148,TEZIUTLAN,88,121,32,0,259,511,CONTIGUA 1,3,6
2149,TEZIUTLAN,90,178,23,0,298,631,BÁSICA,3,6
2149,TEZIUTLAN,92,192,53,0,350,632,CONTIGUA 1,3,6
2150,TEZIUTLAN,89,223,25,0,347,738,CONTIGUA 1,3,6
2150,TEZIUTLAN,84,242,29,0,366,737,BÁSICA,3,6
2151,TEZIUTLAN,94,194,56,0,352,663,CONTIGUA 1,3,6
2151,TEZIUTLAN,101,208,37,0,355,663,BÁSICA,3,6
2152,TEZIUTLAN,78,100,17,0,210,421,BÁSICA,3,6
2153,TEZIUTLAN,88,134,37,0,269,584,CONTIGUA 1,3,6
2153,TEZIUTLAN,93,158,35,0,299,583,BÁSICA,3,6
2154,TEZIUTLAN,120,105,33,0,265,540,CONTIGUA 2,3,6
2154,TEZIUTLAN,141,111,28,1,296,539,CONTIGUA 1,3,6
2154,TEZIUTLAN,130,135,20,0,300,539,BÁSICA,3,6
2155,TEZIUTLAN,85,106,20,0,221,443,CONTIGUA 1,3,6
2155,TEZIUTLAN,87,117,31,0,240,443,BÁSICA,3,6
2156,TEZIUTLAN,94,183,27,0,315,629,CONTIGUA 1,3,6
2156,TEZIUTLAN,103,163,40,0,327,628,BÁSICA,3,6
2157,TEZIUTLAN,101,174,44,0,329,645,BÁSICA,3,6
2157,TEZIUTLAN,112,172,53,0,364,645,CONTIGUA 1,3,6
2158,TEZIUTLAN,92,146,37,0,289,598,CONTIGUA 3,3,6
2158,TEZIUTLAN,85,173,43,0,310,598,CONTIGUA 1,3,6
2158,TEZIUTLAN,116,163,38,0,329,598,BÁSICA,3,6
2158,TEZIUTLAN,95,186,46,1,338,598,CONTIGUA 2,3,6
2159,TEZIUTLAN,96,205,46,0,359,652,CONTIGUA 1,3,6
2159,TEZIUTLAN,101,186,67,0,360,652,BÁSICA,3,6
2160,TEZIUTLAN,90,129,29,0,262,501,CONTIGUA 1,3,6
2160,TEZIUTLAN,99,130,24,0,263,500,BÁSICA,3,6
2161,TEZIUTLAN,98,242,48,0,397,736,BÁSICA,3,6
2161,TEZIUTLAN,106,260,46,0,427,737,CONTIGUA 1,3,6
2162,TEZIUTLAN,107,156,21,0,294,535,CONTIGUA 2,3,6
2162,TEZIUTLAN,99,149,40,0,299,534,BÁSICA,3,6
2162,TEZIUTLAN,110,168,36,1,328,535,CONTIGUA 1,3,6
2163,TEZIUTLAN,129,150,24,0,314,588,CONTIGUA 3,3,6
2163,TEZIUTLAN,125,156,26,0,323,587,BÁSICA,3,6
2163,TEZIUTLAN,126,178,24,0,341,588,CONTIGUA 1,3,6
2163,TEZIUTLAN,154,150,26,0,341,588,CONTIGUA 2,3,6
2164,TEZIUTLAN,99,45,47,0,211,325,EXTRAORDINARIA 1,3,6
2164,TEZIUTLAN,200,119,49,0,386,618,CONTIGUA 3,3,6
2164,TEZIUTLAN,195,101,59,0,388,617,BÁSICA,3,6
2164,TEZIUTLAN,205,96,57,0,393,617,CONTIGUA 2,3,6
2164,TEZIUTLAN,192,116,53,0,394,617,CONTIGUA 1,3,6
2165,TEZIUTLAN,126,123,49,1,314,465,BÁSICA,3,6
2166,TEZIUTLAN,235,120,45,0,416,572,CONTIGUA 1,3,6
2166,TEZIUTLAN,209,151,54,0,429,572,BÁSICA,3,6
2167,TEZIUTLAN,249,80,37,0,406,694,CONTIGUA 3,3,6
2167,TEZIUTLAN,232,90,50,0,408,693,BÁSICA,3,6
2167,TEZIUTLAN,255,104,28,0,429,694,CONTIGUA 1,3,6
2167,TEZIUTLAN,286,70,32,0,436,694,CONTIGUA 2,3,6
2168,TEZIUTLAN,113,139,48,0,309,530,CONTIGUA 1,3,6
2168,TEZIUTLAN,120,151,33,0,323,530,BÁSICA,3,6
2168,TEZIUTLAN,251,178,33,0,480,713,EXTRAORDINARIA 1,3,6
2169,TEZIUTLAN,205,139,38,0,408,664,BÁSICA,3,6
2169,TEZIUTLAN,195,137,43,0,409,664,CONTIGUA 3,3,6
2169,TEZIUTLAN,210,134,53,0,422,664,CONTIGUA 2,3,6
2169,TEZIUTLAN,231,139,48,0,446,664,CONTIGUA 1,3,6
2170,TEZIUTLAN,241,93,25,0,382,585,BÁSICA,3,6
2170,TEZIUTLAN,242,88,37,0,386,585,CONTIGUA 1,3,6
2171,TEZIUTLAN,215,125,8,0,364,517,BÁSICA,3,6
2172,TEZIUTLAN,127,142,36,0,315,557,CONTIGUA 2,3,6
2172,TEZIUTLAN,108,155,45,0,331,556,BÁSICA,3,6
2172,TEZIUTLAN,118,156,43,0,336,557,CONTIGUA 1,3,6
2173,TEZIUTLAN,149,58,14,0,229,376,EXTRAORDINARIA 1,3,6
2173,TEZIUTLAN,155,116,27,0,318,593,CONTIGUA 3,3,6
2173,TEZIUTLAN,165,101,38,0,324,592,BÁSICA,3,6
2173,TEZIUTLAN,159,114,33,0,326,592,CONTIGUA 1,3,6
2173,TEZIUTLAN,157,134,31,0,343,593,CONTIGUA 2,3,6
2173,TEZIUTLAN,163,58,9,0,0,377,EXTRAORDINARIA 2,3,6
2174,TEZIUTLAN,114,150,39,0,323,570,CONTIGUA 2,3,6
2174,TEZIUTLAN,92,179,42,0,330,569,BÁSICA,3,6
2174,TEZIUTLAN,147,158,37,0,359,569,CONTIGUA 1,3,6
2175,TIANGUISMANALCO,93,86,70,0,258,445,CONTIGUA 1,13,21
2175,TIANGUISMANALCO,86,94,74,10,264,445,BÁSICA,13,21
2176,TIANGUISMANALCO,125,96,152,0,384,646,CONTIGUA 1,13,21
2176,TIANGUISMANALCO,110,119,150,0,392,645,BÁSICA,13,21
2176,TIANGUISMANALCO,137,113,139,0,401,646,CONTIGUA 2,13,21
2177,TIANGUISMANALCO,112,110,176,0,423,747,CONTIGUA 1,13,21
2177,TIANGUISMANALCO,140,122,170,0,444,746,BÁSICA,13,21
2178,TIANGUISMANALCO,114,74,60,0,262,516,BÁSICA,13,21
2178,TIANGUISMANALCO,108,87,69,0,277,517,CONTIGUA 1,13,21
2179,TIANGUISMANALCO,106,107,16,0,234,423,CONTIGUA 1,13,21
2179,TIANGUISMANALCO,82,112,34,0,235,423,BÁSICA,13,21
2180,TIANGUISMANALCO,155,103,53,0,327,562,CONTIGUA 1,13,21
2180,TIANGUISMANALCO,173,115,56,0,353,562,BÁSICA,13,21
2181,TILAPA,119,58,0,0,186,277,EXTRAORDINARIA 1,13,22
2181,TILAPA,216,206,0,0,433,749,CONTIGUA 1,13,22
2181,TILAPA,223,233,0,0,466,749,CONTIGUA 2,13,22
2181,TILAPA,268,190,0,0,474,748,BÁSICA,13,22
2182,TILAPA,136,96,0,0,236,469,EXTRAORDINARIA 2,13,22
2182,TILAPA,153,96,0,0,255,469,EXTRAORDINARIA 1,13,22
2182,TILAPA,153,98,0,0,264,461,CONTIGUA 1,13,22
2182,TILAPA,158,105,0,0,272,461,BÁSICA,13,22
2183,TILAPA,152,53,0,0,216,387,BÁSICA,13,22
2183,TILAPA,176,32,0,0,219,387,CONTIGUA 1,13,22
2183,TILAPA,147,110,0,0,274,477,EXTRAORDINARIA 1,13,22
2183,TILAPA,190,99,0,0,292,477,EXTRAORDINARIA 2,13,22
2183,TILAPA,206,141,0,0,359,538,EXTRAORDINARIA 3,13,22
2184,TLACOTEPEC DE BENITO JUAREZ,142,100,150,0,410,690,BÁSICA,15,24
2184,TLACOTEPEC DE BENITO JUAREZ,151,107,140,0,423,690,CONTIGUA 1,15,24
2185,TLACOTEPEC DE BENITO JUAREZ,98,89,175,0,378,740,CONTIGUA 1,15,24
2185,TLACOTEPEC DE BENITO JUAREZ,114,71,182,0,384,739,BÁSICA,15,24
2186,TLACOTEPEC DE BENITO JUAREZ,93,58,95,0,271,444,CONTIGUA 1,15,24
2186,TLACOTEPEC DE BENITO JUAREZ,76,61,121,0,274,444,BÁSICA,15,24
2187,TLACOTEPEC DE BENITO JUAREZ,57,61,84,0,209,387,BÁSICA,15,24
2187,TLACOTEPEC DE BENITO JUAREZ,63,103,60,0,238,388,CONTIGUA 1,15,24
2190,TLACOTEPEC DE BENITO JUAREZ,225,151,20,0,421,586,BÁSICA,15,24
2190,TLACOTEPEC DE BENITO JUAREZ,213,181,18,0,429,586,CONTIGUA 1,15,24
2190,TLACOTEPEC DE BENITO JUAREZ,230,173,17,0,438,587,CONTIGUA 3,15,24
2190,TLACOTEPEC DE BENITO JUAREZ,236,156,14,0,0,586,CONTIGUA 2,15,24
2191,TLACOTEPEC DE BENITO JUAREZ,75,71,97,0,257,466,BÁSICA,15,24
2191,TLACOTEPEC DE BENITO JUAREZ,68,72,111,0,260,466,CONTIGUA 1,15,24
2191,TLACOTEPEC DE BENITO JUAREZ,110,139,75,0,331,499,EXTRAORDINARIA 1,15,24
2191,TLACOTEPEC DE BENITO JUAREZ,101,132,87,0,336,499,EXTRAORDINARIA 2,15,24
2192,TLACOTEPEC DE BENITO JUAREZ,84,117,85,0,306,581,BÁSICA,15,24
2192,TLACOTEPEC DE BENITO JUAREZ,120,98,91,0,323,581,CONTIGUA 1,15,24
2193,TLACOTEPEC DE BENITO JUAREZ,105,125,145,2,402,651,BÁSICA,15,24
2193,TLACOTEPEC DE BENITO JUAREZ,104,136,148,0,412,651,CONTIGUA 2,15,24
2193,TLACOTEPEC DE BENITO JUAREZ,116,142,142,0,424,651,CONTIGUA 1,15,24
2194,TLACOTEPEC DE BENITO JUAREZ,110,141,131,0,406,669,CONTIGUA 1,15,24
2194,TLACOTEPEC DE BENITO JUAREZ,109,130,161,0,434,669,BÁSICA,15,24
2195,TLACOTEPEC DE BENITO JUAREZ,104,176,54,0,358,643,BÁSICA,15,24
2195,TLACOTEPEC DE BENITO JUAREZ,136,166,75,0,389,643,CONTIGUA 1,15,24
2196,TLACOTEPEC DE BENITO JUAREZ,114,52,129,0,300,553,CONTIGUA 1,15,24
2196,TLACOTEPEC DE BENITO JUAREZ,103,49,136,0,303,553,BÁSICA,15,24
2196,TLACOTEPEC DE BENITO JUAREZ,102,62,134,0,323,553,CONTIGUA 2,15,24
2197,TLACOTEPEC DE BENITO JUAREZ,176,91,146,0,429,700,BÁSICA,15,24
2197,TLACOTEPEC DE BENITO JUAREZ,154,120,161,0,448,700,CONTIGUA 1,15,24
2198,TLACOTEPEC DE BENITO JUAREZ,87,116,63,0,271,483,EXTRAORDINARIA 1,15,24
2198,TLACOTEPEC DE BENITO JUAREZ,106,141,47,0,304,475,BÁSICA,15,24
2198,TLACOTEPEC DE BENITO JUAREZ,118,131,55,0,320,476,CONTIGUA 1,15,24
2199,TLACOTEPEC DE BENITO JUAREZ,127,163,77,0,383,581,CONTIGUA 3,15,24
2199,TLACOTEPEC DE BENITO JUAREZ,121,169,88,0,395,581,CONTIGUA 2,15,24
2199,TLACOTEPEC DE BENITO JUAREZ,116,190,91,0,411,581,CONTIGUA 1,15,24
2199,TLACOTEPEC DE BENITO JUAREZ,141,188,78,0,426,580,BÁSICA,15,24
2200,TLACOTEPEC DE BENITO JUAREZ,145,114,72,0,347,521,BÁSICA,15,24
2200,TLACOTEPEC DE BENITO JUAREZ,164,110,64,0,353,522,CONTIGUA 1,15,24
2200,TLACOTEPEC DE BENITO JUAREZ,164,116,68,0,368,522,CONTIGUA 2,15,24
2201,SAN SEBASTIAN TLACOTEPEC,7,111,101,0,234,286,EXTRAORDINARIA 1,4,26
2201,SAN SEBASTIAN TLACOTEPEC,60,170,161,0,420,527,CONTIGUA 2,4,26
2201,SAN SEBASTIAN TLACOTEPEC,62,162,167,0,422,526,BÁSICA,4,26
2201,SAN SEBASTIAN TLACOTEPEC,59,160,171,0,424,527,CONTIGUA 1,4,26
2202,SAN SEBASTIAN TLACOTEPEC,46,141,115,0,315,410,BÁSICA,4,26
2203,SAN SEBASTIAN TLACOTEPEC,26,145,195,0,370,447,EXTRAORDINARIA 1,4,26
2203,SAN SEBASTIAN TLACOTEPEC,176,224,123,0,541,643,BÁSICA,4,26
2204,SAN SEBASTIAN TLACOTEPEC,66,95,106,0,271,306,BÁSICA,4,26
2204,SAN SEBASTIAN TLACOTEPEC,84,79,106,0,290,395,EXTRAORDINARIA 1,4,26
2204,SAN SEBASTIAN TLACOTEPEC,86,49,157,0,297,344,EXTRAORDINARIA 2,4,26
2205,SAN SEBASTIAN TLACOTEPEC,47,196,115,0,383,442,BÁSICA,4,26
2206,SAN SEBASTIAN TLACOTEPEC,17,219,149,0,406,578,EXTRAORDINARIA 1,4,26
2206,SAN SEBASTIAN TLACOTEPEC,4,196,193,0,414,511,BÁSICA,4,26
2207,SAN SEBASTIAN TLACOTEPEC,5,21,64,0,92,113,EXTRAORDINARIA 1,4,26
2207,SAN SEBASTIAN TLACOTEPEC,53,275,153,0,519,685,BÁSICA,4,26
2208,SAN SEBASTIAN TLACOTEPEC,6,202,224,0,443,570,BÁSICA,4,26
2209,TLACUILOTEPEC,184,202,0,0,400,512,CONTIGUA 1,1,1
2209,TLACUILOTEPEC,220,179,0,0,415,512,BÁSICA,1,1
2209,TLACUILOTEPEC,226,178,0,0,420,513,CONTIGUA 2,1,1
2210,TLACUILOTEPEC,41,98,0,0,145,202,EXTRAORDINARIA 1,1,1
2210,TLACUILOTEPEC,98,138,0,0,252,401,BÁSICA,1,1
2210,TLACUILOTEPEC,98,141,0,0,254,401,CONTIGUA 1,1,1
2211,TLACUILOTEPEC,167,221,0,0,415,557,BÁSICA,1,1
2211,TLACUILOTEPEC,189,212,0,0,425,558,CONTIGUA 1,1,1
2212,TLACUILOTEPEC,63,82,0,0,151,189,EXTRAORDINARIA 3,1,1
