SECCION ELECTORAL,MUNICIPIO,PAN_CONVERGENCIA_NA_PRD,PRI_VERDE,PT,CANDIDATOS NO REGISTRADOS,TOTAL DE VOTOS,LISTA NOMINAL,CASILLA,DISTRITO F,DISTRITO L
539,FRANCISCO Z. MENA,118,146,17,0,292,385,BÁSICA,1,1
540,FRANCISCO Z. MENA,49,137,10,0,201,259,BÁSICA,1,1
540,FRANCISCO Z. MENA,111,178,71,0,376,525,EXTRAORDINARIA 1,1,1
541,FRANCISCO Z. MENA,197,217,30,0,482,686,CONTIGUA 1,1,1
541,FRANCISCO Z. MENA,220,208,32,0,487,685,BÁSICA,1,1
542,FRANCISCO Z. MENA,130,200,38,0,378,603,CONTIGUA 1,1,1
542,FRANCISCO Z. MENA,112,236,26,0,393,602,BÁSICA,1,1
543,FRANCISCO Z. MENA,223,201,41,0,485,688,BÁSICA,1,1
544,GENERAL FELIPE ANGELES,97,332,8,0,442,669,CONTIGUA 2,4,15
544,GENERAL FELIPE ANGELES,118,310,8,0,448,668,CONTIGUA 1,4,15
544,GENERAL FELIPE ANGELES,107,343,9,0,473,668,BÁSICA,4,15
545,GENERAL FELIPE ANGELES,220,252,8,0,494,739,CONTIGUA 1,4,15
545,GENERAL FELIPE ANGELES,234,251,12,0,519,739,BÁSICA,4,15
546,GENERAL FELIPE ANGELES,176,175,32,0,393,575,CONTIGUA 1,4,15
546,GENERAL FELIPE ANGELES,200,176,18,0,404,574,BÁSICA,4,15
547,GENERAL FELIPE ANGELES,302,104,9,0,431,583,CONTIGUA 2,4,15
547,GENERAL FELIPE ANGELES,292,115,7,0,442,583,BÁSICA,4,15
547,GENERAL FELIPE ANGELES,313,112,12,1,454,583,CONTIGUA 1,4,15
548,GENERAL FELIPE ANGELES,293,78,5,0,390,520,CONTIGUA 1,4,15
548,GENERAL FELIPE ANGELES,263,115,4,0,399,521,CONTIGUA 2,4,15
548,GENERAL FELIPE ANGELES,269,119,3,0,400,520,BÁSICA,4,15
549,GENERAL FELIPE ANGELES,107,148,100,0,365,700,BÁSICA,4,15
549,GENERAL FELIPE ANGELES,98,114,152,0,371,701,CONTIGUA 1,4,15
550,GENERAL FELIPE ANGELES,82,102,151,0,335,658,CONTIGUA 2,4,15
550,GENERAL FELIPE ANGELES,77,152,115,0,358,657,BÁSICA,4,15
550,GENERAL FELIPE ANGELES,93,159,112,0,384,658,CONTIGUA 1,4,15
551,GUADALUPE,181,167,0,0,353,606,CONTIGUA 1,14,23
551,GUADALUPE,217,131,0,0,359,606,BÁSICA,14,23
551,GUADALUPE,199,169,0,0,375,607,CONTIGUA 3,14,23
551,GUADALUPE,191,168,0,0,0,606,CONTIGUA 2,14,23
552,GUADALUPE,218,167,0,0,388,727,BÁSICA,14,23
553,GUADALUPE,186,108,0,0,302,565,BÁSICA,14,23
553,GUADALUPE,195,114,0,0,317,566,CONTIGUA 2,14,23
553,GUADALUPE,205,115,0,0,328,565,CONTIGUA 1,14,23
554,GUADALUPE,176,152,0,0,330,575,BÁSICA,14,23
554,GUADALUPE,243,160,0,0,411,724,EXTRAORDINARIA 1,14,23
555,GUADALUPE VICTORIA,178,193,0,0,390,640,CONTIGUA 1,8,6
555,GUADALUPE VICTORIA,162,146,0,0,406,641,CONTIGUA 2,8,6
555,GUADALUPE VICTORIA,213,170,0,0,406,640,BÁSICA,8,6
556,GUADALUPE VICTORIA,178,165,0,0,357,539,CONTIGUA 1,8,6
556,GUADALUPE VICTORIA,198,147,0,0,359,539,BÁSICA,8,6
556,GUADALUPE VICTORIA,205,144,0,0,364,539,CONTIGUA 2,8,6
557,GUADALUPE VICTORIA,269,148,0,0,439,652,BÁSICA,8,6
557,GUADALUPE VICTORIA,245,191,0,0,460,652,CONTIGUA 1,8,6
558,GUADALUPE VICTORIA,185,195,0,0,392,608,BÁSICA,8,6
558,GUADALUPE VICTORIA,188,195,0,0,394,608,CONTIGUA 1,8,6
559,GUADALUPE VICTORIA,156,226,0,0,410,671,CONTIGUA 1,8,6
559,GUADALUPE VICTORIA,182,212,0,0,416,671,BÁSICA,8,6
560,GUADALUPE VICTORIA,116,110,0,0,247,437,BÁSICA,8,6
561,GUADALUPE VICTORIA,142,219,0,1,374,605,BÁSICA,8,6
562,GUADALUPE VICTORIA,137,91,0,0,237,326,BÁSICA,8,6
563,GUADALUPE VICTORIA,73,275,0,0,363,558,BÁSICA,8,6
564,GUADALUPE VICTORIA,71,168,0,0,252,371,BÁSICA,8,6
565,HERMENEGILDO GALEANA,212,181,32,0,450,705,EXTRAORDINARIA 1,1,2
565,HERMENEGILDO GALEANA,0,0,0,0,0,634,BÁSICA,1,2
565,HERMENEGILDO GALEANA,0,0,0,0,0,635,CONTIGUA 1,1,2
566,HERMENEGILDO GALEANA,151,172,29,0,371,533,CONTIGUA 1,1,2
566,HERMENEGILDO GALEANA,178,181,37,0,406,532,BÁSICA,1,2
567,HERMENEGILDO GALEANA,0,0,0,0,0,528,BÁSICA,1,2
568,HERMENEGILDO GALEANA,243,214,40,0,520,699,CONTIGUA 1,1,2
568,HERMENEGILDO GALEANA,231,216,58,0,533,699,BÁSICA,1,2
569,HUAQUECHULA,122,133,0,0,264,551,CONTIGUA 2,13,22
569,HUAQUECHULA,110,156,0,0,283,551,BÁSICA,13,22
569,HUAQUECHULA,124,156,0,0,302,551,CONTIGUA 1,13,22
570,HUAQUECHULA,78,130,0,0,220,457,CONTIGUA 1,13,22
570,HUAQUECHULA,104,141,0,1,264,457,BÁSICA,13,22
571,HUAQUECHULA,76,125,0,0,212,458,CONTIGUA 1,13,22
571,HUAQUECHULA,96,125,0,0,233,457,BÁSICA,13,22
572,HUAQUECHULA,100,109,0,0,223,477,CONTIGUA 1,13,22
572,HUAQUECHULA,101,108,0,0,226,477,BÁSICA,13,22
573,HUAQUECHULA,106,69,0,0,189,409,CONTIGUA 1,13,22
573,HUAQUECHULA,103,78,0,0,193,409,BÁSICA,13,22
574,HUAQUECHULA,125,156,0,0,305,706,CONTIGUA 1,13,22
574,HUAQUECHULA,148,152,0,0,328,705,BÁSICA,13,22
575,HUAQUECHULA,101,170,0,0,281,527,CONTIGUA 1,13,22
575,HUAQUECHULA,106,162,0,0,286,526,BÁSICA,13,22
576,HUAQUECHULA,154,215,0,0,378,704,CONTIGUA 1,13,22
576,HUAQUECHULA,139,216,0,0,388,704,BÁSICA,13,22
577,HUAQUECHULA,96,116,0,0,216,447,CONTIGUA 1,13,22
577,HUAQUECHULA,95,127,0,0,233,446,BÁSICA,13,22
578,HUAQUECHULA,87,225,0,0,323,710,BÁSICA,13,22
578,HUAQUECHULA,117,221,0,0,351,711,CONTIGUA 1,13,22
579,HUAQUECHULA,146,217,0,0,371,716,BÁSICA,13,22
579,HUAQUECHULA,149,226,0,0,376,716,CONTIGUA 1,13,22
580,HUAQUECHULA,160,130,0,2,298,608,BÁSICA,13,22
580,HUAQUECHULA,175,128,0,0,313,608,CONTIGUA 1,13,22
581,HUAQUECHULA,88,240,0,0,345,611,BÁSICA,13,22
582,HUAQUECHULA,130,145,0,0,292,694,BÁSICA,13,22
582,HUAQUECHULA,136,157,0,0,310,695,CONTIGUA 1,13,22
583,HUAQUECHULA,158,139,0,0,310,615,CONTIGUA 1,13,22
583,HUAQUECHULA,150,152,0,0,320,615,BÁSICA,13,22
584,HUAQUECHULA,90,92,0,0,200,703,BÁSICA,13,22
585,HUAQUECHULA,127,141,0,0,278,554,CONTIGUA 2,13,22
585,HUAQUECHULA,129,146,0,0,284,554,CONTIGUA 1,13,22
585,HUAQUECHULA,145,142,0,0,298,553,BÁSICA,13,22
586,HUAQUECHULA,17,74,0,0,100,221,EXTRAORDINARIA 1,13,22
586,HUAQUECHULA,72,185,0,0,277,572,BÁSICA,13,22
587,HUAQUECHULA,54,120,0,0,182,289,BÁSICA,13,22
588,HUATLATLAUCA,95,233,38,0,388,618,BÁSICA,14,23
589,HUATLATLAUCA,169,186,25,0,393,634,BÁSICA,14,23
590,HUATLATLAUCA,212,141,26,0,404,606,BÁSICA,14,23
590,HUATLATLAUCA,148,205,34,0,409,607,CONTIGUA 1,14,23
591,HUATLATLAUCA,112,85,39,0,250,343,BÁSICA,14,23
591,HUATLATLAUCA,85,258,50,0,404,551,EXTRAORDINARIA 1,14,23
592,HUATLATLAUCA,61,50,1,0,114,182,EXTRAORDINARIA 1,14,23
592,HUATLATLAUCA,158,92,194,0,454,690,CONTIGUA 1,14,23
592,HUATLATLAUCA,144,111,175,0,457,690,BÁSICA,14,23
593,HUATLATLAUCA,103,118,18,0,250,357,BÁSICA,14,23
594,HUAUCHINANGO,95,108,37,1,253,456,CONTIGUA 1,1,2
594,HUAUCHINANGO,99,122,34,0,261,455,BÁSICA,1,2
595,HUAUCHINANGO,92,110,24,0,243,461,CONTIGUA 1,1,2
595,HUAUCHINANGO,106,100,32,0,250,461,BÁSICA,1,2
596,HUAUCHINANGO,146,142,66,1,372,636,CONTIGUA 1,1,2
596,HUAUCHINANGO,131,170,66,0,382,635,BÁSICA,1,2
597,HUAUCHINANGO,109,135,56,0,308,543,CONTIGUA 2,1,2
597,HUAUCHINANGO,127,116,60,0,311,543,BÁSICA,1,2
597,HUAUCHINANGO,147,123,44,0,319,543,CONTIGUA 1,1,2
598,HUAUCHINANGO,135,120,48,0,314,574,CONTIGUA 2,1,2
598,HUAUCHINANGO,118,143,39,0,315,573,CONTIGUA 1,1,2
598,HUAUCHINANGO,115,152,48,0,323,573,BÁSICA,1,2
598,HUAUCHINANGO,135,158,42,0,346,574,CONTIGUA 3,1,2
599,HUAUCHINANGO,139,167,62,1,385,694,BÁSICA,1,2
599,HUAUCHINANGO,155,172,46,0,390,694,CONTIGUA 1,1,2
600,HUAUCHINANGO,153,158,50,0,382,730,BÁSICA,1,2
600,HUAUCHINANGO,153,190,51,0,417,730,CONTIGUA 1,1,2
601,HUAUCHINANGO,102,119,28,0,261,543,BÁSICA,1,2
601,HUAUCHINANGO,126,139,47,0,322,544,CONTIGUA 1,1,2
602,HUAUCHINANGO,103,175,35,0,324,550,BÁSICA,1,2
602,HUAUCHINANGO,106,174,38,0,334,551,CONTIGUA 1,1,2
603,HUAUCHINANGO,123,167,57,0,361,636,CONTIGUA 1,1,2
603,HUAUCHINANGO,127,175,60,0,380,637,CONTIGUA 5,1,2
603,HUAUCHINANGO,145,153,73,1,382,637,CONTIGUA 4,1,2
603,HUAUCHINANGO,146,157,75,0,392,637,CONTIGUA 3,1,2
603,HUAUCHINANGO,151,173,64,0,399,636,CONTIGUA 2,1,2
603,HUAUCHINANGO,165,178,69,0,428,636,BÁSICA,1,2
604,HUAUCHINANGO,139,145,47,0,349,635,CONTIGUA 2,1,2
604,HUAUCHINANGO,162,142,42,0,362,634,BÁSICA,1,2
604,HUAUCHINANGO,155,140,54,0,366,635,CONTIGUA 3,1,2
604,HUAUCHINANGO,178,161,50,0,410,634,CONTIGUA 1,1,2
605,HUAUCHINANGO,162,122,36,1,334,572,CONTIGUA 1,1,2
605,HUAUCHINANGO,141,154,35,0,343,572,BÁSICA,1,2
606,HUAUCHINANGO,118,99,21,0,255,442,BÁSICA,1,2
606,HUAUCHINANGO,92,123,26,1,258,443,CONTIGUA 1,1,2
607,HUAUCHINANGO,128,112,36,0,283,528,CONTIGUA 2,1,2
607,HUAUCHINANGO,145,103,42,0,295,528,CONTIGUA 1,1,2
607,HUAUCHINANGO,149,127,38,0,318,528,BÁSICA,1,2
608,HUAUCHINANGO,153,151,51,0,378,722,CONTIGUA 1,1,2
608,HUAUCHINANGO,171,131,60,0,392,721,BÁSICA,1,2
609,HUAUCHINANGO,169,143,30,0,380,700,CONTIGUA 2,1,2
609,HUAUCHINANGO,156,151,35,0,381,700,CONTIGUA 4,1,2
609,HUAUCHINANGO,170,141,42,0,381,700,CONTIGUA 3,1,2
609,HUAUCHINANGO,158,166,38,0,391,700,CONTIGUA 5,1,2
609,HUAUCHINANGO,166,141,52,0,399,700,CONTIGUA 1,1,2
609,HUAUCHINANGO,188,153,28,1,405,699,BÁSICA,1,2
610,HUAUCHINANGO,142,116,37,0,310,584,BÁSICA,1,2
610,HUAUCHINANGO,127,128,40,0,315,584,CONTIGUA 1,1,2
610,HUAUCHINANGO,134,133,50,0,334,584,CONTIGUA 2,1,2
611,HUAUCHINANGO,198,131,37,0,377,695,BÁSICA,1,2
611,HUAUCHINANGO,188,126,52,0,382,695,CONTIGUA 1,1,2
611,HUAUCHINANGO,224,147,50,0,439,696,CONTIGUA 2,1,2
612,HUAUCHINANGO,162,140,41,0,372,665,CONTIGUA 5,1,2
612,HUAUCHINANGO,148,142,65,0,376,664,CONTIGUA 1,1,2
612,HUAUCHINANGO,169,134,42,0,377,665,CONTIGUA 3,1,2
612,HUAUCHINANGO,162,140,52,1,378,665,CONTIGUA 4,1,2
612,HUAUCHINANGO,190,124,56,0,392,665,CONTIGUA 2,1,2
612,HUAUCHINANGO,168,153,57,1,403,664,BÁSICA,1,2
613,HUAUCHINANGO,59,144,7,0,252,376,EXTRAORDINARIA 1,1,2
613,HUAUCHINANGO,55,146,10,1,254,376,EXTRAORDINARIA 2,1,2
613,HUAUCHINANGO,99,185,23,0,326,412,BÁSICA,1,2
614,HUAUCHINANGO,202,184,16,0,457,645,BÁSICA,1,2
614,HUAUCHINANGO,219,186,29,0,476,646,CONTIGUA 1,1,2
615,HUAUCHINANGO,91,118,92,0,324,570,BÁSICA,1,2
615,HUAUCHINANGO,108,105,96,1,327,570,CONTIGUA 1,1,2
615,HUAUCHINANGO,100,88,120,0,328,570,CONTIGUA 3,1,2
615,HUAUCHINANGO,98,117,99,0,330,570,CONTIGUA 2,1,2
616,HUAUCHINANGO,207,94,30,1,352,613,CONTIGUA 3,1,2
616,HUAUCHINANGO,170,120,43,1,360,613,CONTIGUA 4,1,2
616,HUAUCHINANGO,211,88,25,1,363,612,CONTIGUA 1,1,2
616,HUAUCHINANGO,174,133,29,0,366,612,BÁSICA,1,2
616,HUAUCHINANGO,209,125,35,0,388,612,CONTIGUA 2,1,2
617,HUAUCHINANGO,118,87,19,0,231,413,CONTIGUA 1,1,2
617,HUAUCHINANGO,119,98,27,0,254,413,BÁSICA,1,2
618,HUAUCHINANGO,136,182,44,0,389,613,BÁSICA,1,2
618,HUAUCHINANGO,141,191,61,0,420,613,CONTIGUA 1,1,2
618,HUAUCHINANGO,180,207,33,0,458,612,EXTRAORDINARIA 1,1,2
619,HUAUCHINANGO,106,157,24,0,307,557,CONTIGUA 2,1,2
619,HUAUCHINANGO,91,176,34,0,324,557,BÁSICA,1,2
619,HUAUCHINANGO,118,184,43,0,363,557,CONTIGUA 1,1,2
620,HUAUCHINANGO,99,202,100,1,430,708,BÁSICA,1,2
621,HUAUCHINANGO,93,159,46,1,324,526,CONTIGUA 1,1,2
621,HUAUCHINANGO,133,134,44,0,324,526,BÁSICA,1,2
621,HUAUCHINANGO,114,171,40,0,340,527,CONTIGUA 2,1,2
622,HUAUCHINANGO,177,209,42,0,457,615,BÁSICA,1,2
622,HUAUCHINANGO,215,188,55,0,473,615,CONTIGUA 1,1,2
623,HUAUCHINANGO,193,232,21,0,463,700,CONTIGUA 1,1,2
623,HUAUCHINANGO,169,258,15,1,472,700,BÁSICA,1,2
623,HUAUCHINANGO,146,274,27,0,484,700,CONTIGUA 2,1,2
624,HUAUCHINANGO,279,129,33,0,443,658,BÁSICA,1,2
624,HUAUCHINANGO,300,124,26,0,488,658,CONTIGUA 1,1,2
625,HUAUCHINANGO,78,79,18,0,190,242,BÁSICA,1,2
625,HUAUCHINANGO,178,69,12,0,284,344,EXTRAORDINARIA 1,1,2
626,HUAUCHINANGO,88,105,19,2,250,459,CONTIGUA 1,1,2
626,HUAUCHINANGO,80,120,13,0,251,458,BÁSICA,1,2
627,HUAUCHINANGO,117,157,30,0,392,654,CONTIGUA 1,1,2
627,HUAUCHINANGO,113,179,39,0,407,653,BÁSICA,1,2
628,HUAUCHINANGO,58,111,8,0,216,347,EXTRAORDINARIA 1,1,2
628,HUAUCHINANGO,222,112,10,0,391,577,BÁSICA,1,2
628,HUAUCHINANGO,211,131,17,0,405,578,CONTIGUA 1,1,2
629,HUAUCHINANGO,197,120,35,0,391,647,CONTIGUA 2,1,2
629,HUAUCHINANGO,219,116,43,0,406,647,BÁSICA,1,2
629,HUAUCHINANGO,197,131,55,0,408,647,CONTIGUA 1,1,2
630,HUAUCHINANGO,93,200,10,0,336,616,BÁSICA,1,2
631,HUEHUETLA,31,162,195,0,397,507,CONTIGUA 2,2,4
631,HUEHUETLA,58,165,167,0,401,506,BÁSICA,2,4
631,HUEHUETLA,48,159,182,0,0,506,CONTIGUA 1,2,4
632,HUEHUETLA,55,178,182,0,423,535,BÁSICA,2,4
632,HUEHUETLA,66,157,189,0,426,535,CONTIGUA 1,2,4
632,HUEHUETLA,58,159,215,0,445,536,CONTIGUA 2,2,4
633,HUEHUETLA,64,119,200,0,389,474,BÁSICA,2,4
633,HUEHUETLA,61,114,188,0,0,474,CONTIGUA 1,2,4
634,HUEHUETLA,95,176,138,0,419,520,CONTIGUA 1,2,4
634,HUEHUETLA,110,154,150,0,423,519,BÁSICA,2,4
635,HUEHUETLA,161,144,210,0,535,674,BÁSICA,2,4
636,HUEHUETLA,23,145,155,0,326,395,EXTRAORDINARIA 1,2,4
636,HUEHUETLA,15,123,185,0,328,395,EXTRAORDINARIA 2,2,4
636,HUEHUETLA,173,118,160,0,465,588,BÁSICA,2,4
637,HUEHUETLA,63,184,146,0,399,527,CONTIGUA 1,2,4
637,HUEHUETLA,56,186,166,0,416,526,BÁSICA,2,4
638,HUEHUETLA,128,157,87,0,385,478,BÁSICA,2,4
638,HUEHUETLA,106,140,125,0,391,479,CONTIGUA 1,2,4
639,HUEHUETLA,116,211,51,0,393,504,CONTIGUA 1,2,4
639,HUEHUETLA,121,218,56,0,417,503,BÁSICA,2,4
640,HUEHUETLAN EL CHICO,99,246,10,0,361,633,CONTIGUA 2,14,22
640,HUEHUETLAN EL CHICO,171,187,7,0,370,632,CONTIGUA 1,14,22
640,HUEHUETLAN EL CHICO,125,251,7,0,393,632,BÁSICA,14,22
641,HUEHUETLAN EL CHICO,135,195,10,0,348,569,CONTIGUA 1,14,22
641,HUEHUETLAN EL CHICO,153,187,4,0,355,570,CONTIGUA 3,14,22
641,HUEHUETLAN EL CHICO,138,205,4,0,356,570,CONTIGUA 2,14,22
641,HUEHUETLAN EL CHICO,142,233,5,0,387,569,BÁSICA,14,22
642,HUEHUETLAN EL CHICO,156,168,3,0,335,653,CONTIGUA 1,14,22
642,HUEHUETLAN EL CHICO,134,219,5,0,366,653,BÁSICA,14,22
643,HUEHUETLAN EL CHICO,106,184,1,0,301,660,BÁSICA,14,22
643,HUEHUETLAN EL CHICO,114,183,4,1,307,661,CONTIGUA 1,14,22
644,HUEHUETLAN EL CHICO,44,106,1,0,154,249,BÁSICA,14,22
645,HUEHUETLAN EL CHICO,93,169,1,0,273,586,BÁSICA,14,22
646,HUEHUETLAN EL GRANDE,239,141,20,0,409,648,BÁSICA,14,23
646,HUEHUETLAN EL GRANDE,233,148,12,0,412,648,CONTIGUA 1,14,23
647,HUEHUETLAN EL GRANDE,154,128,34,0,337,534,CONTIGUA 2,14,23
647,HUEHUETLAN EL GRANDE,128,133,75,0,351,533,CONTIGUA 1,14,23
647,HUEHUETLAN EL GRANDE,168,150,52,0,379,533,BÁSICA,14,23
648,HUEHUETLAN EL GRANDE,104,138,212,0,481,662,BÁSICA,14,23
648,HUEHUETLAN EL GRANDE,97,114,247,0,489,663,CONTIGUA 1,14,23
649,HUEHUETLAN EL GRANDE,36,114,151,0,324,469,BÁSICA,14,23
650,HUEHUETLAN EL GRANDE,34,98,67,0,206,307,BÁSICA,14,23
651,HUEJOTZINGO,108,139,36,0,291,619,CONTIGUA 2,5,8
651,HUEJOTZINGO,104,152,42,0,306,618,BÁSICA,5,8
651,HUEJOTZINGO,129,124,57,0,325,618,CONTIGUA 1,5,8
652,HUEJOTZINGO,104,137,48,0,304,636,CONTIGUA 1,5,8
652,HUEJOTZINGO,119,130,46,0,309,636,BÁSICA,5,8
652,HUEJOTZINGO,94,125,51,0,0,637,CONTIGUA 2,5,8
653,HUEJOTZINGO,95,106,42,0,252,608,CONTIGUA 2,5,8
653,HUEJOTZINGO,93,134,47,0,285,608,CONTIGUA 1,5,8
653,HUEJOTZINGO,84,159,39,0,291,607,BÁSICA,5,8
653,HUEJOTZINGO,115,128,42,0,294,608,CONTIGUA 4,5,8
653,HUEJOTZINGO,107,141,35,0,296,608,CONTIGUA 3,5,8
654,HUEJOTZINGO,69,142,32,0,258,519,CONTIGUA 2,5,8
654,HUEJOTZINGO,91,130,48,0,281,519,CONTIGUA 1,5,8
654,HUEJOTZINGO,61,188,23,0,282,519,BÁSICA,5,8
655,HUEJOTZINGO,120,165,77,2,376,699,CONTIGUA 1,5,8
655,HUEJOTZINGO,129,152,83,0,383,698,BÁSICA,5,8
656,HUEJOTZINGO,92,92,52,0,246,547,CONTIGUA 1,5,8
656,HUEJOTZINGO,113,94,43,0,261,548,CONTIGUA 2,5,8
656,HUEJOTZINGO,108,105,47,0,267,547,BÁSICA,5,8
657,HUEJOTZINGO,119,148,52,1,341,738,CONTIGUA 3,5,8
657,HUEJOTZINGO,139,159,48,0,357,737,BÁSICA,5,8
657,HUEJOTZINGO,146,150,61,1,389,737,CONTIGUA 1,5,8
657,HUEJOTZINGO,127,197,56,0,391,737,CONTIGUA 2,5,8
658,HUEJOTZINGO,120,182,55,0,377,710,BÁSICA,5,8
658,HUEJOTZINGO,125,169,75,0,0,710,CONTIGUA 1,5,8
659,HUEJOTZINGO,120,158,53,0,344,654,BÁSICA,5,8
659,HUEJOTZINGO,153,126,57,0,349,654,CONTIGUA 1,5,8
660,HUEJOTZINGO,108,103,45,0,267,581,CONTIGUA 2,5,8
660,HUEJOTZINGO,84,150,46,0,295,581,CONTIGUA 1,5,8
660,HUEJOTZINGO,114,125,51,0,303,581,BÁSICA,5,8
661,HUEJOTZINGO,104,113,29,0,265,622,CONTIGUA 1,5,8
661,HUEJOTZINGO,105,112,42,0,276,623,CONTIGUA 3,5,8
661,HUEJOTZINGO,100,117,53,0,287,623,CONTIGUA 2,5,8
661,HUEJOTZINGO,114,91,81,0,297,622,BÁSICA,5,8
662,HUEJOTZINGO,76,120,48,0,259,661,BÁSICA,5,8
662,HUEJOTZINGO,113,117,72,0,321,662,CONTIGUA 2,5,8
662,HUEJOTZINGO,96,129,50,0,0,661,CONTIGUA 1,5,8
663,HUEJOTZINGO,100,127,65,0,315,735,CONTIGUA 2,5,8
663,HUEJOTZINGO,83,145,76,0,318,735,CONTIGUA 1,5,8
663,HUEJOTZINGO,159,119,60,0,359,734,BÁSICA,5,8
664,HUEJOTZINGO,93,157,46,0,307,713,CONTIGUA 2,5,8
664,HUEJOTZINGO,118,148,47,0,327,713,BÁSICA,5,8
664,HUEJOTZINGO,114,156,40,0,329,713,CONTIGUA 1,5,8
665,HUEJOTZINGO,105,94,60,0,275,648,BÁSICA,5,8
665,HUEJOTZINGO,87,138,45,0,283,649,CONTIGUA 1,5,8
665,HUEJOTZINGO,112,110,45,0,0,649,CONTIGUA 2,5,8
666,HUEJOTZINGO,134,88,36,0,275,601,CONTIGUA 2,5,8
666,HUEJOTZINGO,132,116,30,0,296,600,BÁSICA,5,8
666,HUEJOTZINGO,140,127,34,0,314,601,CONTIGUA 1,5,8
667,HUEJOTZINGO,116,91,32,0,253,552,BÁSICA,5,8
667,HUEJOTZINGO,149,58,38,1,258,553,CONTIGUA 2,5,8
667,HUEJOTZINGO,139,84,34,0,274,553,CONTIGUA 1,5,8
668,HUEJOTZINGO,60,144,31,0,255,652,CONTIGUA 2,5,8
668,HUEJOTZINGO,79,148,29,0,274,652,CONTIGUA 1,5,8
668,HUEJOTZINGO,79,177,19,0,290,651,BÁSICA,5,8
669,HUEJOTZINGO,16,128,32,0,178,458,BÁSICA,5,8
670,HUEJOTZINGO,99,178,22,0,311,631,CONTIGUA 1,5,8
670,HUEJOTZINGO,125,175,16,0,331,631,CONTIGUA 2,5,8
670,HUEJOTZINGO,132,171,16,0,335,630,BÁSICA,5,8
671,HUEJOTZINGO,9,91,16,0,118,404,BÁSICA,5,8
671,HUEJOTZINGO,20,79,23,0,127,405,CONTIGUA 1,5,8
672,HUEJOTZINGO,31,183,18,0,237,437,EXTRAORDINARIA 1,5,8
672,HUEJOTZINGO,35,192,72,0,317,675,CONTIGUA 2,5,8
672,HUEJOTZINGO,41,251,54,0,359,674,BÁSICA,5,8
672,HUEJOTZINGO,32,218,70,0,0,674,CONTIGUA 1,5,8
673,HUEYAPAN,67,174,111,0,382,613,CONTIGUA 1,3,5
673,HUEYAPAN,63,191,112,0,395,612,BÁSICA,3,5
674,HUEYAPAN,89,177,98,0,387,609,BÁSICA,3,5
674,HUEYAPAN,68,213,96,0,405,609,CONTIGUA 2,3,5
674,HUEYAPAN,82,212,94,0,410,609,CONTIGUA 3,3,5
674,HUEYAPAN,86,205,115,0,432,609,CONTIGUA 1,3,5
675,HUEYAPAN,91,74,19,0,200,296,BÁSICA,3,5
676,HUEYAPAN,110,206,88,0,431,608,BÁSICA,3,5
676,HUEYAPAN,110,208,102,0,435,608,CONTIGUA 1,3,5
677,HUEYAPAN,87,119,79,0,317,544,CONTIGUA 2,3,5
677,HUEYAPAN,80,137,78,0,330,543,BÁSICA,3,5
677,HUEYAPAN,88,140,82,0,345,544,CONTIGUA 1,3,5
678,HUEYTAMALCO,265,144,14,0,437,617,CONTIGUA 2,3,5
678,HUEYTAMALCO,259,155,11,1,440,617,CONTIGUA 1,3,5
678,HUEYTAMALCO,303,124,9,0,447,617,BÁSICA,3,5
679,HUEYTAMALCO,231,183,36,0,466,651,CONTIGUA 1,3,5
679,HUEYTAMALCO,231,206,34,0,486,651,BÁSICA,3,5
680,HUEYTAMALCO,62,88,4,0,160,263,BÁSICA,3,5
681,HUEYTAMALCO,142,124,12,0,290,439,BÁSICA,3,5
681,HUEYTAMALCO,179,189,67,0,465,735,EXTRAORDINARIA 1,3,5
682,HUEYTAMALCO,84,130,15,0,248,380,EXTRAORDINARIA 1,3,5
682,HUEYTAMALCO,194,145,31,0,402,688,BÁSICA,3,5
682,HUEYTAMALCO,213,144,28,0,412,688,CONTIGUA 1,3,5
683,HUEYTAMALCO,184,209,32,0,454,729,BÁSICA,3,5
683,HUEYTAMALCO,186,208,30,0,461,730,CONTIGUA 1,3,5
684,HUEYTAMALCO,200,134,28,0,383,601,BÁSICA,3,5
685,HUEYTAMALCO,109,264,16,0,406,639,BÁSICA,3,5
685,HUEYTAMALCO,149,232,17,0,415,654,EXTRAORDINARIA 1,3,5
686,HUEYTAMALCO,186,122,55,0,390,643,EXTRAORDINARIA 1,3,5
686,HUEYTAMALCO,198,178,29,0,426,613,BÁSICA,3,5
687,HUEYTAMALCO,221,138,19,0,405,595,CONTIGUA 2,3,5
687,HUEYTAMALCO,194,169,18,0,413,595,BÁSICA,3,5
687,HUEYTAMALCO,235,144,15,0,413,595,CONTIGUA 1,3,5
688,HUEYTAMALCO,168,158,8,0,346,467,CONTIGUA 1,3,5
688,HUEYTAMALCO,186,141,12,0,353,466,BÁSICA,3,5
689,HUEYTAMALCO,73,63,5,0,154,192,BÁSICA,3,5
690,HUEYTAMALCO,165,206,37,0,433,642,EXTRAORDINARIA 1,3,5
690,HUEYTAMALCO,262,136,9,0,434,586,BÁSICA,3,5
690,HUEYTAMALCO,188,189,40,0,439,643,EXTRAORDINARIA 2,3,5
691,HUEYTAMALCO,234,192,17,0,457,633,BÁSICA,3,5
692,HUEYTAMALCO,87,137,18,0,253,387,EXTRAORDINARIA 1,3,5
