MUNICIPIO,SECCION ELECTORAL,PAN,PRI,PRD,PT,PVEM,MC,MORENA,C_PAN_PRD_MC,C_PAN_PRD,C_PAN_MC,C_PRD_MC,C_PT_PVEM_MORENA,C_PT_PVEM,C_PT_MORENA,C_PVEM_MORENA,TOTAL DE VOTOS,LISTA NOMINAL,PRIORIDAD
IZUCAR DE MATAMOROS,740,94,93,12,69,59,13,193,15,1,2,0,29,7,3,3,617,2428,BAJA (A)
IXTACAMAXTITLAN,713,40,242,9,79,39,7,130,2,0,1,1,13,6,9,2,617,1280,BAJA (A)
CHIETLA,450,62,39,8,36,256,9,143,3,0,3,0,32,5,5,4,617,2111,BAJA (A)
PANTEPEC,918,60,35,6,38,259,1,171,1,0,0,0,17,6,5,4,616,1490,BAJA (A)
TLACHICHUCA,2228,51,269,2,101,89,1,39,3,2,1,0,16,12,8,3,616,1581,BAJA (A)
TEHUITZINGO,2019,38,235,1,47,24,3,222,2,0,0,0,24,3,4,5,616,1857,BAJA (A)
HUAUCHINANGO,595,123,102,3,47,53,8,192,9,3,0,0,32,3,7,7,614,859,BAJA (A)
XIUTETELCO,2394,175,107,6,35,59,7,139,11,4,5,0,24,3,4,3,614,2827,BAJA (A)
XICOTEPEC,2380,175,97,5,63,22,5,187,3,3,1,0,17,4,3,3,614,2480,BAJA (A)
SAN PEDRO CHOLULA,1834,260,71,6,23,15,17,107,49,4,9,0,30,1,3,5,614,1332,BAJA (A)
ZAUTLA,2513,81,85,23,95,15,31,184,10,0,2,0,25,8,9,5,613,1631,BAJA (A)
HUEHUETLA,637,13,317,1,66,32,1,165,0,0,0,0,3,3,2,0,613,1201,BAJA (A)
JUAN C. BONILLA,788,172,80,17,35,22,18,158,28,2,2,0,42,6,8,3,613,2002,BAJA (A)
HUAUCHINANGO,628,124,220,6,36,60,8,81,0,0,0,0,7,1,4,1,612,1739,BAJA (A)
PUEBLA,1171,333,37,5,11,8,8,99,57,8,6,0,21,1,0,0,612,1239,BAJA (A)
AHUACATLAN,66,55,369,8,57,18,10,59,0,0,0,1,7,3,4,1,612,1869,BAJA (A)
TEHUACAN,1991,157,72,3,27,19,7,216,19,0,2,4,55,5,8,3,612,2113,BAJA (A)
CHIGNAHUAPAN,463,93,108,8,95,37,17,154,5,1,1,1,36,8,9,4,612,1960,BAJA (A)
PUEBLA,1328,187,79,7,34,10,10,150,31,9,4,1,50,4,6,5,611,1569,BAJA (A)
ZAUTLA,2511,11,355,16,34,11,4,126,1,1,0,0,13,2,3,3,611,946,BAJA (A)
ATLIXCO,174,157,175,3,33,23,11,133,11,4,1,0,20,3,10,2,611,2978,BAJA (A)
HUEJOTZINGO,663,156,41,9,57,131,6,111,13,5,3,1,43,4,13,5,611,2824,BAJA (A)
ATZITZIHUACAN,227,65,81,24,71,212,12,72,4,2,3,2,15,6,4,3,610,1607,BAJA (A)
PUEBLA,1149,372,26,10,12,8,20,46,70,10,6,0,14,0,2,2,610,987,BAJA (A)
PUEBLA,1570,231,46,6,30,12,9,149,30,3,4,0,56,3,6,4,610,1507,BAJA (A)
TIANGUISMANALCO,2176,94,83,2,38,131,6,185,10,0,1,0,20,6,8,6,609,1933,BAJA (A)
ATLIXCO,154,156,113,8,41,11,4,204,15,2,1,0,24,3,6,1,609,2058,BAJA (A)
PUEBLA,1500,282,53,13,5,2,21,119,36,3,2,5,27,5,15,1,608,1109,BAJA (A)
HUEHUETLAN EL CHICO,642,30,13,6,47,394,4,58,1,0,0,0,14,9,1,13,608,1388,BAJA (A)
HUAUCHINANGO,623,42,188,15,44,70,13,162,3,0,1,1,24,15,6,2,607,2340,BAJA (A)
PUEBLA,1365,175,85,10,22,12,12,157,36,4,0,0,51,3,7,12,607,1768,BAJA (A)
XICOTEPEC,2362,152,86,4,65,24,2,152,14,3,2,1,31,8,11,5,607,2207,BAJA (A)
HUEYTAMALCO,687,73,213,7,74,33,8,142,0,0,0,0,14,5,3,4,607,1888,BAJA (A)
ZINACATEPEC,2529,40,77,5,60,28,0,279,3,2,0,0,76,15,10,5,607,1318,BAJA (A)
CUYOACO,364,98,220,3,32,45,4,143,6,0,1,0,13,3,6,2,606,1632,BAJA (A)
HUEJOTZINGO,664,151,60,9,74,93,14,112,21,5,1,3,31,8,9,4,605,2537,BAJA (A)
ATLIXCO,177,161,74,3,34,10,9,227,16,1,3,0,34,3,7,4,605,1712,BAJA (A)
PUEBLA,948,186,75,11,30,17,16,145,42,3,6,1,31,12,8,2,605,2004,BAJA (A)
SAN PEDRO CHOLULA,1811,242,62,11,23,7,23,115,69,9,1,0,24,0,3,3,605,1311,BAJA (A)
PUEBLA,1292,226,71,13,24,10,16,127,40,4,3,0,39,3,5,2,605,1608,BAJA (A)
PUEBLA,1307,173,74,4,34,19,14,143,29,10,3,2,51,6,7,6,604,1840,BAJA (A)
PUEBLA,1530,211,74,12,30,13,10,129,42,4,2,3,44,5,1,4,604,1443,BAJA (A)
IZUCAR DE MATAMOROS,749,79,105,6,92,85,10,161,6,2,2,2,14,6,6,4,604,2145,BAJA (A)
PUEBLA,1376,211,56,9,21,8,7,149,33,5,8,2,55,3,6,3,604,1802,BAJA (A)
CUETZALAN DEL PROGRESO,350,42,384,5,27,20,1,76,2,0,0,0,8,1,4,2,604,1418,BAJA (A)
GUADALUPE VICTORIA,557,76,64,2,28,252,9,111,3,0,0,0,30,9,1,8,604,1679,BAJA (A)
TEPEXCO,2097,21,94,3,80,173,5,168,2,0,0,0,18,7,11,3,603,1685,BAJA (A)
PUEBLA,1095,423,16,6,9,7,13,52,49,2,8,0,10,3,1,0,603,1010,BAJA (A)
CHALCHICOMULA DE SESMA,386,110,181,6,32,40,12,115,15,3,2,1,43,12,8,4,603,2101,BAJA (A)
LIBRES,816,18,77,4,118,64,10,221,3,0,0,0,41,3,8,10,602,1901,BAJA (A)
VENUSTIANO CARRANZA,2335,161,5,2,50,25,6,251,18,2,2,0,62,3,7,1,602,1142,BAJA (A)
HUEYAPAN,673,40,245,3,133,14,6,118,0,1,0,0,9,5,6,2,602,1479,BAJA (A)
PUEBLA,1370,202,102,10,20,10,14,155,21,3,0,1,26,6,3,3,602,1925,BAJA (A)
PUEBLA,976,215,66,6,30,12,7,135,47,3,5,1,42,5,5,5,602,1826,BAJA (A)
PUEBLA,1592,154,80,7,36,18,11,171,22,3,6,1,48,6,5,4,602,2609,BAJA (A)
GUADALUPE VICTORIA,558,44,69,3,14,346,2,57,7,0,1,0,26,8,2,10,601,1511,BAJA (A)
TEZIUTLAN,2172,121,61,9,50,94,24,131,12,2,2,0,33,10,10,9,600,2149,BAJA (A)
CUETZALAN DEL PROGRESO,351,39,249,1,19,54,6,169,2,2,2,0,23,0,6,4,600,1451,BAJA (A)
PUEBLA,1510,266,43,12,20,13,10,147,29,6,5,0,26,1,4,4,600,1188,BAJA (A)
CHICHIQUILA,437,67,107,3,74,20,3,232,3,1,0,0,42,9,7,6,600,1384,BAJA (A)
SAN ANDRES CHOLULA,1659,273,51,3,33,8,11,111,38,7,3,0,36,0,2,3,600,2038,BAJA (A)
SAN NICOLAS DE LOS RANCHOS,1797,37,112,11,52,75,3,237,2,0,1,1,27,10,9,4,599,1430,BAJA (A)
PUEBLA,1327,226,76,6,36,8,6,119,40,2,2,1,46,0,5,1,599,1526,BAJA (A)
CAÑADA MORELOS,267,16,255,1,57,16,4,195,0,0,0,1,17,4,10,4,599,971,BAJA (A)
CORONANGO,292,177,149,10,22,3,16,112,32,6,4,2,38,3,5,0,598,2532,BAJA (A)
ACAJETE,5,163,154,9,49,12,12,121,18,1,2,0,25,10,8,1,598,2937,BAJA (A)
LIBRES,819,57,121,3,101,64,2,156,0,0,2,0,43,8,3,9,597,2329,BAJA (A)
AHUACATLAN,70,53,213,8,172,20,16,54,2,1,0,0,12,11,2,3,597,1342,BAJA (A)
SAN ANDRES CHOLULA,1662,254,59,11,26,11,14,127,26,8,3,1,23,4,8,5,597,2049,BAJA (A)
ACATZINGO,50,112,165,13,62,20,11,117,23,2,4,0,36,9,6,1,596,3001,BAJA (A)
SAN ANDRES CHOLULA,2633,392,13,9,6,8,14,58,65,7,3,0,8,1,2,1,596,1249,BAJA (A)
NAUPAN,833,95,120,6,74,43,7,199,0,0,0,0,5,6,0,3,596,969,BAJA (A)
PUEBLA,1506,268,60,4,16,10,18,114,47,3,8,1,25,1,2,1,596,1152,BAJA (A)
TLAHUAPAN,2245,73,249,5,32,82,9,77,7,0,0,0,28,5,2,9,595,2712,BAJA (A)
TLATLAUQUITEPEC,2274,138,105,7,19,81,6,156,24,2,3,0,18,0,1,5,595,1428,BAJA (A)
SAN MARTIN TEXMELUCAN,1766,127,150,11,84,22,17,97,13,1,3,0,26,5,3,3,595,3140,BAJA (A)
PUEBLA,1609,55,246,3,40,75,9,100,10,3,2,0,24,8,5,5,595,1874,BAJA (A)
TEZIUTLAN,2174,160,57,6,44,77,51,132,6,4,1,1,14,7,6,7,595,2156,BAJA (A)
QUIMIXTLAN,1626,107,70,1,88,30,6,220,2,0,2,0,24,7,5,9,594,1635,BAJA (A)
COXCATLAN,299,62,106,7,98,38,11,187,3,0,2,0,41,12,2,3,594,1623,BAJA (A)
TEOPANTLAN,2033,208,74,10,100,47,9,92,2,0,0,0,15,3,5,5,594,1608,BAJA (A)
PUEBLA,1449,369,28,8,5,5,14,57,81,1,5,1,11,0,0,0,594,994,BAJA (A)
PUEBLA,1477,196,61,21,28,19,18,140,29,2,8,2,37,3,6,6,593,1686,BAJA (A)
PUEBLA,1480,299,43,9,13,5,13,113,37,9,8,0,19,0,5,1,593,995,BAJA (A)
HUEJOTZINGO,654,198,78,6,59,64,15,94,18,2,1,1,24,1,6,0,593,1901,BAJA (A)
PUEBLA,1454,256,43,9,28,9,18,118,42,7,4,0,35,0,3,3,592,1500,BAJA (A)
TULCINGO,2321,30,66,17,92,76,2,218,2,1,0,0,46,19,6,1,592,2306,BAJA (A)
ALBINO ZERTUCHE,102,51,270,0,23,155,0,59,1,1,1,0,7,6,2,3,592,1434,BAJA (A)
PUEBLA,1159,349,32,3,17,3,24,61,61,5,4,0,15,2,0,1,591,1075,BAJA (A)
PALMAR DE BRAVO,900,98,87,6,63,17,8,169,22,1,2,1,58,3,26,6,591,2301,BAJA (A)
TLAHUAPAN,2234,94,242,10,40,38,10,83,15,4,1,0,21,6,3,2,591,2522,BAJA (A)
ACATZINGO,49,158,108,23,39,11,12,152,28,0,2,1,30,2,7,2,591,1893,BAJA (A)
AHUACATLAN,68,42,237,27,128,11,5,108,0,3,0,1,4,2,0,0,591,1351,BAJA (A)
TEHUACAN,1992,161,41,6,33,28,17,214,19,1,3,0,34,4,1,6,591,1963,BAJA (A)
SAN PEDRO CHOLULA,1819,262,62,10,15,7,23,85,61,6,10,0,27,1,4,2,590,1489,BAJA (A)
COYOMEAPAN,313,8,162,4,18,8,3,339,0,0,0,0,11,2,3,3,590,916,BAJA (A)
ACATZINGO,51,159,145,12,31,9,12,119,25,3,4,0,38,7,6,4,590,2268,BAJA (A)
PUEBLA,1319,171,55,12,37,16,6,173,29,4,4,0,47,4,8,2,590,1572,BAJA (A)
PUEBLA,1224,195,49,8,39,20,14,113,59,1,6,1,44,3,9,4,590,1547,BAJA (A)
SAN MIGUEL XOXTLA,1786,212,84,20,46,25,9,112,31,5,1,0,28,4,2,2,590,1973,BAJA (A)
XICOTEPEC,2390,136,156,6,43,38,8,111,7,2,3,0,22,10,8,0,589,1995,BAJA (A)
ATLIXCO,207,308,65,11,32,19,5,90,10,5,1,0,13,6,4,4,588,2073,BAJA (A)
PUEBLA,1366,215,75,11,22,12,5,128,18,2,4,1,53,5,11,5,588,1535,BAJA (A)
PUEBLA,952,238,59,8,35,13,18,112,41,3,8,1,27,3,6,1,588,1735,BAJA (A)
RAFAEL LARA GRAJALES,1641,144,102,7,35,47,13,161,12,2,1,0,27,3,9,1,588,2251,BAJA (A)
CHIGNAUTLA,492,154,137,10,65,22,14,101,10,1,0,0,28,7,2,2,587,3042,BAJA (A)
AQUIXTLA,137,22,400,4,19,9,5,69,1,0,0,0,11,2,4,1,587,1375,BAJA (A)
ALTEPEXI,108,115,58,9,51,35,9,236,9,0,0,0,38,3,7,4,586,2123,BAJA (A)
ZACATLAN,2482,80,218,11,78,20,6,79,7,0,2,0,26,8,6,4,586,1677,BAJA (A)
PUEBLA,1049,225,78,13,30,24,13,88,42,5,4,0,29,4,2,5,586,1994,BAJA (A)
PUEBLA,1071,183,96,11,35,7,15,137,19,6,3,2,39,0,11,2,586,2346,BAJA (A)
PUEBLA,1073,156,85,9,43,30,6,132,38,6,6,3,40,4,9,3,585,2851,BAJA (A)
NICOLAS BRAVO,844,86,70,3,71,21,3,260,5,2,1,0,31,8,12,2,585,3017,BAJA (A)
HUEHUETLA,639,18,142,9,50,23,3,294,0,1,0,0,6,1,1,3,584,959,BAJA (A)
CHIGNAHUAPAN,470,13,249,64,124,14,12,49,1,0,0,0,10,9,9,1,584,1820,BAJA (A)
TEPEOJUMA,2087,45,299,0,84,6,0,100,0,1,0,0,11,2,17,0,584,901,BAJA (A)
LIBRES,817,37,62,4,76,109,3,202,2,1,0,0,36,6,8,15,584,1573,BAJA (A)
TEPEYAHUALCO,2114,61,62,3,32,212,5,124,3,1,1,0,29,9,4,4,584,1682,BAJA (A)
TEHUACAN,1950,190,23,7,31,21,15,200,19,1,3,1,45,2,7,2,584,1601,BAJA (A)
SAN JOSE MIAHUATLAN,1708,96,116,6,90,12,3,199,1,2,1,1,23,0,17,4,583,1838,BAJA (A)
ACATENO,27,15,85,4,178,10,6,248,0,0,0,0,12,2,2,0,583,1128,BAJA (A)
PUEBLA,1566,142,102,9,39,25,9,144,26,1,2,0,48,1,12,4,583,1928,BAJA (A)
TEHUITZINGO,2018,32,290,0,31,46,1,147,1,0,1,0,16,4,4,2,583,1690,BAJA (A)
SAN MARTIN TEXMELUCAN,1755,155,73,9,87,17,17,148,14,1,1,0,20,3,8,2,583,2872,BAJA (A)
AMIXTLAN,115,32,84,10,38,307,6,66,2,1,0,0,4,4,0,1,582,1128,BAJA (A)
ATLIXCO,197,193,65,7,18,22,16,181,19,2,1,1,24,1,5,3,582,1649,BAJA (A)
AMOZOC,125,209,86,7,42,20,11,125,32,5,1,1,18,1,3,2,582,1732,BAJA (A)
DOMINGO ARENAS,516,77,236,36,37,34,8,94,11,2,2,1,20,2,5,1,582,2572,BAJA (A)
CHICHIQUILA,432,60,195,10,50,46,4,158,1,0,0,0,16,9,6,5,581,1755,BAJA (A)
PUEBLA,2622,214,92,12,16,15,5,135,32,3,2,0,36,3,1,2,581,1947,BAJA (A)
GENERAL FELIPE ANGELES,545,116,109,9,105,11,9,112,14,4,7,0,45,7,8,4,580,1694,BAJA (A)
PUEBLA,1531,184,103,8,21,9,14,114,45,2,2,1,41,4,4,4,580,1456,BAJA (A)
CUAUTLANCINGO,333,139,70,15,50,20,8,168,29,5,4,0,32,5,8,5,579,2865,BAJA (A)
PUEBLA,1125,269,29,10,22,11,18,103,51,4,5,0,29,0,3,3,579,1160,BAJA (A)
SOLTEPEC,1892,71,142,4,74,31,10,173,7,1,0,0,24,2,15,2,578,2381,BAJA (A)
PUEBLA,1295,186,71,8,20,16,16,133,33,3,2,0,57,3,9,6,578,1524,BAJA (A)
CHIETLA,452,27,71,5,53,157,4,187,6,0,1,0,31,11,5,3,578,1695,BAJA (A)
ZIHUATEUTLA,2524,101,73,10,52,140,34,88,3,2,1,1,5,4,5,4,578,1514,BAJA (A)
AHUACATLAN,64,46,160,7,219,21,6,64,0,1,0,0,6,10,4,0,577,1256,BAJA (A)
SAN SEBASTIAN TLACOTEPEC,2204,33,22,4,76,27,13,367,1,0,0,0,5,1,5,3,577,1199,BAJA (A)
PUEBLA,1572,206,58,9,17,10,17,128,27,4,8,1,55,6,6,3,577,1256,BAJA (A)
TEHUACAN,1955,196,25,5,24,22,3,211,14,3,1,0,39,3,6,5,577,1692,BAJA (A)
SAN PEDRO YELOIXTLAHUACA,1847,71,90,2,29,156,3,178,0,2,0,0,27,3,0,2,576,1514,BAJA (A)
PUEBLA,1025,215,58,13,14,19,12,130,30,6,3,1,35,1,8,4,576,1463,BAJA (A)
TEHUACAN,2010,196,177,7,34,14,6,86,1,4,3,0,19,6,1,5,576,1163,BAJA (A)
FRANCISCO Z. MENA,536,137,44,12,48,30,4,223,8,2,1,1,32,7,5,5,575,1812,BAJA (A)
CHIETLA,447,51,20,10,54,236,8,137,6,0,0,1,28,4,4,3,574,1615,BAJA (A)
MOLCAXAC,825,72,75,2,49,181,4,149,0,0,1,0,21,6,3,4,574,1453,BAJA (A)
HUEYTAMALCO,683,42,227,3,56,45,3,128,2,0,0,0,27,6,1,3,574,1507,BAJA (A)
JALPAN,764,37,85,9,29,253,5,118,2,1,0,0,4,4,3,6,574,1738,BAJA (A)
SAN PEDRO CHOLULA,1827,190,104,12,39,18,12,112,36,1,2,0,27,0,5,2,573,2115,BAJA (A)
PUEBLA,1338,147,84,7,26,17,5,154,26,10,4,1,52,1,11,4,573,1629,BAJA (A)
PANTEPEC,921,38,48,4,31,259,58,89,0,1,0,0,7,4,1,4,573,1330,BAJA (A)
SANTO TOMAS HUEYOTLIPAN,1890,92,88,7,72,22,7,201,17,0,2,0,38,3,5,3,573,2121,BAJA (A)
SANTA INES AHUATEMPAN,1876,23,306,3,36,26,1,134,2,0,0,0,12,5,8,9,573,1240,BAJA (A)
PUEBLA,1539,190,76,9,21,17,21,117,30,6,3,0,43,7,9,4,573,1488,BAJA (A)
SAN PEDRO CHOLULA,1828,106,137,16,32,24,11,146,18,1,1,0,49,2,6,8,573,2361,BAJA (A)
NOPALUCAN,847,140,86,11,70,52,8,139,9,1,2,1,27,3,9,1,572,2979,BAJA (A)
TEPETZINTLA,2090,63,165,12,98,43,6,106,0,4,1,0,9,9,4,0,571,1496,BAJA (A)
PUEBLA,1023,113,27,6,13,10,3,62,21,4,1,1,27,2,2,2,571,768,BAJA (A)
PUEBLA,1216,240,73,1,28,7,13,105,35,3,5,0,39,1,2,2,571,1299,BAJA (A)
PUEBLA,1321,181,58,3,40,21,10,136,30,8,3,0,46,2,12,2,571,1521,BAJA (A)
SAN SALVADOR EL SECO,1850,132,191,12,22,38,4,98,13,1,0,1,22,5,2,4,571,1970,BAJA (A)
PUEBLA,1529,179,102,4,22,7,11,127,33,7,3,0,41,1,4,2,571,1433,BAJA (A)
JONOTLA,776,43,236,4,84,50,4,108,3,0,1,0,10,6,1,2,571,1066,BAJA (A)
ZACATLAN,2461,152,108,7,53,28,9,127,17,1,2,2,26,2,10,2,571,1705,BAJA (A)
CUETZALAN DEL PROGRESO,356,57,258,0,20,102,3,98,1,1,0,0,6,2,2,2,570,1442,BAJA (A)
PUEBLA,1150,266,50,7,18,7,13,100,52,6,3,0,22,1,2,2,570,1177,BAJA (A)
XIUTETELCO,2404,151,241,4,37,16,9,71,1,1,0,0,7,0,4,0,570,1467,BAJA (A)
JUAN GALINDO,793,88,65,10,45,23,8,251,10,1,2,1,31,2,12,3,570,1620,BAJA (A)
FRANCISCO Z. MENA,541,111,139,10,39,14,1,195,4,3,1,1,34,1,1,0,570,1537,BAJA (A)
ALTEPEXI,107,66,99,10,48,30,6,240,4,1,0,0,35,7,4,7,570,3033,BAJA (A)
TLACOTEPEC DE BENITO JUAREZ,2191,141,121,4,93,22,7,118,13,5,4,1,15,5,8,2,570,2266,BAJA (A)
XICOTEPEC,2375,169,102,5,58,14,11,124,16,2,5,0,23,6,6,3,569,1812,BAJA (A)
VENUSTIANO CARRANZA,2336,135,21,1,39,16,4,238,22,5,3,0,55,5,9,5,568,1070,BAJA (A)
PUEBLA,1350,169,70,7,23,18,17,125,42,6,5,1,42,4,7,5,568,1696,BAJA (A)
IXTACAMAXTITLAN,712,37,178,1,79,32,7,151,2,0,0,0,26,4,5,6,568,988,BAJA (A)
CUYOACO,369,36,116,2,62,35,15,231,1,2,0,1,31,3,11,7,568,1652,BAJA (A)
PUEBLA,1180,262,42,7,16,10,12,111,44,10,3,0,27,0,8,1,568,1138,BAJA (A)
TUZAMAPAN DE GALEANA,2328,28,86,1,67,174,12,158,1,0,0,0,10,10,3,6,567,1490,BAJA (A)
HUAUCHINANGO,629,60,56,5,52,113,8,176,6,0,0,1,32,2,8,9,567,2274,BAJA (A)
PUEBLA,1124,294,32,5,17,7,8,90,47,6,5,0,28,1,6,2,567,1331,BAJA (A)
CHIGNAHUAPAN,465,123,97,9,98,49,4,107,7,1,1,0,18,3,11,7,567,1429,BAJA (A)
SAN PEDRO CHOLULA,1826,157,114,4,33,7,6,137,24,6,4,0,37,3,7,8,566,2556,BAJA (A)
TEPANCO DE LOPEZ,2043,98,82,6,89,23,12,140,6,8,3,1,40,15,9,5,566,1746,BAJA (A)
ZOQUITLAN,2541,119,38,47,81,11,11,166,9,12,1,1,20,5,8,3,566,1449,BAJA (A)
GENERAL FELIPE ANGELES,548,124,154,10,122,9,13,77,14,4,1,1,10,2,4,2,565,2171,BAJA (A)
EPATLAN,525,72,267,7,27,14,14,126,4,0,3,0,12,1,3,3,565,2001,BAJA (A)
PUEBLA,1522,138,106,11,34,18,8,135,19,4,2,1,55,9,3,3,565,1719,BAJA (A)
TLACHICHUCA,2224,56,175,4,169,37,8,54,2,0,1,0,25,10,5,2,565,1897,BAJA (A)
SAN GREGORIO ATZOMPA,1694,328,20,3,6,6,25,40,89,6,14,0,15,1,1,0,565,1270,BAJA (A)
TILAPA,2182,42,35,10,55,174,3,174,5,0,0,0,23,8,6,8,564,1905,BAJA (A)
ATLIXCO,213,239,104,7,40,36,5,82,9,2,3,0,7,6,3,1,564,1921,BAJA (A)
TEZIUTLAN,2166,99,74,7,34,171,5,128,1,0,1,1,24,4,3,5,563,1391,BAJA (A)
AHUAZOTEPEC,78,54,229,14,35,24,19,147,2,0,1,0,5,3,2,3,563,841,BAJA (A)
PUEBLA,1003,195,67,8,25,5,16,119,44,8,5,0,38,5,5,2,563,1664,BAJA (A)
PUEBLA,1458,261,35,5,18,9,13,87,60,8,4,1,33,1,2,1,562,1242,BAJA (A)
PUEBLA,1044,197,82,8,30,14,13,128,18,1,1,0,43,2,2,4,562,1817,BAJA (A)
PUEBLA,1358,175,65,10,30,9,13,128,39,3,4,1,43,7,5,7,561,1338,BAJA (A)
PUEBLA,1209,155,82,15,28,11,14,136,20,6,4,1,49,7,6,4,561,1812,BAJA (A)
SAN GABRIEL CHILAC,1689,122,99,7,56,28,6,186,6,3,1,0,24,6,6,2,561,1566,BAJA (A)
PUEBLA,1151,293,45,5,26,8,8,83,40,3,3,0,34,2,3,0,561,1227,BAJA (A)
PUEBLA,957,313,26,6,5,6,18,87,41,4,6,2,23,0,3,1,561,1063,BAJA (A)
ELOXOCHITLAN,523,10,11,5,381,12,10,105,0,1,0,1,3,1,3,0,560,891,BAJA (A)
HUAUCHINANGO,622,29,185,6,43,75,8,165,0,0,0,1,10,4,10,6,560,1566,BAJA (A)
PUEBLA,947,195,66,6,27,17,14,127,30,3,7,0,37,5,6,4,560,1638,BAJA (A)
PAHUATLAN,890,18,63,17,81,165,9,165,1,0,0,0,15,4,3,0,560,2392,BAJA (A)
ACAJETE,10,164,89,11,54,18,11,138,21,3,1,0,31,1,6,3,559,2494,BAJA (A)
QUECHOLAC,1623,71,36,8,68,17,11,205,12,1,5,0,48,15,12,6,559,2434,BAJA (A)
PUEBLA,2562,251,37,4,25,6,14,112,38,0,4,0,35,4,8,2,559,1411,BAJA (A)
PUEBLA,1043,195,64,7,33,17,12,142,26,2,3,0,33,3,2,3,558,1956,BAJA (A)
PUEBLA,2623,225,48,6,28,6,12,111,52,8,2,0,34,1,6,1,558,1861,BAJA (A)
TEHUACAN,1961,156,33,1,32,32,8,221,16,1,2,0,36,0,6,2,558,1838,BAJA (A)
CHIGNAHUAPAN,471,35,215,4,155,26,4,71,1,2,0,0,7,5,10,2,557,1294,BAJA (A)
ACAJETE,4,173,134,8,28,18,7,121,17,1,3,1,22,2,3,5,557,2302,BAJA (A)
SAN MARTIN TEXMELUCAN,1771,86,117,11,121,28,11,104,7,3,1,0,36,3,4,0,557,3923,BAJA (A)
SAN MIGUEL XOXTLA,1785,182,107,9,64,31,5,87,26,3,4,0,13,3,5,2,556,1906,BAJA (A)
ACATZINGO,57,63,178,1,76,12,9,132,9,0,3,0,35,4,12,5,556,2905,BAJA (A)
TEZIUTLAN,2142,186,83,3,25,33,17,150,14,1,1,0,20,4,2,2,556,1914,BAJA (A)
HUEJOTZINGO,652,104,107,7,78,76,17,85,22,3,3,1,19,7,5,2,555,2263,BAJA (A)
HUEJOTZINGO,659,148,62,8,76,67,19,84,21,2,5,1,18,5,11,6,554,1916,BAJA (A)
TLACHICHUCA,2227,54,174,7,161,30,6,58,6,1,1,0,22,5,8,0,554,1700,BAJA (A)
HUEJOTZINGO,658,165,63,8,87,42,21,93,21,2,0,0,22,2,5,1,554,1735,BAJA (A)
COXCATLAN,301,36,16,13,69,32,3,317,2,0,0,0,38,4,9,7,554,1499,BAJA (A)
AJALPAN,87,38,68,17,98,12,17,223,0,1,0,0,5,2,4,2,553,1778,BAJA (A)
ZACATLAN,2485,105,165,6,52,16,7,119,8,1,1,0,31,4,11,4,553,1586,BAJA (A)
CHIAUTZINGO,415,156,185,9,19,22,8,84,26,1,2,0,18,0,0,2,553,2555,BAJA (A)
HUEJOTZINGO,656,152,85,5,62,53,19,100,14,5,1,0,19,11,6,2,553,1994,BAJA (A)
TEPANGO DE RODRIGUEZ,2050,47,148,5,70,29,14,180,1,0,0,0,15,6,5,1,553,1445,BAJA (A)
SAN ANDRES CHOLULA,1661,211,68,7,24,4,19,103,41,3,6,1,40,1,5,0,553,2054,BAJA (A)
ATLIXCO,168,133,95,2,34,25,3,165,19,3,5,0,30,2,9,5,553,1819,BAJA (A)
PUEBLA,1577,231,40,12,20,11,16,127,34,7,4,0,25,2,2,2,552,1033,BAJA (A)
XICOTEPEC,2370,153,107,3,46,10,6,147,16,1,3,2,29,2,5,1,552,1748,BAJA (A)
TEHUACAN,1993,149,43,5,34,21,4,200,15,1,3,0,45,1,8,5,551,2091,BAJA (A)
TLAHUAPAN,2238,37,362,5,30,31,4,42,7,1,0,0,11,1,4,1,551,1354,BAJA (A)
SAN PEDRO CHOLULA,1837,225,54,13,30,27,8,116,33,2,1,1,20,1,6,2,551,1559,BAJA (A)
ZACATLAN,2460,142,85,8,65,24,14,127,13,1,3,2,33,5,7,1,551,1788,BAJA (A)
PUEBLA,1089,303,35,8,8,2,17,80,55,6,1,0,19,0,4,0,551,990,BAJA (A)
ZACATLAN,2462,128,108,9,51,48,22,114,12,0,3,0,15,6,4,4,551,1571,BAJA (A)
PUEBLA,1097,206,49,13,29,12,7,135,36,1,6,0,30,3,5,1,550,1716,BAJA (A)
SAN SALVADOR EL SECO,1851,134,171,17,31,29,18,82,11,4,5,1,13,3,2,0,550,2105,BAJA (A)
TIANGUISMANALCO,2177,40,90,5,69,122,6,150,3,1,1,0,34,6,4,6,550,1694,BAJA (A)
AMOZOC,119,188,101,9,35,29,7,107,18,1,4,0,25,2,7,0,550,1764,BAJA (A)
PUEBLA,1229,210,81,6,24,6,10,89,49,2,6,1,29,2,4,1,550,1290,BAJA (A)
TEHUACAN,2007,181,48,5,58,18,11,188,1,2,1,0,18,5,1,1,550,2548,BAJA (A)
LOS REYES DE JUAREZ,1644,92,215,9,28,5,9,107,13,7,3,2,29,3,5,2,549,2127,BAJA (A)
CHILA,496,27,155,50,35,19,5,215,6,1,0,0,16,1,6,1,549,1811,BAJA (A)
HUAQUECHULA,578,23,105,4,244,9,2,136,3,0,1,1,3,2,1,0,549,1300,BAJA (A)
