MUNICIPIO,SECCION ELECTORAL,PAN,PRI,PRD,PT,PVEM,MC,MORENA,C_PAN_PRD_MC,C_PAN_PRD,C_PAN_MC,C_PRD_MC,C_PT_PVEM_MORENA,C_PT_PVEM,C_PT_MORENA,C_PVEM_MORENA,TOTAL DE VOTOS,LISTA NOMINAL,PRIORIDAD
PAHUATLAN,885,33,28,3,24,122,2,84,2,1,0,0,12,1,5,3,346,779,BAJA (A)
XICOTEPEC,2368,100,51,1,30,15,5,99,7,2,1,0,15,0,1,1,346,866,BAJA (A)
ESPERANZA,528,49,30,4,22,53,9,110,22,0,0,0,29,0,2,1,345,1266,BAJA (A)
FRANCISCO Z. MENA,543,84,133,2,17,6,2,79,1,0,0,0,7,0,1,0,345,756,BAJA (A)
PUEBLA,1332,152,27,9,18,10,3,64,19,5,0,1,26,0,2,1,345,856,BAJA (A)
SAN ANTONIO CAÑADA,1673,31,69,15,61,18,3,112,3,1,0,3,13,4,2,1,344,1324,BAJA (A)
PUEBLA,1466,133,42,7,18,8,5,76,20,4,1,1,13,1,3,2,344,1018,BAJA (A)
PUEBLA,1145,179,23,2,9,4,15,48,30,4,2,0,8,0,4,4,343,680,BAJA (A)
ZACATLAN,2489,71,122,4,27,15,5,49,4,3,0,1,10,5,1,1,343,856,BAJA (A)
SAN PEDRO CHOLULA,1814,129,42,19,11,3,9,51,39,1,5,1,23,1,1,2,343,875,BAJA (A)
IZUCAR DE MATAMOROS,761,10,58,11,32,146,4,50,0,0,0,0,11,7,2,1,342,973,BAJA (A)
TLAPANALA,2269,26,34,1,38,109,7,58,4,0,1,1,33,15,3,5,341,1514,BAJA (A)
PUEBLA,1075,100,58,8,21,13,9,60,20,1,3,0,18,4,5,1,340,1937,BAJA (A)
PUEBLA,1487,92,43,3,18,13,5,98,15,6,1,0,26,3,3,3,340,1163,BAJA (A)
TLACUILOTEPEC,2216,18,61,3,44,21,2,156,0,0,0,0,10,1,2,4,339,709,BAJA (A)
ACTEOPAN,63,9,31,0,142,123,1,13,0,0,0,1,6,4,0,0,339,586,BAJA (A)
SAN ANDRES CHOLULA,2659,245,4,2,7,1,15,17,37,2,5,0,2,0,1,0,338,545,BAJA (A)
PETLALCINGO,927,15,77,3,24,56,6,132,0,0,0,1,4,2,4,0,337,1076,BAJA (A)
HUAQUECHULA,577,45,108,6,63,6,2,69,5,1,0,0,14,4,0,2,337,887,BAJA (A)
TLACHICHUCA,2229,26,229,1,38,8,2,9,5,2,0,0,8,5,0,0,337,717,BAJA (A)
TLAHUAPAN,2235,53,97,3,25,38,4,83,7,0,0,1,11,2,2,0,336,1522,BAJA (A)
PUEBLA,1439,146,33,6,16,6,7,74,18,2,4,1,15,0,2,1,336,624,BAJA (A)
NOPALUCAN,853,56,106,3,30,36,4,56,2,1,0,1,25,0,3,1,336,1081,BAJA (A)
ATLIXCO,191,106,57,9,15,5,8,94,8,3,3,0,14,0,5,2,336,1042,BAJA (A)
PAHUATLAN,889,51,48,8,22,50,1,106,2,1,0,0,10,4,3,5,335,1206,BAJA (A)
JUAN N. MENDEZ,797,8,37,3,141,7,3,96,1,0,0,0,18,6,5,1,335,736,BAJA (A)
ACATENO,23,12,47,7,67,11,0,160,1,0,0,0,11,2,2,2,335,543,BAJA (A)
ORIENTAL,878,64,83,3,22,36,7,81,5,1,0,1,13,2,2,0,335,1043,BAJA (A)
ACAJETE,13,113,45,2,18,13,8,87,8,3,3,0,19,1,4,3,335,1414,BAJA (A)
ALTEPEXI,109,60,39,2,35,8,2,165,0,3,0,0,14,2,1,2,335,1714,BAJA (A)
PUEBLA,1226,114,40,5,22,7,5,60,29,1,4,3,29,2,3,0,334,989,BAJA (A)
CHALCHICOMULA DE SESMA,389,43,91,3,33,38,2,94,3,0,0,0,13,2,3,2,334,908,BAJA (A)
SAN SALVADOR EL VERDE,1859,86,51,4,36,10,6,93,2,3,3,0,22,2,4,1,334,1641,BAJA (A)
PUEBLA,2550,75,82,8,20,13,3,87,14,1,0,0,22,1,1,1,334,1193,BAJA (A)
ZACATLAN,2483,35,103,7,33,14,5,103,0,0,0,0,10,5,3,2,334,1099,BAJA (A)
CALTEPEC,253,83,91,4,15,14,4,94,1,0,1,0,12,2,0,2,333,761,BAJA (A)
DOMINGO ARENAS,515,25,109,24,25,25,12,73,8,1,0,0,20,2,0,1,333,1220,BAJA (A)
SAN JERONIMO TECUANIPAN,1697,67,34,15,33,10,14,83,18,0,1,1,31,4,9,0,333,1230,BAJA (A)
PUEBLA,2583,181,15,1,15,3,14,52,20,2,2,0,14,0,1,1,333,730,BAJA (A)
PUEBLA,1581,122,48,7,15,9,10,66,8,2,0,0,15,4,8,3,332,1110,BAJA (A)
PUEBLA,1237,122,49,7,14,7,14,61,24,2,1,0,18,1,5,2,332,1065,BAJA (A)
TEZIUTLAN,2160,98,66,3,11,28,11,78,5,3,2,2,9,3,1,3,332,1054,BAJA (A)
SAN JERONIMO XAYACATLAN,1698,32,50,5,36,48,7,104,0,0,0,0,17,11,2,2,332,908,BAJA (A)
ATLIXCO,173,86,83,2,21,8,7,82,5,1,1,2,13,1,4,2,332,1699,BAJA (A)
HUAQUECHULA,580,58,75,3,75,3,1,79,9,0,4,0,11,0,2,1,331,1235,BAJA (A)
SAN MARTIN TEXMELUCAN,1752,85,81,8,48,7,1,65,13,1,1,0,6,2,3,2,331,2080,BAJA (A)
SAN MARTIN TEXMELUCAN,1728,116,37,4,23,14,10,75,14,6,1,0,14,1,3,0,331,1114,BAJA (A)
SAN JUAN ATZOMPA,1719,41,81,0,30,26,2,128,1,0,0,0,16,1,3,0,331,778,BAJA (A)
PUEBLA,1279,140,38,9,15,4,12,56,23,4,1,0,19,1,3,0,331,656,BAJA (A)
PUEBLA,1326,120,46,10,15,8,3,69,19,5,5,0,20,1,0,2,331,878,BAJA (A)
IZUCAR DE MATAMOROS,755,19,30,4,67,67,5,85,4,0,0,1,20,3,14,3,331,1188,BAJA (A)
CORONANGO,287,90,39,5,24,9,2,106,19,2,1,0,16,4,4,0,329,1727,BAJA (A)
PUEBLA,955,117,50,3,22,9,10,73,10,3,2,0,19,0,1,2,329,884,BAJA (A)
AJALPAN,99,37,35,6,40,21,3,136,5,1,0,0,25,4,5,1,328,1130,BAJA (A)
PUEBLA,1143,183,21,2,4,2,5,55,27,1,4,0,15,0,1,0,328,610,BAJA (A)
HUAUCHINANGO,594,74,70,13,10,29,10,72,8,3,0,0,14,1,3,3,327,825,BAJA (A)
ALJOJUCA,105,72,36,4,23,85,5,61,7,2,1,1,8,6,4,3,327,1178,BAJA (A)
TOCHIMILCO,2309,87,96,2,19,24,5,77,1,0,1,0,7,1,3,1,327,952,BAJA (A)
CALPAN,250,38,180,2,26,11,7,29,9,1,1,0,8,1,2,1,327,1048,BAJA (A)
IZUCAR DE MATAMOROS,730,33,35,7,56,54,11,79,6,0,0,0,22,1,1,3,327,1586,BAJA (A)
SAN MATIAS TLALANCALECA,1780,58,43,5,53,6,3,85,2,4,1,0,35,3,9,4,326,1229,BAJA (A)
ATZITZINTLA,238,18,16,7,19,186,3,50,3,0,0,0,6,2,0,2,326,952,BAJA (A)
ZACAPALA,2429,16,69,1,31,56,9,96,1,0,0,0,24,3,1,3,325,1049,BAJA (A)
ACATZINGO,48,75,68,16,29,2,5,79,9,0,5,0,18,2,4,3,325,1548,BAJA (A)
VENUSTIANO CARRANZA,2340,112,10,4,37,12,5,106,4,1,0,0,12,3,2,3,325,622,BAJA (A)
IZUCAR DE MATAMOROS,733,36,50,4,42,42,10,80,8,0,0,0,29,1,4,3,325,1686,BAJA (A)
ATLIXCO,192,109,37,4,20,7,5,96,9,2,3,3,11,0,3,3,324,982,BAJA (A)
ATLIXCO,166,87,45,9,36,11,16,72,6,3,1,0,23,3,2,1,324,1495,BAJA (A)
PUEBLA,1138,170,17,4,6,4,8,65,24,5,0,0,8,0,2,0,324,683,BAJA (A)
PUEBLA,1517,100,39,2,23,5,9,80,18,1,2,0,24,2,5,5,323,754,BAJA (A)
IZUCAR DE MATAMOROS,731,64,40,3,36,37,13,89,12,0,2,0,9,6,3,2,323,1092,BAJA (A)
TEHUACAN,1980,93,26,1,14,12,1,140,3,1,1,0,21,1,4,1,323,938,BAJA (A)
QUECHOLAC,1618,41,56,4,42,29,10,66,7,2,7,2,28,8,7,3,323,1371,BAJA (A)
IZUCAR DE MATAMOROS,763,10,61,10,41,122,2,48,0,0,0,0,7,5,9,0,322,1134,BAJA (A)
PUEBLA,1597,120,22,2,14,2,5,92,20,1,1,0,27,1,1,2,322,864,BAJA (A)
PUEBLA,2577,87,62,4,12,5,2,93,4,2,2,0,20,1,2,3,321,1468,BAJA (A)
ALJOJUCA,106,96,49,2,21,58,4,59,5,0,0,0,15,1,0,3,320,843,BAJA (A)
PUEBLA,1514,97,50,4,9,7,6,73,21,1,3,0,28,1,3,3,320,910,BAJA (A)
ZACAPOAXTLA,2449,49,85,3,36,18,5,84,1,0,2,0,12,2,1,3,319,1389,BAJA (A)
PUEBLA,1543,98,37,4,18,10,6,86,24,2,3,1,17,0,0,2,319,804,BAJA (A)
TECALI DE HERRERA,1904,41,72,5,25,6,3,131,5,2,1,0,16,3,2,0,319,1296,BAJA (A)
MOLCAXAC,829,8,91,1,19,84,1,92,1,0,1,0,7,3,5,2,318,926,BAJA (A)
HUEYTAMALCO,684,24,144,1,23,18,3,67,2,1,0,0,16,5,6,0,318,689,BAJA (A)
ATEXCAL,152,82,151,1,15,8,1,38,1,2,0,0,2,1,6,0,318,714,BAJA (A)
PAHUATLAN,893,22,12,6,45,39,2,131,0,1,0,0,10,7,7,6,318,1413,BAJA (A)
PUEBLA,1257,68,137,4,34,6,5,23,10,0,0,0,6,3,2,1,318,1109,BAJA (A)
LAFRAGUA,808,66,42,2,19,107,5,37,10,0,0,0,14,4,2,3,317,1076,BAJA (A)
TEHUACAN,1972,96,14,2,13,4,7,128,11,1,0,0,27,2,2,3,316,1419,BAJA (A)
TEHUACAN,2004,65,28,3,16,10,7,129,7,0,0,0,31,3,6,2,315,1394,BAJA (A)
AMIXTLAN,114,12,38,5,33,166,5,30,1,0,0,0,2,4,1,2,315,743,BAJA (A)
PUEBLA,1330,116,26,8,9,6,13,66,23,3,1,0,24,2,3,2,315,882,BAJA (A)
PUEBLA,2613,130,24,4,20,7,4,75,18,3,1,0,21,1,4,1,315,882,BAJA (A)
ORIENTAL,880,37,60,2,18,34,5,91,6,11,0,4,5,22,0,3,314,909,BAJA (A)
PUEBLA,1488,110,57,4,16,7,5,67,13,1,2,0,19,0,3,1,314,1087,BAJA (A)
XICOTLAN,2391,43,109,1,12,78,0,51,0,0,0,0,4,2,1,3,314,591,BAJA (A)
TLATLAUQUITEPEC,2281,44,72,3,14,102,3,44,1,0,0,0,5,3,0,1,313,834,BAJA (A)
PUEBLA,975,109,33,7,17,4,6,83,14,1,3,0,19,1,7,1,313,888,BAJA (A)
SAN GABRIEL CHILAC,1688,67,72,0,27,21,2,97,7,1,1,0,7,1,0,2,312,795,BAJA (A)
VENUSTIANO CARRANZA,2339,146,12,4,9,10,0,106,6,3,2,0,6,0,2,0,312,536,BAJA (A)
TULCINGO,2320,6,31,4,61,72,1,94,1,0,0,0,20,9,5,1,312,1145,BAJA (A)
IZUCAR DE MATAMOROS,759,20,28,3,53,70,8,99,0,0,0,2,11,4,3,4,311,1194,BAJA (A)
ESPERANZA,527,72,23,6,17,67,7,96,2,1,0,0,10,0,2,2,311,931,BAJA (A)
PUEBLA,963,120,44,3,8,1,6,63,21,0,3,1,28,1,3,0,311,783,BAJA (A)
PUEBLA,1392,104,47,5,23,3,6,59,28,3,5,0,19,0,2,0,311,917,BAJA (A)
SAN JERONIMO XAYACATLAN,1701,12,131,3,27,19,1,84,0,0,0,0,18,3,2,0,311,791,BAJA (A)
ESPERANZA,532,32,26,3,33,105,2,70,0,0,0,0,13,7,3,3,310,841,BAJA (A)
CUETZALAN DEL PROGRESO,361,25,126,1,13,16,0,95,0,0,0,0,10,1,3,2,310,877,BAJA (A)
CORONANGO,286,74,68,3,23,7,3,75,17,1,2,0,21,4,2,3,309,1830,BAJA (A)
SAN MARTIN TEXMELUCAN,1767,68,66,6,41,9,4,76,8,0,0,0,11,0,2,2,309,1564,BAJA (A)
XOCHILTEPEC,2407,49,71,1,35,13,7,85,2,3,1,2,12,5,5,5,308,1476,BAJA (A)
ZAUTLA,2510,24,74,5,28,15,37,95,0,0,0,1,7,0,1,1,308,761,BAJA (A)
TEHUACAN,1966,85,12,3,18,9,7,131,9,2,1,1,15,2,3,4,308,973,BAJA (A)
PUEBLA,1123,147,29,6,13,1,8,48,18,0,1,0,16,4,0,4,308,846,BAJA (A)
IXTACAMAXTITLAN,721,24,169,0,22,30,1,39,1,0,0,0,11,0,0,1,308,810,BAJA (A)
PUEBLA,1486,115,43,1,17,3,5,52,21,3,1,0,32,1,2,1,307,1038,BAJA (A)
PUEBLA,2624,100,53,3,16,4,2,63,18,2,1,0,19,5,6,2,307,1176,BAJA (A)
JONOTLA,777,8,139,2,24,52,0,64,1,0,0,0,3,2,0,1,307,595,BAJA (A)
ACTEOPAN,62,19,91,6,55,67,3,34,0,0,0,0,7,7,3,1,307,687,BAJA (A)
TEHUITZINGO,2021,18,92,3,22,23,1,122,1,0,0,0,9,4,1,2,307,831,BAJA (A)
PUEBLA,2580,100,48,3,15,10,8,62,14,1,1,0,22,5,3,1,307,1292,BAJA (A)
PUEBLA,1309,112,40,4,14,6,6,70,17,1,0,0,16,2,0,2,306,932,BAJA (A)
IZUCAR DE MATAMOROS,748,54,49,7,30,51,7,73,2,1,1,0,11,2,7,3,306,1226,BAJA (A)
JUAN N. MENDEZ,798,7,28,3,89,5,1,146,0,0,0,0,13,2,2,2,306,674,BAJA (A)
TEHUACAN,1964,51,45,1,13,15,7,117,3,0,1,0,34,2,2,4,306,1081,BAJA (A)
TEPEOJUMA,2088,22,135,2,47,3,2,59,0,1,0,0,15,0,8,1,306,419,BAJA (A)
TECAMACHALCO,1924,48,60,5,29,6,13,97,8,2,1,0,23,4,4,4,306,1364,BAJA (A)
PUEBLA,1461,92,32,4,16,12,9,76,17,5,2,0,22,0,8,3,306,776,BAJA (A)
CAÑADA MORELOS,269,22,160,1,29,3,3,75,1,0,1,0,7,1,0,0,306,405,BAJA (A)
CALPAN,252,27,148,4,18,11,5,24,7,0,1,0,17,7,3,0,305,1026,BAJA (A)
TZICATLACOYAN,2331,17,139,4,22,18,1,77,0,2,0,0,8,1,5,6,305,1064,BAJA (A)
PUEBLA,2581,70,75,5,13,14,3,52,8,2,2,1,32,1,5,1,304,1164,BAJA (A)
TECALI DE HERRERA,1902,44,78,7,26,14,3,78,4,0,0,0,17,2,7,5,304,1271,BAJA (A)
ESPERANZA,530,26,147,0,7,50,1,49,2,0,0,0,5,7,2,3,304,634,BAJA (A)
PALMAR DE BRAVO,908,52,78,13,50,11,14,40,9,5,1,0,14,5,1,5,304,1411,BAJA (A)
PUEBLA,1495,118,53,7,14,8,5,44,18,0,2,0,23,1,2,2,303,837,BAJA (A)
ZACATLAN,2488,34,112,2,40,21,5,50,3,0,0,1,10,9,1,4,303,643,BAJA (A)
ATLIXCO,188,136,28,3,11,5,6,81,12,2,3,0,11,1,0,0,303,825,BAJA (A)
PUEBLA,1210,70,53,3,15,9,6,88,9,2,0,0,24,4,4,3,303,1174,BAJA (A)
PUEBLA,997,127,37,5,6,9,7,49,24,2,2,0,16,0,4,0,302,761,BAJA (A)
CHALCHICOMULA DE SESMA,384,35,164,1,14,18,4,39,5,2,2,0,8,2,1,1,302,722,BAJA (A)
CAMOCUAUTLA,261,65,66,1,12,4,24,106,0,0,1,0,0,0,0,0,300,429,BAJA (A)
TECALI DE HERRERA,1900,59,65,3,23,11,9,80,13,0,2,0,18,1,4,1,300,1154,BAJA (A)
CHIAUTZINGO,422,69,72,3,34,30,5,48,5,0,1,1,12,6,4,0,300,1425,BAJA (A)
PUEBLA,2658,105,50,3,12,6,13,60,7,1,1,0,23,1,1,3,300,1445,BAJA (A)
PUEBLA,1074,79,58,3,23,14,7,68,13,1,1,0,19,4,1,0,299,1293,BAJA (A)
PUEBLA,2585,176,12,7,7,1,9,45,21,1,2,0,9,1,2,0,299,647,BAJA (A)
COATZINGO,275,15,104,5,24,66,6,48,1,1,0,0,6,8,0,1,299,976,BAJA (A)
TECALI DE HERRERA,1899,65,34,4,27,5,3,103,10,2,6,0,18,3,2,0,298,915,BAJA (A)
GENERAL FELIPE ANGELES,546,64,87,2,47,4,9,51,6,1,1,0,14,2,2,0,298,1425,BAJA (A)
ATLIXCO,205,73,75,2,20,11,6,79,4,0,1,0,7,4,2,0,298,1235,BAJA (A)
TLAPACOYA,2266,9,10,4,81,12,4,153,0,0,0,1,0,2,0,1,298,468,BAJA (A)
PUEBLA,1401,113,22,7,10,8,10,73,15,4,1,0,13,3,4,0,298,757,BAJA (A)
PUEBLA,1497,96,42,7,16,2,4,61,24,2,2,1,26,0,5,1,298,944,BAJA (A)
CHIETLA,454,12,18,3,34,88,4,95,2,0,0,0,16,5,5,6,297,837,BAJA (A)
TEPATLAXCO DE HIDALGO,2057,61,71,1,21,9,2,83,13,0,2,0,18,4,4,4,297,1143,BAJA (A)
GUADALUPE VICTORIA,563,7,34,2,13,170,0,40,0,0,0,0,15,4,2,4,297,760,BAJA (A)
HUAUCHINANGO,630,25,41,11,34,26,5,107,6,2,2,2,11,2,5,2,297,765,BAJA (A)
AHUACATLAN,69,40,91,9,94,6,12,23,2,1,1,1,3,3,1,0,297,1039,BAJA (A)
PUEBLA,2557,131,27,8,14,4,9,42,26,3,4,0,16,2,5,1,297,1111,BAJA (A)
PUEBLA,2610,123,24,5,4,6,5,73,24,0,2,0,15,0,6,0,296,823,BAJA (A)
PUEBLA,2608,124,23,5,23,2,9,55,17,4,3,0,13,0,2,1,296,782,BAJA (A)
HUAQUECHULA,571,34,79,2,96,9,2,45,1,2,0,0,7,1,8,2,296,821,BAJA (A)
TLATLAUQUITEPEC,2278,27,67,2,35,80,7,28,1,2,1,0,13,5,2,1,295,622,BAJA (A)
PUEBLA,1278,132,22,4,9,7,12,56,22,3,3,0,8,0,3,2,295,619,BAJA (A)
PUEBLA,1496,110,47,2,12,2,4,62,21,1,0,0,21,2,3,1,295,714,BAJA (A)
ZACAPOAXTLA,2444,48,110,5,16,11,0,66,4,0,2,1,13,3,1,1,293,733,BAJA (A)
TEZIUTLAN,2148,109,43,2,11,26,6,51,13,3,0,0,12,0,2,3,293,990,BAJA (A)
PUEBLA,1231,103,47,1,12,6,5,51,19,6,2,0,20,4,1,4,293,707,BAJA (A)
FRANCISCO Z. MENA,539,56,15,3,31,11,6,115,2,0,0,0,24,2,5,1,293,825,BAJA (A)
SAN MATIAS TLALANCALECA,1781,42,81,5,47,18,4,59,8,3,1,0,13,1,2,0,293,1888,BAJA (A)
PUEBLA,2559,114,39,10,7,14,3,54,14,2,4,0,20,1,3,2,292,807,BAJA (A)
HUEYTAMALCO,691,51,112,1,20,7,7,68,0,0,0,0,9,1,4,2,292,685,BAJA (A)
PUEBLA,2591,126,17,5,16,8,8,60,28,1,2,2,9,0,1,0,292,697,BAJA (A)
AHUATLAN,73,20,172,1,9,9,2,59,0,1,0,0,9,2,2,0,292,710,BAJA (A)
TETELA DE OCAMPO,2131,18,148,0,18,8,8,63,1,1,0,0,4,4,0,0,291,600,BAJA (A)
RAFAEL LARA GRAJALES,1640,83,45,5,17,19,10,71,13,2,1,0,11,3,1,1,291,874,BAJA (A)
CHIGNAHUAPAN,473,19,123,4,65,13,3,39,0,1,0,0,3,1,3,1,291,756,BAJA (A)
PUEBLA,1024,112,29,3,10,7,3,66,10,2,0,0,30,0,2,1,291,653,BAJA (A)
ZACAPOAXTLA,2435,40,88,5,32,7,5,76,5,1,1,0,12,6,2,2,291,1787,BAJA (A)
HUAUCHINANGO,606,40,56,2,14,47,7,75,5,1,0,0,15,1,1,1,291,1005,BAJA (A)
SAN SALVADOR EL VERDE,1862,102,26,7,33,7,6,63,6,4,0,0,20,3,5,2,290,1413,BAJA (A)
TLACHICHUCA,2230,54,87,3,54,9,2,27,6,0,1,1,25,8,5,0,290,941,BAJA (A)
TLAHUAPAN,2243,14,121,0,41,82,0,15,1,0,0,0,4,1,2,0,289,792,BAJA (A)
COXCATLAN,294,45,49,1,28,18,1,110,7,1,0,0,10,0,3,2,289,739,BAJA (A)
GUADALUPE VICTORIA,560,10,6,0,10,224,1,20,0,0,0,0,8,4,0,0,289,481,BAJA (A)
SAN MARTIN TEXMELUCAN,1768,62,65,8,39,12,3,72,4,0,0,0,9,1,0,3,288,1727,BAJA (A)
CHIGNAHUAPAN,478,21,78,1,102,10,2,53,0,1,0,0,6,3,1,1,288,721,BAJA (A)
TLATLAUQUITEPEC,2294,23,128,3,13,52,4,40,0,0,1,0,7,4,2,1,288,1331,BAJA (A)
TULCINGO,2319,7,44,9,43,27,1,126,0,0,0,0,17,7,4,2,288,1076,BAJA (A)
ZACAPOAXTLA,2454,45,167,3,16,9,3,16,1,0,1,0,9,0,1,3,287,1060,BAJA (A)
SOLTEPEC,1893,33,77,1,35,9,2,100,0,0,1,0,8,3,3,4,287,1168,BAJA (A)
IZUCAR DE MATAMOROS,757,16,33,11,47,42,16,90,5,0,0,0,10,3,5,2,287,1057,BAJA (A)
MOLCAXAC,827,22,45,6,21,34,5,125,3,0,0,0,13,1,5,2,287,647,BAJA (A)
CHIETLA,448,18,15,3,16,116,5,79,4,0,0,1,18,1,1,6,287,1058,BAJA (A)
PETLALCINGO,923,114,35,2,15,5,6,88,4,0,1,0,7,3,0,1,287,1081,BAJA (A)
TLACUILOTEPEC,2214,25,84,7,32,18,7,90,0,0,0,0,8,6,2,1,286,666,BAJA (A)
OLINTLA,873,26,28,1,116,4,5,93,0,0,1,0,0,0,1,0,286,422,BAJA (A)
CALPAN,249,31,151,9,16,10,2,34,9,0,1,0,13,2,1,2,286,1004,BAJA (A)
PUEBLA,1381,69,33,4,13,6,4,86,8,2,2,0,27,3,3,8,286,805,BAJA (A)
HUAQUECHULA,570,58,94,0,37,10,6,54,5,0,2,0,4,3,2,0,286,975,BAJA (A)
HUITZILAN DE SERDAN,699,11,82,1,30,12,6,105,0,0,1,0,8,2,3,2,285,914,BAJA (A)
ZIHUATEUTLA,2525,75,46,2,14,85,18,29,0,1,1,0,0,1,0,0,285,789,BAJA (A)
PUEBLA,1144,161,23,4,4,2,7,29,24,2,3,0,12,2,0,2,285,672,BAJA (A)
TLATLAUQUITEPEC,2292,23,71,8,15,74,8,50,2,0,0,0,9,2,1,3,285,902,BAJA (A)
XICOTEPEC,2379,89,33,5,34,8,6,78,2,1,0,0,13,4,4,2,284,1085,BAJA (A)
SAN JOSE CHIAPA,1705,58,66,2,20,17,1,80,8,1,0,1,15,3,5,0,284,813,BAJA (A)
TOCHIMILCO,2299,73,35,2,17,55,1,57,3,0,4,0,13,3,2,3,284,1407,BAJA (A)
TEPEMAXALCO,2082,12,68,0,25,128,0,29,0,0,0,0,6,2,1,1,283,887,BAJA (A)
PUEBLA,1312,124,17,4,15,7,5,61,17,1,3,0,14,0,0,3,283,699,BAJA (A)
TEPATLAXCO DE HIDALGO,2056,79,52,2,17,13,3,79,5,7,0,0,10,0,2,10,282,1390,BAJA (A)
CHICONCUAUTLA,425,9,67,1,12,58,3,109,0,0,0,0,3,3,0,1,282,695,BAJA (A)
SAN MARTIN TEXMELUCAN,1769,50,71,1,51,17,5,52,3,1,2,0,13,3,6,0,282,1722,BAJA (A)
TULCINGO,2322,8,53,2,17,92,0,82,0,0,0,0,10,3,4,4,282,850,BAJA (A)
ZACAPOAXTLA,2448,38,112,4,22,10,4,68,4,0,0,0,4,1,1,0,282,758,BAJA (A)
PETLALCINGO,925,34,80,11,22,23,5,87,0,2,0,0,7,1,1,0,282,1161,BAJA (A)
TEPEXI DE RODRIGUEZ,2101,7,133,4,22,10,1,71,0,0,0,0,23,3,1,1,281,774,BAJA (A)
SAN MARTIN TEXMELUCAN,1741,76,27,5,56,4,9,49,15,0,1,0,17,1,5,3,281,946,BAJA (A)
PUEBLA,1499,102,33,5,15,5,8,64,20,2,1,0,16,0,2,2,280,907,BAJA (A)
TOCHTEPEC,2316,42,27,3,33,24,7,81,12,0,1,0,32,7,4,2,280,1719,BAJA (A)
ZIHUATEUTLA,2523,69,57,6,12,52,12,47,0,1,0,0,4,0,1,1,279,857,BAJA (A)
IZUCAR DE MATAMOROS,750,18,39,7,44,38,8,99,2,0,0,1,10,1,3,3,279,965,BAJA (A)
ZACAPOAXTLA,2441,36,97,5,25,3,1,50,5,1,1,0,20,3,5,3,278,870,BAJA (A)
TOCHIMILCO,2307,90,54,2,16,17,5,59,7,0,0,0,9,2,1,0,278,632,BAJA (A)
PUEBLA,1103,151,19,3,4,5,12,33,33,2,2,0,7,0,1,0,278,569,BAJA (A)
CHIGMECATITLAN,459,26,45,2,15,103,1,72,0,0,0,0,4,1,0,0,277,589,BAJA (A)
ZARAGOZA,2507,37,96,6,9,64,5,30,1,0,0,0,6,4,1,3,277,850,BAJA (A)
ZACAPOAXTLA,2457,60,97,6,25,11,0,53,2,0,2,0,2,3,2,2,276,930,BAJA (A)
XICOTLAN,2392,59,31,0,7,47,0,123,0,0,0,0,0,0,1,2,276,484,BAJA (A)
IZUCAR DE MATAMOROS,741,54,31,4,33,28,7,96,4,0,0,0,8,0,1,1,275,1085,BAJA (A)
GUADALUPE VICTORIA,561,17,24,0,8,146,1,59,0,0,0,0,7,4,0,0,275,592,BAJA (A)
TLACUILOTEPEC,2211,15,36,3,41,22,9,117,0,0,0,0,10,5,3,2,275,1255,BAJA (A)
SAN NICOLAS DE LOS RANCHOS,1793,60,60,19,7,1,5,85,11,0,1,0,9,5,4,0,274,1382,BAJA (A)
ACATLAN,38,29,90,3,27,21,4,74,1,0,0,1,4,1,3,2,274,1124,BAJA (A)
NICOLAS BRAVO,843,13,192,0,8,14,1,27,2,0,0,0,7,1,0,4,273,797,BAJA (A)
SAN SALVADOR HUIXCOLOTLA,1869,52,68,5,19,3,2,90,7,1,2,0,19,0,1,1,272,2011,BAJA (A)
TECAMACHALCO,1923,26,50,5,48,5,6,85,8,1,0,0,20,2,4,2,271,1221,BAJA (A)
CHIAUTZINGO,419,21,144,6,17,11,6,41,1,1,2,0,6,1,0,2,271,1370,BAJA (A)
CORONANGO,288,59,44,5,24,9,5,68,16,2,2,1,14,2,4,8,271,1539,BAJA (A)
PUEBLA,1431,96,35,4,9,8,9,48,17,3,3,1,22,1,3,0,271,677,BAJA (A)
CALPAN,251,48,111,1,19,11,1,25,5,1,2,0,15,4,0,2,270,1082,BAJA (A)
CHALCHICOMULA DE SESMA,392,43,85,2,21,23,0,73,0,1,2,0,9,1,2,3,270,538,BAJA (A)
HUAQUECHULA,573,57,18,5,67,7,2,90,6,2,1,0,7,1,1,1,270,964,BAJA (A)
PUEBLA,1301,110,25,2,15,1,5,60,14,5,1,0,14,1,2,2,270,698,BAJA (A)
ACAJETE,12,73,50,0,18,9,6,55,17,1,3,0,20,2,5,2,269,1664,BAJA (A)
TLALTENANGO,2248,62,55,1,30,8,6,58,7,1,1,1,15,3,5,3,269,1433,BAJA (A)
PIAXTLA,932,6,39,8,15,17,1,139,1,0,0,0,22,7,9,3,269,1461,BAJA (A)
HUEHUETLAN EL GRANDE,648,46,64,1,19,41,11,61,7,1,1,0,3,2,2,2,269,1542,BAJA (A)
PUEBLA,1344,106,30,4,8,3,4,56,24,1,1,0,16,2,3,2,269,548,BAJA (A)
PUEBLA,1239,74,41,2,7,8,6,70,16,2,2,0,23,1,1,2,268,776,BAJA (A)
